,X,Y,nom_lieu,insee,com_lieu,Type,Type_détaillé,geometry,0
108,2.0757706,49.0770382996733,Osny - Oseraie,95476,Osny,carpool,Aire de covoiturage,POINT (2.0757706 49.0770382996733),9089
108,2.0757706,49.0770382996733,Osny - Oseraie,95476,Osny,carpool,Aire de covoiturage,POINT (2.0757706 49.0770382996733),9090
108,2.0757706,49.0770382996733,Osny - Oseraie,95476,Osny,carpool,Aire de covoiturage,POINT (2.0757706 49.0770382996733),9215
108,2.0757706,49.0770382996733,Osny - Oseraie,95476,Osny,carpool,Aire de covoiturage,POINT (2.0757706 49.0770382996733),9216
109,2.1003788,49.0477707996805,Pontoise - Gare-Hôtel Dieu,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1003788 49.0477707996805),9344
109,2.1003788,49.0477707996805,Pontoise - Gare-Hôtel Dieu,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1003788 49.0477707996805),9345
109,2.1003788,49.0477707996805,Pontoise - Gare-Hôtel Dieu,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1003788 49.0477707996805),9470
109,2.1003788,49.0477707996805,Pontoise - Gare-Hôtel Dieu,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1003788 49.0477707996805),9471
109,2.1003788,49.0477707996805,Pontoise - Gare-Hôtel Dieu,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1003788 49.0477707996805),9596
109,2.1003788,49.0477707996805,Pontoise - Gare-Hôtel Dieu,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1003788 49.0477707996805),9597
110,2.1001234,49.0473174996806,Missing,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1001234 49.0473174996806),9344
110,2.1001234,49.0473174996806,Missing,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1001234 49.0473174996806),9345
110,2.1001234,49.0473174996806,Missing,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1001234 49.0473174996806),9470
110,2.1001234,49.0473174996806,Missing,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1001234 49.0473174996806),9471
110,2.1001234,49.0473174996806,Missing,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1001234 49.0473174996806),9596
110,2.1001234,49.0473174996806,Missing,95500,Pontoise,carpool,Aire de covoiturage,POINT (2.1001234 49.0473174996806),9597
