,X,Y,com_insee,com_nom,Type,geometry,0
0,2.7259182,48.2663035998735,77156,Darvault,recycling,POINT (2.7259182 48.2663035998735),18251
0,2.7259182,48.2663035998735,77156,Darvault,recycling,POINT (2.7259182 48.2663035998735),18252
0,2.7259182,48.2663035998735,77156,Darvault,recycling,POINT (2.7259182 48.2663035998735),18377
0,2.7259182,48.2663035998735,77156,Darvault,recycling,POINT (2.7259182 48.2663035998735),18378
1,2.7345173,48.2706366998724,77156,Darvault,recycling,POINT (2.7345173 48.2706366998724),18377
1,2.7345173,48.2706366998724,77156,Darvault,recycling,POINT (2.7345173 48.2706366998724),18503
1,2.7345173,48.2706366998724,77156,Darvault,recycling,POINT (2.7345173 48.2706366998724),18504
1,2.7345173,48.2706366998724,77156,Darvault,recycling,POINT (2.7345173 48.2706366998724),18629
2,2.7345817,48.272214899872,77156,Darvault,recycling,POINT (2.7345817 48.272214899872),18376
2,2.7345817,48.272214899872,77156,Darvault,recycling,POINT (2.7345817 48.272214899872),18377
2,2.7345817,48.272214899872,77156,Darvault,recycling,POINT (2.7345817 48.272214899872),18502
2,2.7345817,48.272214899872,77156,Darvault,recycling,POINT (2.7345817 48.272214899872),18503
2,2.7345817,48.272214899872,77156,Darvault,recycling,POINT (2.7345817 48.272214899872),18629
3,2.73636,48.2727504998719,77156,Darvault,recycling,POINT (2.73636 48.2727504998719),18376
3,2.73636,48.2727504998719,77156,Darvault,recycling,POINT (2.73636 48.2727504998719),18377
3,2.73636,48.2727504998719,77156,Darvault,recycling,POINT (2.73636 48.2727504998719),18502
3,2.73636,48.2727504998719,77156,Darvault,recycling,POINT (2.73636 48.2727504998719),18503
3,2.73636,48.2727504998719,77156,Darvault,recycling,POINT (2.73636 48.2727504998719),18629
4,2.26664,48.8165004997378,92040,Issy-les-Moulineaux,recycling,POINT (2.26664 48.8165004997378),11764
4,2.26664,48.8165004997378,92040,Issy-les-Moulineaux,recycling,POINT (2.26664 48.8165004997378),11765
4,2.26664,48.8165004997378,92040,Issy-les-Moulineaux,recycling,POINT (2.26664 48.8165004997378),11890
4,2.26664,48.8165004997378,92040,Issy-les-Moulineaux,recycling,POINT (2.26664 48.8165004997378),11891
4,2.26664,48.8165004997378,92040,Issy-les-Moulineaux,recycling,POINT (2.26664 48.8165004997378),12016
5,2.2666207,48.8164881997378,92040,Issy-les-Moulineaux,recycling,POINT (2.2666207 48.8164881997378),11764
5,2.2666207,48.8164881997378,92040,Issy-les-Moulineaux,recycling,POINT (2.2666207 48.8164881997378),11765
5,2.2666207,48.8164881997378,92040,Issy-les-Moulineaux,recycling,POINT (2.2666207 48.8164881997378),11890
5,2.2666207,48.8164881997378,92040,Issy-les-Moulineaux,recycling,POINT (2.2666207 48.8164881997378),11891
5,2.2666207,48.8164881997378,92040,Issy-les-Moulineaux,recycling,POINT (2.2666207 48.8164881997378),12016
6,2.5381646,48.8340133997335,94079,Villiers-sur-Marne,recycling,POINT (2.5381646 48.8340133997335),15542
6,2.5381646,48.8340133997335,94079,Villiers-sur-Marne,recycling,POINT (2.5381646 48.8340133997335),15543
6,2.5381646,48.8340133997335,94079,Villiers-sur-Marne,recycling,POINT (2.5381646 48.8340133997335),15668
6,2.5381646,48.8340133997335,94079,Villiers-sur-Marne,recycling,POINT (2.5381646 48.8340133997335),15669
6,2.5381646,48.8340133997335,94079,Villiers-sur-Marne,recycling,POINT (2.5381646 48.8340133997335),15794
7,2.3078336,48.68688299977,91345,Longjumeau,recycling,POINT (2.3078336 48.68688299977),12283
7,2.3078336,48.68688299977,91345,Longjumeau,recycling,POINT (2.3078336 48.68688299977),12408
7,2.3078336,48.68688299977,91345,Longjumeau,recycling,POINT (2.3078336 48.68688299977),12409
7,2.3078336,48.68688299977,91345,Longjumeau,recycling,POINT (2.3078336 48.68688299977),12534
7,2.3078336,48.68688299977,91345,Longjumeau,recycling,POINT (2.3078336 48.68688299977),12535
8,2.288655,48.6956521997678,91345,Longjumeau,recycling,POINT (2.288655 48.6956521997678),12029
8,2.288655,48.6956521997678,91345,Longjumeau,recycling,POINT (2.288655 48.6956521997678),12030
8,2.288655,48.6956521997678,91345,Longjumeau,recycling,POINT (2.288655 48.6956521997678),12155
8,2.288655,48.6956521997678,91345,Longjumeau,recycling,POINT (2.288655 48.6956521997678),12156
8,2.288655,48.6956521997678,91345,Longjumeau,recycling,POINT (2.288655 48.6956521997678),12281
8,2.288655,48.6956521997678,91345,Longjumeau,recycling,POINT (2.288655 48.6956521997678),12282
9,2.3124414,48.6728892997735,91216,Épinay-sur-Orge,recycling,POINT (2.3124414 48.6728892997735),12410
9,2.3124414,48.6728892997735,91216,Épinay-sur-Orge,recycling,POINT (2.3124414 48.6728892997735),12411
9,2.3124414,48.6728892997735,91216,Épinay-sur-Orge,recycling,POINT (2.3124414 48.6728892997735),12536
9,2.3124414,48.6728892997735,91216,Épinay-sur-Orge,recycling,POINT (2.3124414 48.6728892997735),12537
9,2.3124414,48.6728892997735,91216,Épinay-sur-Orge,recycling,POINT (2.3124414 48.6728892997735),12662
10,2.3124184,48.6728792997734,91216,Épinay-sur-Orge,recycling,POINT (2.3124184 48.6728792997734),12410
10,2.3124184,48.6728792997734,91216,Épinay-sur-Orge,recycling,POINT (2.3124184 48.6728792997734),12411
10,2.3124184,48.6728792997734,91216,Épinay-sur-Orge,recycling,POINT (2.3124184 48.6728792997734),12536
10,2.3124184,48.6728792997734,91216,Épinay-sur-Orge,recycling,POINT (2.3124184 48.6728792997734),12537
10,2.3124184,48.6728792997734,91216,Épinay-sur-Orge,recycling,POINT (2.3124184 48.6728792997734),12662
11,2.1559914,48.5568453998021,91106,Breux-Jouy,recycling,POINT (2.1559914 48.5568453998021),10155
11,2.1559914,48.5568453998021,91106,Breux-Jouy,recycling,POINT (2.1559914 48.5568453998021),10281
11,2.1559914,48.5568453998021,91106,Breux-Jouy,recycling,POINT (2.1559914 48.5568453998021),10282
11,2.1559914,48.5568453998021,91106,Breux-Jouy,recycling,POINT (2.1559914 48.5568453998021),10407
11,2.1559914,48.5568453998021,91106,Breux-Jouy,recycling,POINT (2.1559914 48.5568453998021),10408
12,2.5941364,48.6755602997728,77053,Brie-Comte-Robert,recycling,POINT (2.5941364 48.6755602997728),16316
12,2.5941364,48.6755602997728,77053,Brie-Comte-Robert,recycling,POINT (2.5941364 48.6755602997728),16441
12,2.5941364,48.6755602997728,77053,Brie-Comte-Robert,recycling,POINT (2.5941364 48.6755602997728),16442
12,2.5941364,48.6755602997728,77053,Brie-Comte-Robert,recycling,POINT (2.5941364 48.6755602997728),16568
13,2.3420087,48.8334362997336,75056,Paris,recycling,POINT (2.3420087 48.8334362997336),12770
13,2.3420087,48.8334362997336,75056,Paris,recycling,POINT (2.3420087 48.8334362997336),12771
13,2.3420087,48.8334362997336,75056,Paris,recycling,POINT (2.3420087 48.8334362997336),12896
13,2.3420087,48.8334362997336,75056,Paris,recycling,POINT (2.3420087 48.8334362997336),12897
13,2.3420087,48.8334362997336,75056,Paris,recycling,POINT (2.3420087 48.8334362997336),13022
13,2.3420087,48.8334362997336,75056,Paris,recycling,POINT (2.3420087 48.8334362997336),13023
14,2.3571691,48.8204415997369,75056,Paris,recycling,POINT (2.3571691 48.8204415997369),13023
14,2.3571691,48.8204415997369,75056,Paris,recycling,POINT (2.3571691 48.8204415997369),13024
14,2.3571691,48.8204415997369,75056,Paris,recycling,POINT (2.3571691 48.8204415997369),13149
14,2.3571691,48.8204415997369,75056,Paris,recycling,POINT (2.3571691 48.8204415997369),13150
14,2.3571691,48.8204415997369,75056,Paris,recycling,POINT (2.3571691 48.8204415997369),13276
15,2.1721053,48.7316025997589,91534,Saclay,recycling,POINT (2.1721053 48.7316025997589),10388
15,2.1721053,48.7316025997589,91534,Saclay,recycling,POINT (2.1721053 48.7316025997589),10513
15,2.1721053,48.7316025997589,91534,Saclay,recycling,POINT (2.1721053 48.7316025997589),10514
15,2.1721053,48.7316025997589,91534,Saclay,recycling,POINT (2.1721053 48.7316025997589),10639
15,2.1721053,48.7316025997589,91534,Saclay,recycling,POINT (2.1721053 48.7316025997589),10640
16,2.6346056,48.5430296998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6346056 48.5430296998056),16960
16,2.6346056,48.5430296998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6346056 48.5430296998056),16961
16,2.6346056,48.5430296998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6346056 48.5430296998056),17086
16,2.6346056,48.5430296998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6346056 48.5430296998056),17087
17,2.6345586,48.5430273998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6345586 48.5430273998056),16960
17,2.6345586,48.5430273998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6345586 48.5430273998056),16961
17,2.6345586,48.5430273998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6345586 48.5430273998056),17086
17,2.6345586,48.5430273998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6345586 48.5430273998056),17087
18,2.6345545,48.5430446998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6345545 48.5430446998056),16960
18,2.6345545,48.5430446998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6345545 48.5430446998056),16961
18,2.6345545,48.5430446998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6345545 48.5430446998056),17086
18,2.6345545,48.5430446998056,77285,Le Mée-sur-Seine,recycling,POINT (2.6345545 48.5430446998056),17087
19,2.6346698,48.5433221998055,77285,Le Mée-sur-Seine,recycling,POINT (2.6346698 48.5433221998055),16960
19,2.6346698,48.5433221998055,77285,Le Mée-sur-Seine,recycling,POINT (2.6346698 48.5433221998055),16961
19,2.6346698,48.5433221998055,77285,Le Mée-sur-Seine,recycling,POINT (2.6346698 48.5433221998055),17086
19,2.6346698,48.5433221998055,77285,Le Mée-sur-Seine,recycling,POINT (2.6346698 48.5433221998055),17087
20,2.6346958,48.5433254998055,77285,Le Mée-sur-Seine,recycling,POINT (2.6346958 48.5433254998055),16960
20,2.6346958,48.5433254998055,77285,Le Mée-sur-Seine,recycling,POINT (2.6346958 48.5433254998055),16961
20,2.6346958,48.5433254998055,77285,Le Mée-sur-Seine,recycling,POINT (2.6346958 48.5433254998055),17086
20,2.6346958,48.5433254998055,77285,Le Mée-sur-Seine,recycling,POINT (2.6346958 48.5433254998055),17087
21,2.6357099,48.5439590998053,77285,Le Mée-sur-Seine,recycling,POINT (2.6357099 48.5439590998053),16960
21,2.6357099,48.5439590998053,77285,Le Mée-sur-Seine,recycling,POINT (2.6357099 48.5439590998053),16961
21,2.6357099,48.5439590998053,77285,Le Mée-sur-Seine,recycling,POINT (2.6357099 48.5439590998053),17086
21,2.6357099,48.5439590998053,77285,Le Mée-sur-Seine,recycling,POINT (2.6357099 48.5439590998053),17087
21,2.6357099,48.5439590998053,77285,Le Mée-sur-Seine,recycling,POINT (2.6357099 48.5439590998053),17213
22,2.3569979,48.8171566997377,75056,Paris,recycling,POINT (2.3569979 48.8171566997377),13024
22,2.3569979,48.8171566997377,75056,Paris,recycling,POINT (2.3569979 48.8171566997377),13025
22,2.3569979,48.8171566997377,75056,Paris,recycling,POINT (2.3569979 48.8171566997377),13150
22,2.3569979,48.8171566997377,75056,Paris,recycling,POINT (2.3569979 48.8171566997377),13151
22,2.3569979,48.8171566997377,75056,Paris,recycling,POINT (2.3569979 48.8171566997377),13276
23,2.3295239,48.8397587997321,75056,Paris,recycling,POINT (2.3295239 48.8397587997321),12643
23,2.3295239,48.8397587997321,75056,Paris,recycling,POINT (2.3295239 48.8397587997321),12644
23,2.3295239,48.8397587997321,75056,Paris,recycling,POINT (2.3295239 48.8397587997321),12769
23,2.3295239,48.8397587997321,75056,Paris,recycling,POINT (2.3295239 48.8397587997321),12770
23,2.3295239,48.8397587997321,75056,Paris,recycling,POINT (2.3295239 48.8397587997321),12896
24,2.3210744,48.8329650997337,75056,Paris,recycling,POINT (2.3210744 48.8329650997337),12518
24,2.3210744,48.8329650997337,75056,Paris,recycling,POINT (2.3210744 48.8329650997337),12519
24,2.3210744,48.8329650997337,75056,Paris,recycling,POINT (2.3210744 48.8329650997337),12644
24,2.3210744,48.8329650997337,75056,Paris,recycling,POINT (2.3210744 48.8329650997337),12645
25,2.3219957,48.8325647997339,75056,Paris,recycling,POINT (2.3219957 48.8325647997339),12518
25,2.3219957,48.8325647997339,75056,Paris,recycling,POINT (2.3219957 48.8325647997339),12519
25,2.3219957,48.8325647997339,75056,Paris,recycling,POINT (2.3219957 48.8325647997339),12644
25,2.3219957,48.8325647997339,75056,Paris,recycling,POINT (2.3219957 48.8325647997339),12645
25,2.3219957,48.8325647997339,75056,Paris,recycling,POINT (2.3219957 48.8325647997339),12770
25,2.3219957,48.8325647997339,75056,Paris,recycling,POINT (2.3219957 48.8325647997339),12771
26,2.2643246,48.8452399997307,75056,Paris,recycling,POINT (2.2643246 48.8452399997307),11635
26,2.2643246,48.8452399997307,75056,Paris,recycling,POINT (2.2643246 48.8452399997307),11761
26,2.2643246,48.8452399997307,75056,Paris,recycling,POINT (2.2643246 48.8452399997307),11762
26,2.2643246,48.8452399997307,75056,Paris,recycling,POINT (2.2643246 48.8452399997307),11887
27,2.6357497,48.5417652998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6357497 48.5417652998059),16960
27,2.6357497,48.5417652998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6357497 48.5417652998059),16961
27,2.6357497,48.5417652998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6357497 48.5417652998059),17086
27,2.6357497,48.5417652998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6357497 48.5417652998059),17087
27,2.6357497,48.5417652998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6357497 48.5417652998059),17213
28,2.6357828,48.5417679998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6357828 48.5417679998059),16960
28,2.6357828,48.5417679998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6357828 48.5417679998059),16961
28,2.6357828,48.5417679998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6357828 48.5417679998059),17086
28,2.6357828,48.5417679998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6357828 48.5417679998059),17087
28,2.6357828,48.5417679998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6357828 48.5417679998059),17213
29,2.6358128,48.5417708998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6358128 48.5417708998059),16960
29,2.6358128,48.5417708998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6358128 48.5417708998059),16961
29,2.6358128,48.5417708998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6358128 48.5417708998059),17086
29,2.6358128,48.5417708998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6358128 48.5417708998059),17087
29,2.6358128,48.5417708998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6358128 48.5417708998059),17213
30,2.6358419,48.5417748998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6358419 48.5417748998059),16960
30,2.6358419,48.5417748998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6358419 48.5417748998059),16961
30,2.6358419,48.5417748998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6358419 48.5417748998059),17086
30,2.6358419,48.5417748998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6358419 48.5417748998059),17087
30,2.6358419,48.5417748998059,77285,Le Mée-sur-Seine,recycling,POINT (2.6358419 48.5417748998059),17213
31,2.6385299,48.5469612998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6385299 48.5469612998046),16960
31,2.6385299,48.5469612998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6385299 48.5469612998046),16961
31,2.6385299,48.5469612998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6385299 48.5469612998046),17086
31,2.6385299,48.5469612998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6385299 48.5469612998046),17087
31,2.6385299,48.5469612998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6385299 48.5469612998046),17212
32,2.6385125,48.5469414998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6385125 48.5469414998046),16960
32,2.6385125,48.5469414998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6385125 48.5469414998046),16961
32,2.6385125,48.5469414998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6385125 48.5469414998046),17086
32,2.6385125,48.5469414998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6385125 48.5469414998046),17087
32,2.6385125,48.5469414998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6385125 48.5469414998046),17212
33,2.6384991,48.5469222998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6384991 48.5469222998046),16960
33,2.6384991,48.5469222998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6384991 48.5469222998046),16961
33,2.6384991,48.5469222998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6384991 48.5469222998046),17086
33,2.6384991,48.5469222998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6384991 48.5469222998046),17087
33,2.6384991,48.5469222998046,77285,Le Mée-sur-Seine,recycling,POINT (2.6384991 48.5469222998046),17212
34,2.1895813,48.9734625996989,95176,Cormeilles-en-Parisis,recycling,POINT (2.1895813 48.9734625996989),10613
34,2.1895813,48.9734625996989,95176,Cormeilles-en-Parisis,recycling,POINT (2.1895813 48.9734625996989),10738
34,2.1895813,48.9734625996989,95176,Cormeilles-en-Parisis,recycling,POINT (2.1895813 48.9734625996989),10739
34,2.1895813,48.9734625996989,95176,Cormeilles-en-Parisis,recycling,POINT (2.1895813 48.9734625996989),10865
35,2.3017886,48.8461474997305,75056,Paris,recycling,POINT (2.3017886 48.8461474997305),12139
35,2.3017886,48.8461474997305,75056,Paris,recycling,POINT (2.3017886 48.8461474997305),12265
35,2.3017886,48.8461474997305,75056,Paris,recycling,POINT (2.3017886 48.8461474997305),12391
36,2.6392247,48.6531988997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392247 48.6531988997783),16948
36,2.6392247,48.6531988997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392247 48.6531988997783),16949
36,2.6392247,48.6531988997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392247 48.6531988997783),17074
36,2.6392247,48.6531988997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392247 48.6531988997783),17075
36,2.6392247,48.6531988997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392247 48.6531988997783),17200
36,2.6392247,48.6531988997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392247 48.6531988997783),17201
37,2.6392547,48.6532137997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392547 48.6532137997783),16948
37,2.6392547,48.6532137997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392547 48.6532137997783),16949
37,2.6392547,48.6532137997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392547 48.6532137997783),17074
37,2.6392547,48.6532137997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392547 48.6532137997783),17075
37,2.6392547,48.6532137997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392547 48.6532137997783),17200
37,2.6392547,48.6532137997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392547 48.6532137997783),17201
38,2.6392806,48.6532347997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392806 48.6532347997783),16948
38,2.6392806,48.6532347997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392806 48.6532347997783),16949
38,2.6392806,48.6532347997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392806 48.6532347997783),17074
38,2.6392806,48.6532347997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392806 48.6532347997783),17075
38,2.6392806,48.6532347997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392806 48.6532347997783),17200
38,2.6392806,48.6532347997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392806 48.6532347997783),17201
39,2.6392981,48.6532551997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392981 48.6532551997783),16948
39,2.6392981,48.6532551997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392981 48.6532551997783),16949
39,2.6392981,48.6532551997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392981 48.6532551997783),17074
39,2.6392981,48.6532551997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392981 48.6532551997783),17075
39,2.6392981,48.6532551997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392981 48.6532551997783),17200
39,2.6392981,48.6532551997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6392981 48.6532551997783),17201
40,2.6393223,48.6532749997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6393223 48.6532749997783),16948
40,2.6393223,48.6532749997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6393223 48.6532749997783),16949
40,2.6393223,48.6532749997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6393223 48.6532749997783),17074
40,2.6393223,48.6532749997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6393223 48.6532749997783),17075
40,2.6393223,48.6532749997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6393223 48.6532749997783),17200
40,2.6393223,48.6532749997783,77175,Évry-Grégy-sur-Yerre,recycling,POINT (2.6393223 48.6532749997783),17201
41,2.3325418,48.8472879997302,75056,Paris,recycling,POINT (2.3325418 48.8472879997302),12643
41,2.3325418,48.8472879997302,75056,Paris,recycling,POINT (2.3325418 48.8472879997302),12768
41,2.3325418,48.8472879997302,75056,Paris,recycling,POINT (2.3325418 48.8472879997302),12769
41,2.3325418,48.8472879997302,75056,Paris,recycling,POINT (2.3325418 48.8472879997302),12895
42,2.2299918,48.840082799732,92012,Boulogne-Billancourt,recycling,POINT (2.2299918 48.840082799732),11257
42,2.2299918,48.840082799732,92012,Boulogne-Billancourt,recycling,POINT (2.2299918 48.840082799732),11258
42,2.2299918,48.840082799732,92012,Boulogne-Billancourt,recycling,POINT (2.2299918 48.840082799732),11383
42,2.2299918,48.840082799732,92012,Boulogne-Billancourt,recycling,POINT (2.2299918 48.840082799732),11384
43,2.242302,48.8352338997332,92012,Boulogne-Billancourt,recycling,POINT (2.242302 48.8352338997332),11384
43,2.242302,48.8352338997332,92012,Boulogne-Billancourt,recycling,POINT (2.242302 48.8352338997332),11385
43,2.242302,48.8352338997332,92012,Boulogne-Billancourt,recycling,POINT (2.242302 48.8352338997332),11510
43,2.242302,48.8352338997332,92012,Boulogne-Billancourt,recycling,POINT (2.242302 48.8352338997332),11511
43,2.242302,48.8352338997332,92012,Boulogne-Billancourt,recycling,POINT (2.242302 48.8352338997332),11636
44,2.3599268,48.8647852997259,75056,Paris,recycling,POINT (2.3599268 48.8647852997259),13019
44,2.3599268,48.8647852997259,75056,Paris,recycling,POINT (2.3599268 48.8647852997259),13144
44,2.3599268,48.8647852997259,75056,Paris,recycling,POINT (2.3599268 48.8647852997259),13145
44,2.3599268,48.8647852997259,75056,Paris,recycling,POINT (2.3599268 48.8647852997259),13271
45,2.2606549,48.9903561996947,95219,Ermont,recycling,POINT (2.2606549 48.9903561996947),11619
45,2.2606549,48.9903561996947,95219,Ermont,recycling,POINT (2.2606549 48.9903561996947),11744
45,2.2606549,48.9903561996947,95219,Ermont,recycling,POINT (2.2606549 48.9903561996947),11745
45,2.2606549,48.9903561996947,95219,Ermont,recycling,POINT (2.2606549 48.9903561996947),11871
46,2.383478,48.8637468997261,75056,Paris,recycling,POINT (2.383478 48.8637468997261),13397
46,2.383478,48.8637468997261,75056,Paris,recycling,POINT (2.383478 48.8637468997261),13523
46,2.383478,48.8637468997261,75056,Paris,recycling,POINT (2.383478 48.8637468997261),13649
47,2.2783129,48.8637942997261,75056,Paris,recycling,POINT (2.2783129 48.8637942997261),11885
47,2.2783129,48.8637942997261,75056,Paris,recycling,POINT (2.2783129 48.8637942997261),12011
47,2.2783129,48.8637942997261,75056,Paris,recycling,POINT (2.2783129 48.8637942997261),12012
47,2.2783129,48.8637942997261,75056,Paris,recycling,POINT (2.2783129 48.8637942997261),12137
48,2.2492679,48.8356551997331,92012,Boulogne-Billancourt,recycling,POINT (2.2492679 48.8356551997331),11510
48,2.2492679,48.8356551997331,92012,Boulogne-Billancourt,recycling,POINT (2.2492679 48.8356551997331),11511
48,2.2492679,48.8356551997331,92012,Boulogne-Billancourt,recycling,POINT (2.2492679 48.8356551997331),11636
48,2.2492679,48.8356551997331,92012,Boulogne-Billancourt,recycling,POINT (2.2492679 48.8356551997331),11637
48,2.2492679,48.8356551997331,92012,Boulogne-Billancourt,recycling,POINT (2.2492679 48.8356551997331),11762
49,2.2395272,48.8265043997354,92012,Boulogne-Billancourt,recycling,POINT (2.2395272 48.8265043997354),11385
49,2.2395272,48.8265043997354,92012,Boulogne-Billancourt,recycling,POINT (2.2395272 48.8265043997354),11386
49,2.2395272,48.8265043997354,92012,Boulogne-Billancourt,recycling,POINT (2.2395272 48.8265043997354),11511
49,2.2395272,48.8265043997354,92012,Boulogne-Billancourt,recycling,POINT (2.2395272 48.8265043997354),11512
49,2.2395272,48.8265043997354,92012,Boulogne-Billancourt,recycling,POINT (2.2395272 48.8265043997354),11637
50,2.292585,48.7278056997598,91377,Massy,recycling,POINT (2.292585 48.7278056997598),12026
50,2.292585,48.7278056997598,91377,Massy,recycling,POINT (2.292585 48.7278056997598),12152
50,2.292585,48.7278056997598,91377,Massy,recycling,POINT (2.292585 48.7278056997598),12153
50,2.292585,48.7278056997598,91377,Massy,recycling,POINT (2.292585 48.7278056997598),12278
50,2.292585,48.7278056997598,91377,Massy,recycling,POINT (2.292585 48.7278056997598),12279
51,2.2925887,48.7278014997598,91377,Massy,recycling,POINT (2.2925887 48.7278014997598),12026
51,2.2925887,48.7278014997598,91377,Massy,recycling,POINT (2.2925887 48.7278014997598),12152
51,2.2925887,48.7278014997598,91377,Massy,recycling,POINT (2.2925887 48.7278014997598),12153
51,2.2925887,48.7278014997598,91377,Massy,recycling,POINT (2.2925887 48.7278014997598),12278
51,2.2925887,48.7278014997598,91377,Massy,recycling,POINT (2.2925887 48.7278014997598),12279
52,2.2925812,48.7278098997598,91377,Massy,recycling,POINT (2.2925812 48.7278098997598),12026
52,2.2925812,48.7278098997598,91377,Massy,recycling,POINT (2.2925812 48.7278098997598),12152
52,2.2925812,48.7278098997598,91377,Massy,recycling,POINT (2.2925812 48.7278098997598),12153
52,2.2925812,48.7278098997598,91377,Massy,recycling,POINT (2.2925812 48.7278098997598),12278
52,2.2925812,48.7278098997598,91377,Massy,recycling,POINT (2.2925812 48.7278098997598),12279
53,2.2926053,48.7277826997598,91377,Massy,recycling,POINT (2.2926053 48.7277826997598),12026
53,2.2926053,48.7277826997598,91377,Massy,recycling,POINT (2.2926053 48.7277826997598),12152
53,2.2926053,48.7277826997598,91377,Massy,recycling,POINT (2.2926053 48.7277826997598),12153
53,2.2926053,48.7277826997598,91377,Massy,recycling,POINT (2.2926053 48.7277826997598),12278
53,2.2926053,48.7277826997598,91377,Massy,recycling,POINT (2.2926053 48.7277826997598),12279
54,2.2925922,48.7277974997598,91377,Massy,recycling,POINT (2.2925922 48.7277974997598),12026
54,2.2925922,48.7277974997598,91377,Massy,recycling,POINT (2.2925922 48.7277974997598),12152
54,2.2925922,48.7277974997598,91377,Massy,recycling,POINT (2.2925922 48.7277974997598),12153
54,2.2925922,48.7277974997598,91377,Massy,recycling,POINT (2.2925922 48.7277974997598),12278
