,geometry,Polygon
358,POINT (2.30583 48.837513699732625),12391
358,POINT (2.30583 48.837513699732625),12392
358,POINT (2.30583 48.837513699732625),12518
359,POINT (2.2813175197540083 48.841271448620695),11887
359,POINT (2.2813175197540083 48.841271448620695),11888
359,POINT (2.2813175197540083 48.841271448620695),12013
359,POINT (2.2813175197540083 48.841271448620695),12014
359,POINT (2.2813175197540083 48.841271448620695),12139
359,POINT (2.2813175197540083 48.841271448620695),12140
360,POINT (2.2982639 48.841378899731666),12139
360,POINT (2.2982639 48.841378899731666),12140
360,POINT (2.2982639 48.841378899731666),12265
360,POINT (2.2982639 48.841378899731666),12266
360,POINT (2.2982639 48.841378899731666),12391
360,POINT (2.2982639 48.841378899731666),12392
361,POINT (2.3797926 48.85891129972732),13271
361,POINT (2.3797926 48.85891129972732),13272
361,POINT (2.3797926 48.85891129972732),13397
361,POINT (2.3797926 48.85891129972732),13398
361,POINT (2.3797926 48.85891129972732),13523
361,POINT (2.3797926 48.85891129972732),13524
362,POINT (2.3131709 48.84246199973139),12391
362,POINT (2.3131709 48.84246199973139),12392
362,POINT (2.3131709 48.84246199973139),12517
362,POINT (2.3131709 48.84246199973139),12518
362,POINT (2.3131709 48.84246199973139),12643
363,POINT (2.3828379 48.68931489976937),13416
363,POINT (2.3828379 48.68931489976937),13417
363,POINT (2.3828379 48.68931489976937),13542
363,POINT (2.3828379 48.68931489976937),13543
364,POINT (2.3580140999999997 48.757098799752576),13031
364,POINT (2.3580140999999997 48.757098799752576),13156
364,POINT (2.3580140999999997 48.757098799752576),13157
364,POINT (2.3580140999999997 48.757098799752576),13283
365,POINT (2.175905 48.71019129976419),10390
365,POINT (2.175905 48.71019129976419),10516
365,POINT (2.175905 48.71019129976419),10517
365,POINT (2.175905 48.71019129976419),10642
365,POINT (2.175905 48.71019129976419),10643
366,POINT (2.1761994 48.708504499764615),10516
366,POINT (2.1761994 48.708504499764615),10517
366,POINT (2.1761994 48.708504499764615),10642
366,POINT (2.1761994 48.708504499764615),10643
367,POINT (2.2667571 48.72299869976102),11774
367,POINT (2.2667571 48.72299869976102),11775
367,POINT (2.2667571 48.72299869976102),11900
367,POINT (2.2667571 48.72299869976102),11901
367,POINT (2.2667571 48.72299869976102),12027
368,POINT (2.3458356 48.78433659974582),12776
368,POINT (2.3458356 48.78433659974582),12901
368,POINT (2.3458356 48.78433659974582),12902
368,POINT (2.3458356 48.78433659974582),13027
368,POINT (2.3458356 48.78433659974582),13028
369,POINT (2.1782692 49.01405839968884),10482
369,POINT (2.1782692 49.01405839968884),10483
369,POINT (2.1782692 49.01405839968884),10608
369,POINT (2.1782692 49.01405839968884),10609
369,POINT (2.1782692 49.01405839968884),10734
370,POINT (2.1686940999999997 48.678244799772116),10393
370,POINT (2.1686940999999997 48.678244799772116),10394
370,POINT (2.1686940999999997 48.678244799772116),10519
370,POINT (2.1686940999999997 48.678244799772116),10520
370,POINT (2.1686940999999997 48.678244799772116),10646
371,POINT (2.1765407 48.71061189976412),10516
371,POINT (2.1765407 48.71061189976412),10642
371,POINT (2.1765407 48.71061189976412),10643
371,POINT (2.1765407 48.71061189976412),10768
372,POINT (2.6236448 48.61065999978885),16701
372,POINT (2.6236448 48.61065999978885),16827
372,POINT (2.6236448 48.61065999978885),16828
372,POINT (2.6236448 48.61065999978885),16953
372,POINT (2.6236448 48.61065999978885),16954
373,POINT (2.3744790999999994 48.82927199973467),13274
373,POINT (2.3744790999999994 48.82927199973467),13275
373,POINT (2.3744790999999994 48.82927199973467),13400
373,POINT (2.3744790999999994 48.82927199973467),13401
373,POINT (2.3744790999999994 48.82927199973467),13527
374,POINT (2.618141 48.80680149974023),16679
374,POINT (2.618141 48.80680149974023),16680
374,POINT (2.618141 48.80680149974023),16805
374,POINT (2.618141 48.80680149974023),16806
374,POINT (2.618141 48.80680149974023),16931
375,POINT (2.39665 48.867331199725236),13522
375,POINT (2.39665 48.867331199725236),13523
375,POINT (2.39665 48.867331199725236),13648
375,POINT (2.39665 48.867331199725236),13649
375,POINT (2.39665 48.867331199725236),13774
375,POINT (2.39665 48.867331199725236),13775
376,POINT (2.3799227 48.85875429972735),13271
376,POINT (2.3799227 48.85875429972735),13272
376,POINT (2.3799227 48.85875429972735),13397
376,POINT (2.3799227 48.85875429972735),13398
376,POINT (2.3799227 48.85875429972735),13523
376,POINT (2.3799227 48.85875429972735),13524
377,POINT (2.3936543 48.848066099730005),13524
377,POINT (2.3936543 48.848066099730005),13525
377,POINT (2.3936543 48.848066099730005),13650
377,POINT (2.3936543 48.848066099730005),13651
377,POINT (2.3936543 48.848066099730005),13777
378,POINT (2.3937106 48.848073099729994),13524
378,POINT (2.3937106 48.848073099729994),13525
378,POINT (2.3937106 48.848073099729994),13650
378,POINT (2.3937106 48.848073099729994),13651
378,POINT (2.3937106 48.848073099729994),13777
379,POINT (2.3937548999999994 48.84807749973),13524
379,POINT (2.3937548999999994 48.84807749973),13525
379,POINT (2.3937548999999994 48.84807749973),13650
379,POINT (2.3937548999999994 48.84807749973),13651
379,POINT (2.3937548999999994 48.84807749973),13777
380,POINT (2.3938057999999995 48.84807929973001),13524
380,POINT (2.3938057999999995 48.84807929973001),13525
380,POINT (2.3938057999999995 48.84807929973001),13650
380,POINT (2.3938057999999995 48.84807929973001),13651
380,POINT (2.3938057999999995 48.84807929973001),13777
381,POINT (2.3938461 48.848085499730004),13524
381,POINT (2.3938461 48.848085499730004),13525
381,POINT (2.3938461 48.848085499730004),13650
381,POINT (2.3938461 48.848085499730004),13651
381,POINT (2.3938461 48.848085499730004),13777
382,POINT (2.393889 48.848088099730006),13524
382,POINT (2.393889 48.848088099730006),13525
382,POINT (2.393889 48.848088099730006),13650
382,POINT (2.393889 48.848088099730006),13651
382,POINT (2.393889 48.848088099730006),13777
383,POINT (2.1637077 48.709784999764295),10264
383,POINT (2.1637077 48.709784999764295),10390
383,POINT (2.1637077 48.709784999764295),10391
383,POINT (2.1637077 48.709784999764295),10516
384,POINT (2.1637101 48.709673599764336),10264
384,POINT (2.1637101 48.709673599764336),10390
384,POINT (2.1637101 48.709673599764336),10391
384,POINT (2.1637101 48.709673599764336),10516
385,POINT (2.1706580999999994 48.709609199764344),10390
385,POINT (2.1706580999999994 48.709609199764344),10516
385,POINT (2.1706580999999994 48.709609199764344),10517
385,POINT (2.1706580999999994 48.709609199764344),10642
386,POINT (2.1617742 48.7105723997641),10264
386,POINT (2.1617742 48.7105723997641),10390
386,POINT (2.1617742 48.7105723997641),10391
386,POINT (2.1617742 48.7105723997641),10516
387,POINT (2.163113 48.71186759976378),10264
387,POINT (2.163113 48.71186759976378),10389
387,POINT (2.163113 48.71186759976378),10390
387,POINT (2.163113 48.71186759976378),10516
388,POINT (2.161564 48.71109819976396),10264
388,POINT (2.161564 48.71109819976396),10390
388,POINT (2.161564 48.71109819976396),10391
388,POINT (2.161564 48.71109819976396),10516
389,POINT (2.1647877 48.71042009976414),10264
389,POINT (2.1647877 48.71042009976414),10390
389,POINT (2.1647877 48.71042009976414),10391
389,POINT (2.1647877 48.71042009976414),10516
390,POINT (2.1709427999999997 48.70856629976459),10390
390,POINT (2.1709427999999997 48.70856629976459),10391
390,POINT (2.1709427999999997 48.70856629976459),10516
390,POINT (2.1709427999999997 48.70856629976459),10517
390,POINT (2.1709427999999997 48.70856629976459),10642
391,POINT (2.1660242 48.71354919976337),10264
391,POINT (2.1660242 48.71354919976337),10389
391,POINT (2.1660242 48.71354919976337),10390
391,POINT (2.1660242 48.71354919976337),10515
391,POINT (2.1660242 48.71354919976337),10516
392,POINT (2.1874535 48.69861589976708),10643
392,POINT (2.1874535 48.69861589976708),10644
392,POINT (2.1874535 48.69861589976708),10769
392,POINT (2.1874535 48.69861589976708),10770
392,POINT (2.1874535 48.69861589976708),10895
393,POINT (2.1822079 48.69732119976739),10517
393,POINT (2.1822079 48.69732119976739),10518
393,POINT (2.1822079 48.69732119976739),10643
393,POINT (2.1822079 48.69732119976739),10644
393,POINT (2.1822079 48.69732119976739),10769
393,POINT (2.1822079 48.69732119976739),10770
394,POINT (2.191422 48.70313469976595),10643
394,POINT (2.191422 48.70313469976595),10768
394,POINT (2.191422 48.70313469976595),10769
394,POINT (2.191422 48.70313469976595),10895
395,POINT (2.2116869 48.706290499765174),11020
395,POINT (2.2116869 48.706290499765174),11021
395,POINT (2.2116869 48.706290499765174),11146
395,POINT (2.2116869 48.706290499765174),11147
396,POINT (2.2722061 48.72505709976051),11774
396,POINT (2.2722061 48.72505709976051),11775
396,POINT (2.2722061 48.72505709976051),11900
396,POINT (2.2722061 48.72505709976051),11901
396,POINT (2.2722061 48.72505709976051),12026
396,POINT (2.2722061 48.72505709976051),12027
397,POINT (2.2176637 49.038855799682715),10983
397,POINT (2.2176637 49.038855799682715),10984
397,POINT (2.2176637 49.038855799682715),11109
397,POINT (2.2176637 49.038855799682715),11110
397,POINT (2.2176637 49.038855799682715),11235
397,POINT (2.2176637 49.038855799682715),11236
398,POINT (2.2426684 49.019753699687456),11363
398,POINT (2.2426684 49.019753699687456),11364
398,POINT (2.2426684 49.019753699687456),11489
398,POINT (2.2426684 49.019753699687456),11490
398,POINT (2.2426684 49.019753699687456),11615
398,POINT (2.2426684 49.019753699687456),11616
399,POINT (2.2044939 49.011517699689485),10860
399,POINT (2.2044939 49.011517699689485),10861
399,POINT (2.2044939 49.011517699689485),10986
399,POINT (2.2044939 49.011517699689485),10987
399,POINT (2.2044939 49.011517699689485),11113
400,POINT (2.2462984 48.71474359976307),11398
400,POINT (2.2462984 48.71474359976307),11523
400,POINT (2.2462984 48.71474359976307),11524
400,POINT (2.2462984 48.71474359976307),11649
400,POINT (2.2462984 48.71474359976307),11650
401,POINT (2.5285489 49.092218899669525),15387
401,POINT (2.5285489 49.092218899669525),15388
401,POINT (2.5285489 49.092218899669525),15513
401,POINT (2.5285489 49.092218899669525),15514
401,POINT (2.5285489 49.092218899669525),15640
402,POINT (2.5927352 49.06366729967658),16272
402,POINT (2.5927352 49.06366729967658),16273
402,POINT (2.5927352 49.06366729967658),16398
402,POINT (2.5927352 49.06366729967658),16399
402,POINT (2.5927352 49.06366729967658),16525
403,POINT (2.011948 48.79997889974192),8112
403,POINT (2.011948 48.79997889974192),8238
403,POINT (2.011948 48.79997889974192),8239
403,POINT (2.011948 48.79997889974192),8364
404,POINT (2.2221058 48.78177879974646),11138
404,POINT (2.2221058 48.78177879974646),11139
404,POINT (2.2221058 48.78177879974646),11264
404,POINT (2.2221058 48.78177879974646),11265
404,POINT (2.2221058 48.78177879974646),11390
405,POINT (2.2221617 48.78189049974642),11138
405,POINT (2.2221617 48.78189049974642),11139
405,POINT (2.2221617 48.78189049974642),11264
405,POINT (2.2221617 48.78189049974642),11265
405,POINT (2.2221617 48.78189049974642),11390
406,POINT (2.2221709 48.78176199974645),11138
406,POINT (2.2221709 48.78176199974645),11139
406,POINT (2.2221709 48.78176199974645),11264
406,POINT (2.2221709 48.78176199974645),11265
406,POINT (2.2221709 48.78176199974645),11390
407,POINT (2.2222393 48.781741699746455),11138
407,POINT (2.2222393 48.781741699746455),11139
407,POINT (2.2222393 48.781741699746455),11264
407,POINT (2.2222393 48.781741699746455),11265
407,POINT (2.2222393 48.781741699746455),11390
408,POINT (2.2222767999999995 48.78185969974641),11138
408,POINT (2.2222767999999995 48.78185969974641),11139
408,POINT (2.2222767999999995 48.78185969974641),11264
408,POINT (2.2222767999999995 48.78185969974641),11265
408,POINT (2.2222767999999995 48.78185969974641),11390
409,POINT (2.9498805999999997 48.96012089970221),21324
409,POINT (2.9498805999999997 48.96012089970221),21325
409,POINT (2.9498805999999997 48.96012089970221),21450
409,POINT (2.9498805999999997 48.96012089970221),21451
409,POINT (2.9498805999999997 48.96012089970221),21576
410,POINT (2.9499484999999996 48.96012209970221),21324
410,POINT (2.9499484999999996 48.96012209970221),21325
410,POINT (2.9499484999999996 48.96012209970221),21450
410,POINT (2.9499484999999996 48.96012209970221),21451
410,POINT (2.9499484999999996 48.96012209970221),21576
411,POINT (2.9500161999999994 48.96012249970222),21324
411,POINT (2.9500161999999994 48.96012249970222),21325
411,POINT (2.9500161999999994 48.96012249970222),21450
411,POINT (2.9500161999999994 48.96012249970222),21451
411,POINT (2.9500161999999994 48.96012249970222),21576
412,POINT (2.9500859 48.960122999702214),21324
412,POINT (2.9500859 48.960122999702214),21325
412,POINT (2.9500859 48.960122999702214),21450
412,POINT (2.9500859 48.960122999702214),21451
412,POINT (2.9500859 48.960122999702214),21576
413,POINT (2.4394655999999997 48.84737649973019),14154
413,POINT (2.4394655999999997 48.84737649973019),14155
413,POINT (2.4394655999999997 48.84737649973019),14280
413,POINT (2.4394655999999997 48.84737649973019),14281
413,POINT (2.4394655999999997 48.84737649973019),14407
414,POINT (2.4350432999999994 48.8485131997299),14029
414,POINT (2.4350432999999994 48.8485131997299),14154
414,POINT (2.4350432999999994 48.8485131997299),14155
414,POINT (2.4350432999999994 48.8485131997299),14280
414,POINT (2.4350432999999994 48.8485131997299),14281
415,POINT (2.4364604 48.848180699729966),14029
415,POINT (2.4364604 48.848180699729966),14154
415,POINT (2.4364604 48.848180699729966),14155
415,POINT (2.4364604 48.848180699729966),14280
415,POINT (2.4364604 48.848180699729966),14281
416,POINT (2.4409090999999994 48.85070369972933),14154
416,POINT (2.4409090999999994 48.85070369972933),14155
416,POINT (2.4409090999999994 48.85070369972933),14280
416,POINT (2.4409090999999994 48.85070369972933),14281
416,POINT (2.4409090999999994 48.85070369972933),14406
416,POINT (2.4409090999999994 48.85070369972933),14407
417,POINT (2.4549334 48.8497067997296),14406
417,POINT (2.4549334 48.8497067997296),14407
417,POINT (2.4549334 48.8497067997296),14532
417,POINT (2.4549334 48.8497067997296),14533
418,POINT (2.4470711 48.850305599729445),14280
418,POINT (2.4470711 48.850305599729445),14281
418,POINT (2.4470711 48.850305599729445),14406
418,POINT (2.4470711 48.850305599729445),14407
419,POINT (2.4371745 48.846230399730445),14155
419,POINT (2.4371745 48.846230399730445),14281
419,POINT (2.4371745 48.846230399730445),14407
420,POINT (2.4244426999999997 48.847896099730036),13903
420,POINT (2.4244426999999997 48.847896099730036),14028
420,POINT (2.4244426999999997 48.847896099730036),14029
420,POINT (2.4244426999999997 48.847896099730036),14154
420,POINT (2.4244426999999997 48.847896099730036),14155
421,POINT (2.4286434 48.84400259973102),14029
421,POINT (2.4286434 48.84400259973102),14030
421,POINT (2.4286434 48.84400259973102),14155
421,POINT (2.4286434 48.84400259973102),14156
421,POINT (2.4286434 48.84400259973102),14281
422,POINT (2.4368658999999995 48.85143849972917),14154
422,POINT (2.4368658999999995 48.85143849972917),14155
422,POINT (2.4368658999999995 48.85143849972917),14280
422,POINT (2.4368658999999995 48.85143849972917),14281
423,POINT (2.3734067 48.919885399712186),13139
423,POINT (2.3734067 48.919885399712186),13264
423,POINT (2.3734067 48.919885399712186),13265
423,POINT (2.3734067 48.919885399712186),13390
423,POINT (2.3734067 48.919885399712186),13391
424,POINT (2.2381983 48.77322649974858),11265
424,POINT (2.2381983 48.77322649974858),11391
424,POINT (2.2381983 48.77322649974858),11392
424,POINT (2.2381983 48.77322649974858),11517
424,POINT (2.2381983 48.77322649974858),11518
425,POINT (2.2382153 48.773241999748564),11265
425,POINT (2.2382153 48.773241999748564),11391
425,POINT (2.2382153 48.773241999748564),11392
425,POINT (2.2382153 48.773241999748564),11517
425,POINT (2.2382153 48.773241999748564),11518
426,POINT (2.2383763999999995 48.77316789974857),11265
426,POINT (2.2383763999999995 48.77316789974857),11391
426,POINT (2.2383763999999995 48.77316789974857),11392
426,POINT (2.2383763999999995 48.77316789974857),11517
426,POINT (2.2383763999999995 48.77316789974857),11518
427,POINT (2.1210983 48.80986299973949),9623
