,X,Y,com_insee,com_nom,acc,Type,geometry,0
631,2.3077646,48.8505599997294,75056,Paris,Intérieur,aed,POINT (2.3077646 48.8505599997294),12517
632,2.3084137,48.8505370997294,75056,Paris,Intérieur,aed,POINT (2.3084137 48.8505370997294),12264
632,2.3084137,48.8505370997294,75056,Paris,Intérieur,aed,POINT (2.3084137 48.8505370997294),12265
632,2.3084137,48.8505370997294,75056,Paris,Intérieur,aed,POINT (2.3084137 48.8505370997294),12390
632,2.3084137,48.8505370997294,75056,Paris,Intérieur,aed,POINT (2.3084137 48.8505370997294),12391
632,2.3084137,48.8505370997294,75056,Paris,Intérieur,aed,POINT (2.3084137 48.8505370997294),12516
632,2.3084137,48.8505370997294,75056,Paris,Intérieur,aed,POINT (2.3084137 48.8505370997294),12517
633,2.3141141,48.8416419997316,75056,Paris,Extérieur,aed,POINT (2.3141141 48.8416419997316),12391
633,2.3141141,48.8416419997316,75056,Paris,Extérieur,aed,POINT (2.3141141 48.8416419997316),12392
633,2.3141141,48.8416419997316,75056,Paris,Extérieur,aed,POINT (2.3141141 48.8416419997316),12517
633,2.3141141,48.8416419997316,75056,Paris,Extérieur,aed,POINT (2.3141141 48.8416419997316),12518
633,2.3141141,48.8416419997316,75056,Paris,Extérieur,aed,POINT (2.3141141 48.8416419997316),12643
633,2.3141141,48.8416419997316,75056,Paris,Extérieur,aed,POINT (2.3141141 48.8416419997316),12644
634,2.314009,48.8197009997371,92049,Montrouge,Intérieur,aed,POINT (2.314009 48.8197009997371),12394
634,2.314009,48.8197009997371,92049,Montrouge,Intérieur,aed,POINT (2.314009 48.8197009997371),12519
634,2.314009,48.8197009997371,92049,Montrouge,Intérieur,aed,POINT (2.314009 48.8197009997371),12520
634,2.314009,48.8197009997371,92049,Montrouge,Intérieur,aed,POINT (2.314009 48.8197009997371),12646
635,2.3196175,48.8192154997372,92049,Montrouge,Intérieur,aed,POINT (2.3196175 48.8192154997372),12394
635,2.3196175,48.8192154997372,92049,Montrouge,Intérieur,aed,POINT (2.3196175 48.8192154997372),12520
635,2.3196175,48.8192154997372,92049,Montrouge,Intérieur,aed,POINT (2.3196175 48.8192154997372),12646
636,2.3166586,48.8254243997356,75056,Paris,Intérieur,aed,POINT (2.3166586 48.8254243997356),12393
636,2.3166586,48.8254243997356,75056,Paris,Intérieur,aed,POINT (2.3166586 48.8254243997356),12519
636,2.3166586,48.8254243997356,75056,Paris,Intérieur,aed,POINT (2.3166586 48.8254243997356),12520
636,2.3166586,48.8254243997356,75056,Paris,Intérieur,aed,POINT (2.3166586 48.8254243997356),12645
636,2.3166586,48.8254243997356,75056,Paris,Intérieur,aed,POINT (2.3166586 48.8254243997356),12646
637,2.3159514,48.8227055997363,75056,Paris,Extérieur,aed,POINT (2.3159514 48.8227055997363),12393
637,2.3159514,48.8227055997363,75056,Paris,Extérieur,aed,POINT (2.3159514 48.8227055997363),12394
637,2.3159514,48.8227055997363,75056,Paris,Extérieur,aed,POINT (2.3159514 48.8227055997363),12519
637,2.3159514,48.8227055997363,75056,Paris,Extérieur,aed,POINT (2.3159514 48.8227055997363),12520
637,2.3159514,48.8227055997363,75056,Paris,Extérieur,aed,POINT (2.3159514 48.8227055997363),12645
637,2.3159514,48.8227055997363,75056,Paris,Extérieur,aed,POINT (2.3159514 48.8227055997363),12646
638,2.3175949,48.815657699738,92049,Montrouge,Intérieur,aed,POINT (2.3175949 48.815657699738),12394
638,2.3175949,48.815657699738,92049,Montrouge,Intérieur,aed,POINT (2.3175949 48.815657699738),12520
638,2.3175949,48.815657699738,92049,Montrouge,Intérieur,aed,POINT (2.3175949 48.815657699738),12521
638,2.3175949,48.815657699738,92049,Montrouge,Intérieur,aed,POINT (2.3175949 48.815657699738),12646
638,2.3175949,48.815657699738,92049,Montrouge,Intérieur,aed,POINT (2.3175949 48.815657699738),12647
639,2.3236244,48.8290709997347,75056,Paris,Intérieur,aed,POINT (2.3236244 48.8290709997347),12519
639,2.3236244,48.8290709997347,75056,Paris,Intérieur,aed,POINT (2.3236244 48.8290709997347),12644
639,2.3236244,48.8290709997347,75056,Paris,Intérieur,aed,POINT (2.3236244 48.8290709997347),12645
639,2.3236244,48.8290709997347,75056,Paris,Intérieur,aed,POINT (2.3236244 48.8290709997347),12771
640,2.3095971,48.8149932997382,92049,Montrouge,Intérieur,aed,POINT (2.3095971 48.8149932997382),12268
640,2.3095971,48.8149932997382,92049,Montrouge,Intérieur,aed,POINT (2.3095971 48.8149932997382),12394
640,2.3095971,48.8149932997382,92049,Montrouge,Intérieur,aed,POINT (2.3095971 48.8149932997382),12395
640,2.3095971,48.8149932997382,92049,Montrouge,Intérieur,aed,POINT (2.3095971 48.8149932997382),12520
640,2.3095971,48.8149932997382,92049,Montrouge,Intérieur,aed,POINT (2.3095971 48.8149932997382),12521
641,2.3261168,48.824043799736,75056,Paris,Intérieur,aed,POINT (2.3261168 48.824043799736),12519
641,2.3261168,48.824043799736,75056,Paris,Intérieur,aed,POINT (2.3261168 48.824043799736),12520
641,2.3261168,48.824043799736,75056,Paris,Intérieur,aed,POINT (2.3261168 48.824043799736),12645
641,2.3261168,48.824043799736,75056,Paris,Intérieur,aed,POINT (2.3261168 48.824043799736),12646
641,2.3261168,48.824043799736,75056,Paris,Intérieur,aed,POINT (2.3261168 48.824043799736),12771
641,2.3261168,48.824043799736,75056,Paris,Intérieur,aed,POINT (2.3261168 48.824043799736),12772
642,2.3276766,48.8569098997278,75056,Paris,Intérieur,aed,POINT (2.3276766 48.8569098997278),12516
642,2.3276766,48.8569098997278,75056,Paris,Intérieur,aed,POINT (2.3276766 48.8569098997278),12641
642,2.3276766,48.8569098997278,75056,Paris,Intérieur,aed,POINT (2.3276766 48.8569098997278),12642
642,2.3276766,48.8569098997278,75056,Paris,Intérieur,aed,POINT (2.3276766 48.8569098997278),12767
642,2.3276766,48.8569098997278,75056,Paris,Intérieur,aed,POINT (2.3276766 48.8569098997278),12768
643,2.2943343,48.8248607997358,92075,Vanves,Extérieur,aed,POINT (2.2943343 48.8248607997358),12141
643,2.2943343,48.8248607997358,92075,Vanves,Extérieur,aed,POINT (2.2943343 48.8248607997358),12142
643,2.2943343,48.8248607997358,92075,Vanves,Extérieur,aed,POINT (2.2943343 48.8248607997358),12267
643,2.2943343,48.8248607997358,92075,Vanves,Extérieur,aed,POINT (2.2943343 48.8248607997358),12268
643,2.2943343,48.8248607997358,92075,Vanves,Extérieur,aed,POINT (2.2943343 48.8248607997358),12393
644,2.3396767,48.852112599729,75056,Paris,Intérieur,aed,POINT (2.3396767 48.852112599729),12768
644,2.3396767,48.852112599729,75056,Paris,Intérieur,aed,POINT (2.3396767 48.852112599729),12769
644,2.3396767,48.852112599729,75056,Paris,Intérieur,aed,POINT (2.3396767 48.852112599729),12894
644,2.3396767,48.852112599729,75056,Paris,Intérieur,aed,POINT (2.3396767 48.852112599729),12895
644,2.3396767,48.852112599729,75056,Paris,Intérieur,aed,POINT (2.3396767 48.852112599729),13020
645,2.3389821,48.852130399729,75056,Paris,Intérieur,aed,POINT (2.3389821 48.852130399729),12768
645,2.3389821,48.852130399729,75056,Paris,Intérieur,aed,POINT (2.3389821 48.852130399729),12769
645,2.3389821,48.852130399729,75056,Paris,Intérieur,aed,POINT (2.3389821 48.852130399729),12894
645,2.3389821,48.852130399729,75056,Paris,Intérieur,aed,POINT (2.3389821 48.852130399729),12895
645,2.3389821,48.852130399729,75056,Paris,Intérieur,aed,POINT (2.3389821 48.852130399729),13020
646,2.3099964,48.8362054997329,75056,Paris,Extérieur,aed,POINT (2.3099964 48.8362054997329),12266
646,2.3099964,48.8362054997329,75056,Paris,Extérieur,aed,POINT (2.3099964 48.8362054997329),12392
646,2.3099964,48.8362054997329,75056,Paris,Extérieur,aed,POINT (2.3099964 48.8362054997329),12393
646,2.3099964,48.8362054997329,75056,Paris,Extérieur,aed,POINT (2.3099964 48.8362054997329),12518
647,2.3109268,48.8291916997347,75056,Paris,Intérieur,aed,POINT (2.3109268 48.8291916997347),12267
647,2.3109268,48.8291916997347,75056,Paris,Intérieur,aed,POINT (2.3109268 48.8291916997347),12392
647,2.3109268,48.8291916997347,75056,Paris,Intérieur,aed,POINT (2.3109268 48.8291916997347),12393
647,2.3109268,48.8291916997347,75056,Paris,Intérieur,aed,POINT (2.3109268 48.8291916997347),12518
647,2.3109268,48.8291916997347,75056,Paris,Intérieur,aed,POINT (2.3109268 48.8291916997347),12519
648,2.341134,48.860062499727,75056,Paris,Intérieur,aed,POINT (2.341134 48.860062499727),12767
648,2.341134,48.860062499727,75056,Paris,Intérieur,aed,POINT (2.341134 48.860062499727),12768
648,2.341134,48.860062499727,75056,Paris,Intérieur,aed,POINT (2.341134 48.860062499727),12893
648,2.341134,48.860062499727,75056,Paris,Intérieur,aed,POINT (2.341134 48.860062499727),12894
648,2.341134,48.860062499727,75056,Paris,Intérieur,aed,POINT (2.341134 48.860062499727),13019
648,2.341134,48.860062499727,75056,Paris,Intérieur,aed,POINT (2.341134 48.860062499727),13020
649,2.3312166,48.8544674997284,75056,Paris,Intérieur,aed,POINT (2.3312166 48.8544674997284),12642
649,2.3312166,48.8544674997284,75056,Paris,Intérieur,aed,POINT (2.3312166 48.8544674997284),12768
649,2.3312166,48.8544674997284,75056,Paris,Intérieur,aed,POINT (2.3312166 48.8544674997284),12769
649,2.3312166,48.8544674997284,75056,Paris,Intérieur,aed,POINT (2.3312166 48.8544674997284),12894
650,2.2948143,48.8261358997354,92075,Vanves,Extérieur,aed,POINT (2.2948143 48.8261358997354),12141
650,2.2948143,48.8261358997354,92075,Vanves,Extérieur,aed,POINT (2.2948143 48.8261358997354),12142
650,2.2948143,48.8261358997354,92075,Vanves,Extérieur,aed,POINT (2.2948143 48.8261358997354),12267
650,2.2948143,48.8261358997354,92075,Vanves,Extérieur,aed,POINT (2.2948143 48.8261358997354),12268
650,2.2948143,48.8261358997354,92075,Vanves,Extérieur,aed,POINT (2.2948143 48.8261358997354),12393
651,2.3442224,48.8511235997293,75056,Paris,Intérieur,aed,POINT (2.3442224 48.8511235997293),12768
651,2.3442224,48.8511235997293,75056,Paris,Intérieur,aed,POINT (2.3442224 48.8511235997293),12769
651,2.3442224,48.8511235997293,75056,Paris,Intérieur,aed,POINT (2.3442224 48.8511235997293),12894
651,2.3442224,48.8511235997293,75056,Paris,Intérieur,aed,POINT (2.3442224 48.8511235997293),12895
651,2.3442224,48.8511235997293,75056,Paris,Intérieur,aed,POINT (2.3442224 48.8511235997293),13020
651,2.3442224,48.8511235997293,75056,Paris,Intérieur,aed,POINT (2.3442224 48.8511235997293),13021
652,2.3442242,48.8511288997292,75056,Paris,Intérieur,aed,POINT (2.3442242 48.8511288997292),12768
652,2.3442242,48.8511288997292,75056,Paris,Intérieur,aed,POINT (2.3442242 48.8511288997292),12769
652,2.3442242,48.8511288997292,75056,Paris,Intérieur,aed,POINT (2.3442242 48.8511288997292),12894
652,2.3442242,48.8511288997292,75056,Paris,Intérieur,aed,POINT (2.3442242 48.8511288997292),12895
652,2.3442242,48.8511288997292,75056,Paris,Intérieur,aed,POINT (2.3442242 48.8511288997292),13020
652,2.3442242,48.8511288997292,75056,Paris,Intérieur,aed,POINT (2.3442242 48.8511288997292),13021
653,2.3426533,48.8476534997301,75056,Paris,Intérieur,aed,POINT (2.3426533 48.8476534997301),12769
653,2.3426533,48.8476534997301,75056,Paris,Intérieur,aed,POINT (2.3426533 48.8476534997301),12894
653,2.3426533,48.8476534997301,75056,Paris,Intérieur,aed,POINT (2.3426533 48.8476534997301),12895
653,2.3426533,48.8476534997301,75056,Paris,Intérieur,aed,POINT (2.3426533 48.8476534997301),13021
654,2.3382131,48.8524393997289,75056,Paris,Intérieur,aed,POINT (2.3382131 48.8524393997289),12768
654,2.3382131,48.8524393997289,75056,Paris,Intérieur,aed,POINT (2.3382131 48.8524393997289),12769
654,2.3382131,48.8524393997289,75056,Paris,Intérieur,aed,POINT (2.3382131 48.8524393997289),12894
654,2.3382131,48.8524393997289,75056,Paris,Intérieur,aed,POINT (2.3382131 48.8524393997289),12895
655,2.344573,48.8461095997305,75056,Paris,Intérieur,aed,POINT (2.344573 48.8461095997305),12769
655,2.344573,48.8461095997305,75056,Paris,Intérieur,aed,POINT (2.344573 48.8461095997305),12894
655,2.344573,48.8461095997305,75056,Paris,Intérieur,aed,POINT (2.344573 48.8461095997305),12895
655,2.344573,48.8461095997305,75056,Paris,Intérieur,aed,POINT (2.344573 48.8461095997305),13021
656,2.3409995,48.8471629997302,75056,Paris,Intérieur,aed,POINT (2.3409995 48.8471629997302),12769
656,2.3409995,48.8471629997302,75056,Paris,Intérieur,aed,POINT (2.3409995 48.8471629997302),12894
656,2.3409995,48.8471629997302,75056,Paris,Intérieur,aed,POINT (2.3409995 48.8471629997302),12895
656,2.3409995,48.8471629997302,75056,Paris,Intérieur,aed,POINT (2.3409995 48.8471629997302),13021
657,2.345011,48.8436723997311,75056,Paris,Intérieur,aed,POINT (2.345011 48.8436723997311),12769
657,2.345011,48.8436723997311,75056,Paris,Intérieur,aed,POINT (2.345011 48.8436723997311),12895
657,2.345011,48.8436723997311,75056,Paris,Intérieur,aed,POINT (2.345011 48.8436723997311),12896
657,2.345011,48.8436723997311,75056,Paris,Intérieur,aed,POINT (2.345011 48.8436723997311),13021
657,2.345011,48.8436723997311,75056,Paris,Intérieur,aed,POINT (2.345011 48.8436723997311),13022
658,2.3446469,48.8429586997313,75056,Paris,Intérieur,aed,POINT (2.3446469 48.8429586997313),12769
658,2.3446469,48.8429586997313,75056,Paris,Intérieur,aed,POINT (2.3446469 48.8429586997313),12895
658,2.3446469,48.8429586997313,75056,Paris,Intérieur,aed,POINT (2.3446469 48.8429586997313),12896
658,2.3446469,48.8429586997313,75056,Paris,Intérieur,aed,POINT (2.3446469 48.8429586997313),13021
658,2.3446469,48.8429586997313,75056,Paris,Intérieur,aed,POINT (2.3446469 48.8429586997313),13022
659,2.3422975,48.844127599731,75056,Paris,Intérieur,aed,POINT (2.3422975 48.844127599731),12769
659,2.3422975,48.844127599731,75056,Paris,Intérieur,aed,POINT (2.3422975 48.844127599731),12895
659,2.3422975,48.844127599731,75056,Paris,Intérieur,aed,POINT (2.3422975 48.844127599731),12896
659,2.3422975,48.844127599731,75056,Paris,Intérieur,aed,POINT (2.3422975 48.844127599731),13021
660,2.3423122,48.8474942997301,75056,Paris,Intérieur,aed,POINT (2.3423122 48.8474942997301),12769
660,2.3423122,48.8474942997301,75056,Paris,Intérieur,aed,POINT (2.3423122 48.8474942997301),12894
660,2.3423122,48.8474942997301,75056,Paris,Intérieur,aed,POINT (2.3423122 48.8474942997301),12895
660,2.3423122,48.8474942997301,75056,Paris,Intérieur,aed,POINT (2.3423122 48.8474942997301),13021
661,2.3358287,48.8517698997291,75056,Paris,Extérieur,aed,POINT (2.3358287 48.8517698997291),12642
661,2.3358287,48.8517698997291,75056,Paris,Extérieur,aed,POINT (2.3358287 48.8517698997291),12768
661,2.3358287,48.8517698997291,75056,Paris,Extérieur,aed,POINT (2.3358287 48.8517698997291),12769
661,2.3358287,48.8517698997291,75056,Paris,Extérieur,aed,POINT (2.3358287 48.8517698997291),12894
661,2.3358287,48.8517698997291,75056,Paris,Extérieur,aed,POINT (2.3358287 48.8517698997291),12895
662,2.342489,48.8508155997293,75056,Paris,Intérieur,aed,POINT (2.342489 48.8508155997293),12768
662,2.342489,48.8508155997293,75056,Paris,Intérieur,aed,POINT (2.342489 48.8508155997293),12769
662,2.342489,48.8508155997293,75056,Paris,Intérieur,aed,POINT (2.342489 48.8508155997293),12894
662,2.342489,48.8508155997293,75056,Paris,Intérieur,aed,POINT (2.342489 48.8508155997293),12895
662,2.342489,48.8508155997293,75056,Paris,Intérieur,aed,POINT (2.342489 48.8508155997293),13020
662,2.342489,48.8508155997293,75056,Paris,Intérieur,aed,POINT (2.342489 48.8508155997293),13021
663,2.3431007,48.8492362997297,75056,Paris,Intérieur,aed,POINT (2.3431007 48.8492362997297),12768
663,2.3431007,48.8492362997297,75056,Paris,Intérieur,aed,POINT (2.3431007 48.8492362997297),12769
663,2.3431007,48.8492362997297,75056,Paris,Intérieur,aed,POINT (2.3431007 48.8492362997297),12894
663,2.3431007,48.8492362997297,75056,Paris,Intérieur,aed,POINT (2.3431007 48.8492362997297),12895
663,2.3431007,48.8492362997297,75056,Paris,Intérieur,aed,POINT (2.3431007 48.8492362997297),13020
663,2.3431007,48.8492362997297,75056,Paris,Intérieur,aed,POINT (2.3431007 48.8492362997297),13021
664,2.3179071,48.8421060997315,75056,Paris,Intérieur,aed,POINT (2.3179071 48.8421060997315),12391
664,2.3179071,48.8421060997315,75056,Paris,Intérieur,aed,POINT (2.3179071 48.8421060997315),12517
664,2.3179071,48.8421060997315,75056,Paris,Intérieur,aed,POINT (2.3179071 48.8421060997315),12518
664,2.3179071,48.8421060997315,75056,Paris,Intérieur,aed,POINT (2.3179071 48.8421060997315),12643
664,2.3179071,48.8421060997315,75056,Paris,Intérieur,aed,POINT (2.3179071 48.8421060997315),12644
665,2.3427518,48.8516469997291,75056,Paris,Intérieur,aed,POINT (2.3427518 48.8516469997291),12768
665,2.3427518,48.8516469997291,75056,Paris,Intérieur,aed,POINT (2.3427518 48.8516469997291),12769
665,2.3427518,48.8516469997291,75056,Paris,Intérieur,aed,POINT (2.3427518 48.8516469997291),12894
665,2.3427518,48.8516469997291,75056,Paris,Intérieur,aed,POINT (2.3427518 48.8516469997291),12895
665,2.3427518,48.8516469997291,75056,Paris,Intérieur,aed,POINT (2.3427518 48.8516469997291),13020
665,2.3427518,48.8516469997291,75056,Paris,Intérieur,aed,POINT (2.3427518 48.8516469997291),13021
666,2.3422637,48.8528039997288,75056,Paris,Intérieur,aed,POINT (2.3422637 48.8528039997288),12768
666,2.3422637,48.8528039997288,75056,Paris,Intérieur,aed,POINT (2.3422637 48.8528039997288),12894
666,2.3422637,48.8528039997288,75056,Paris,Intérieur,aed,POINT (2.3422637 48.8528039997288),12895
666,2.3422637,48.8528039997288,75056,Paris,Intérieur,aed,POINT (2.3422637 48.8528039997288),13020
667,2.3211458,48.8340403997335,75056,Paris,Intérieur,aed,POINT (2.3211458 48.8340403997335),12518
667,2.3211458,48.8340403997335,75056,Paris,Intérieur,aed,POINT (2.3211458 48.8340403997335),12519
667,2.3211458,48.8340403997335,75056,Paris,Intérieur,aed,POINT (2.3211458 48.8340403997335),12644
667,2.3211458,48.8340403997335,75056,Paris,Intérieur,aed,POINT (2.3211458 48.8340403997335),12645
667,2.3211458,48.8340403997335,75056,Paris,Intérieur,aed,POINT (2.3211458 48.8340403997335),12770
668,2.3229104,48.8337873997335,75056,Paris,Intérieur,aed,POINT (2.3229104 48.8337873997335),12518
668,2.3229104,48.8337873997335,75056,Paris,Intérieur,aed,POINT (2.3229104 48.8337873997335),12519
668,2.3229104,48.8337873997335,75056,Paris,Intérieur,aed,POINT (2.3229104 48.8337873997335),12644
668,2.3229104,48.8337873997335,75056,Paris,Intérieur,aed,POINT (2.3229104 48.8337873997335),12645
668,2.3229104,48.8337873997335,75056,Paris,Intérieur,aed,POINT (2.3229104 48.8337873997335),12770
669,2.3203497,48.8572029997277,75056,Paris,Extérieur,aed,POINT (2.3203497 48.8572029997277),12515
669,2.3203497,48.8572029997277,75056,Paris,Extérieur,aed,POINT (2.3203497 48.8572029997277),12516
669,2.3203497,48.8572029997277,75056,Paris,Extérieur,aed,POINT (2.3203497 48.8572029997277),12641
669,2.3203497,48.8572029997277,75056,Paris,Extérieur,aed,POINT (2.3203497 48.8572029997277),12642
669,2.3203497,48.8572029997277,75056,Paris,Extérieur,aed,POINT (2.3203497 48.8572029997277),12768
670,2.3393799,48.844072299731,75056,Paris,Intérieur,aed,POINT (2.3393799 48.844072299731),12769
670,2.3393799,48.844072299731,75056,Paris,Intérieur,aed,POINT (2.3393799 48.844072299731),12770
670,2.3393799,48.844072299731,75056,Paris,Intérieur,aed,POINT (2.3393799 48.844072299731),12895
670,2.3393799,48.844072299731,75056,Paris,Intérieur,aed,POINT (2.3393799 48.844072299731),12896
670,2.3393799,48.844072299731,75056,Paris,Intérieur,aed,POINT (2.3393799 48.844072299731),13021
671,2.317255,48.8565007997279,75056,Paris,Intérieur,aed,POINT (2.317255 48.8565007997279),12390
671,2.317255,48.8565007997279,75056,Paris,Intérieur,aed,POINT (2.317255 48.8565007997279),12515
