,X,Y,name,com_insee,com_nom,Type,Type_détaillé,geometry,0
0,2.2897403,48.8216368997366,Médiathèque,92075,Vanves,library,Médiathèque,POINT (2.2897403 48.8216368997366),[12016 12141 12142 12267 12268]
1,3.0632175,49.0916381996697,Missing,77148,Crouy-sur-Ourcq,library,Dépôt à livres,POINT (3.0632175 49.0916381996697),[22821 22822 22947 22948 23073 23074]
2,2.4466064,48.9850050996961,Médiathèque,95277,Gonesse,library,Médiathèque,POINT (2.4466064 48.9850050996961),[14265 14266 14391 14392]
3,2.3682839,49.1168385996634,Missing,95652,Viarmes,library,Dépôt à livres,POINT (2.3682839 49.1168385996634),[13117 13242 13243 13369]
4,2.1712497,48.5648555998002,Missing,91105,Breuillet,library,Dépôt à livres,POINT (2.1712497 48.5648555998002),[10406 10407 10532 10533 10658 10659]
5,2.1786724,48.541353399806,La boîte à livres,91578,Saint-Sulpice-de-Favières,library,Dépôt à livres,POINT (2.1786724 48.541353399806),[10535 10660 10661 10787]
6,2.1487889,48.5301645998087,Missing,91602,Souzy-la-Briche,library,Dépôt à livres,POINT (2.1487889 48.5301645998087),[10032 10158 10159 10284 10285]
7,2.1253362,48.553399799803,Missing,91540,Saint-Chéron,library,Bibliothèque,POINT (2.1253362 48.553399799803),[ 9777  9778  9903  9904 10029 10030]
8,2.3576034,48.985105299696,Missing,95288,Groslay,library,Dépôt à livres,POINT (2.3576034 48.985105299696),[13005 13006 13131 13132 13257 13258]
9,2.8736234,48.956881199703,Missing,77284,Meaux,library,Dépôt à livres,POINT (2.8736234 48.956881199703),[20190 20191 20316 20317 20442 20443]
10,2.1215277,48.8207286997368,Bibliothèque du Chesnay,78158,Le Chesnay-Rocquencourt,library,Bibliothèque,POINT (2.1215277 48.8207286997368),[9622 9747 9748 9873 9874]
11,2.2863879,48.8947152997184,Missing,92044,Levallois-Perret,library,Dépôt à livres,POINT (2.2863879 48.8947152997184),[12007 12008 12133 12134 12259 12260]
12,2.2890091,48.8980467997176,Missing,92044,Levallois-Perret,library,Dépôt à livres,POINT (2.2890091 48.8980467997176),[12007 12133 12134 12259]
13,2.2893191,48.8976970997177,Missing,92044,Levallois-Perret,library,Dépôt à livres,POINT (2.2893191 48.8976970997177),[12007 12133 12134 12259 12260]
14,2.4521902,48.7054935997654,C.D.I,91421,Montgeron,library,Bibliothèque,POINT (2.4521902 48.7054935997654),[14297 14422 14423 14548 14549]
15,2.275384,48.8989110997174,Missing,92044,Levallois-Perret,library,Dépôt à livres,POINT (2.275384 48.8989110997174),[11881 11882 12007 12008 12133]
16,2.3223424,49.066109599676,Missing,95430,Montsoult,library,Dépôt à livres,POINT (2.3223424 49.066109599676),[12492 12493 12618 12619 12744 12745]
17,2.209808,49.1148667996639,Missing,95480,Parmain,library,Dépôt à livres,POINT (2.209808 49.1148667996639),[10849 10975 10976 11101]
18,2.2414828,49.1356707996588,Missing,95134,Champagne-sur-Oise,library,Dépôt à livres,POINT (2.2414828 49.1356707996588),[11350 11351 11476 11477 11603]
19,2.375279,48.8699499997246,Le Bouquin qui bulle,75056,Paris,library,Bibliothèque,POINT (2.375279 48.8699499997246),[13270 13271 13396 13397 13522]
20,2.3447374,48.8624221997264,Bibliothèque du cinéma François-Truffaut,75056,Paris,library,Bibliothèque,POINT (2.3447374 48.8624221997264),[12767 12893 12894 13019 13020]
21,2.387096,48.8949557997184,Bibliothèque des Sciences et de l'Industrie,75056,Paris,library,Bibliothèque,POINT (2.387096 48.8949557997184),[13393 13394 13519 13520 13645 13646]
22,2.3673219,48.8850501997208,Bibliothèque Hergé,75056,Paris,library,Bibliothèque,POINT (2.3673219 48.8850501997208),[13142 13143 13268 13269 13395]
23,2.6157425,48.5635535998005,Bibliothèque Gérard Philipe,77495,Vert-Saint-Denis,library,Bibliothèque,POINT (2.6157425 48.5635535998005),[16706 16707 16832 16833]
24,2.2859422,48.8938446997186,Bibliothèque Gabriel Péri,92044,Levallois-Perret,library,Bibliothèque,POINT (2.2859422 48.8938446997186),[12007 12008 12133 12134 12260]
25,1.9883106,48.8190543997372,Missing,78165,Les Clayes-sous-Bois,library,Bibliothèque,POINT (1.9883106 48.8190543997372),[7858 7984 8110]
26,2.5769688,48.7910073997442,Bibliothèque Municipale,94060,La Queue-en-Brie,library,Bibliothèque,POINT (2.5769688 48.7910073997442),[16051 16177 16178 16303]
27,2.5045976,48.9474667997053,Bibliothèque Alphonse Daudet,93005,Aulnay-sous-Bois,library,Bibliothèque,POINT (2.5045976 48.9474667997053),[15025 15026 15151 15152 15277 15278]
28,2.4956645,48.9309098997095,Bibliothèque Dumont,93005,Aulnay-sous-Bois,library,Bibliothèque,POINT (2.4956645 48.9309098997095),[14901 14902 15027 15028 15153 15154]
29,2.4829782,48.9291829997099,Bibliothèque Turgot,93005,Aulnay-sous-Bois,library,Bibliothèque,POINT (2.4829782 48.9291829997099),[14775 14776 14901 14902 15028]
30,2.4009159,48.6461937997801,Médiathèque Elsa Triolet,91521,Ris-Orangis,library,Médiathèque,POINT (2.4009159 48.6461937997801),[13673 13674 13799 13800]
31,2.0418205,48.7830486997461,Médiathèque du Canal,78423,Montigny-le-Bretonneux,library,Médiathèque,POINT (2.0418205 48.7830486997461),[8618 8744 8870]
32,2.3027106,48.8780916997226,Bibliothèque Courcelles,75056,Paris,library,Bibliothèque,POINT (2.3027106 48.8780916997226),[12261 12262 12387 12388]
33,2.3109746,48.8460500997305,Bibliothèque Pour Tous,75056,Paris,library,Bibliothèque,POINT (2.3109746 48.8460500997305),[12265 12391 12517 12643]
34,2.543603,49.1012303996673,Bibliothèque de Survilliers,95604,Survilliers,library,Bibliothèque,POINT (2.543603 49.1012303996673),[15513 15638 15639 15764 15765]
35,2.3009942,48.8207404997368,Médiathèque Pablo Neruda,92046,Malakoff,library,Médiathèque,POINT (2.3009942 48.8207404997368),[12142 12267 12268 12393 12394]
36,1.9422095,48.5724432997983,Médiathèque Municipale,78537,Saint-Arnoult-en-Yvelines,library,Médiathèque,POINT (1.9422095 48.5724432997983),[7255 7256 7381 7382]
37,2.2543321,48.8228738997363,Médiathèque des Chartreux,92040,Issy-les-Moulineaux,library,Médiathèque,POINT (2.2543321 48.8228738997363),[11511 11512 11637 11638 11763 11764]
38,2.5831145,48.5814889997961,Médiathèque des Cités Unies,77445,Savigny-le-Temple,library,Médiathèque,POINT (2.5831145 48.5814889997961),[16200 16201 16326 16327 16452 16453]
39,2.2202006,48.9101452997146,Médiathèque du Petit Nanterre,92050,Nanterre,library,Médiathèque,POINT (2.2202006 48.9101452997146),[10998 11123 11124 11249 11250]
40,2.2520962,48.9223776997116,Bibliothèque Jacques Prévert,92025,Colombes,library,Bibliothèque,POINT (2.2520962 48.9223776997116),[11500 11501 11626 11627 11752 11753]
41,2.3575134,48.8131104997387,Missing,94043,Le Kremlin-Bicêtre,library,Bibliothèque,POINT (2.3575134 48.8131104997387),[13024 13025 13150 13151 13277]
42,1.8496684,48.6958847997677,Bibliothèque Municipale,78486,Le Perray-en-Yvelines,library,Bibliothèque,POINT (1.8496684 48.6958847997677),[5856 5981 5982 6107 6108]
43,2.3351021,48.8052462997406,Médiathèque Municipale Louis Pergault,94003,Arcueil,library,Médiathèque,POINT (2.3351021 48.8052462997406),[12647 12648 12773 12774 12899 12900]
44,1.7918788,48.9867135996956,Missing,78314,Issou,library,Bibliothèque,POINT (1.7918788 48.9867135996956),[5067 5068 5193 5194 5319]
45,1.9342602,48.7648417997506,Médiathèque Le Phare,78383,Maurepas,library,Médiathèque,POINT (1.9342602 48.7648417997506),[7108 7234 7360]
46,1.8990202,48.9634688997014,Missing,78090,Bouafle,library,Bibliothèque,POINT (1.8990202 48.9634688997014),[6582 6707 6708 6834]
47,2.2940299,48.9255614997108,Médiathèque François-Rabelais,92036,Gennevilliers,library,Médiathèque,POINT (2.2940299 48.9255614997108),[12130 12131 12256 12257 12382]
48,2.1342799,48.8936387997187,Bibliothèque,78650,Le Vésinet,library,Bibliothèque,POINT (2.1342799 48.8936387997187),[ 9865  9866  9991  9992 10118]
49,2.3743411,48.6905222997691,Médiathèque Raymond Queneau,91326,Juvisy-sur-Orge,library,Médiathèque,POINT (2.3743411 48.6905222997691),[13290 13291 13416 13417]
50,2.2839689,49.0089005996901,Bibliothèque Intercommunale Victor Hugo,95426,Montlignon,library,Bibliothèque,POINT (2.2839689 49.0089005996901),[11869 11994 11995 12120 12121 12247]
51,2.194166,48.4937006998177,Missing,91226,Étréchy,library,Dépôt à livres,POINT (2.194166 48.4937006998177),[10792 10793 10918 10919]
52,2.1882374,48.699043399767,Médiathèque Georges Brassens,91471,Orsay,library,Médiathèque,POINT (2.1882374 48.699043399767),[10643 10644 10769 10770 10895]
53,2.5144846,48.7923812997438,Médiathèque Germaine Tillion,94068,Saint-Maur-des-Fossés,library,Médiathèque,POINT (2.5144846 48.7923812997438),[15169 15294 15295 15421]
54,2.2910638,48.9117033997142,Médiathèque Émile Bernard,92004,Asnières-sur-Seine,library,Médiathèque,POINT (2.2910638 48.9117033997142),[12006 12131 12132 12257 12258]
55,2.1812241,48.9791124996975,Bibliothèque municipale,95257,La Frette-sur-Seine,library,Bibliothèque,POINT (2.1812241 48.9791124996975),[10486 10612 10613 10738]
56,2.360224,48.8695099997247,Bibliothèque Claire Bretécher,75056,Paris,library,Bibliothèque,POINT (2.360224 48.8695099997247),[13018 13019 13144 13145 13270 13271]
57,2.3516207,48.6644348997755,Médiathèque Louis-Aragon,91434,Morsang-sur-Orge,library,Médiathèque,POINT (2.3516207 48.6644348997755),[12915 13041 13042 13167]
58,2.4010825,48.8533050997287,Bibliothèque Louise Michel,75056,Paris,library,Bibliothèque,POINT (2.4010825 48.8533050997287),[13650 13651 13776 13777 13902]
59,3.0133768,48.5553317998025,Médiathèque de Nangis,77327,Nangis,library,Médiathèque,POINT (3.0133768 48.5553317998025),[22251 22252 22377 22378 22503]
60,2.4657029,48.9440078997062,Médiathèque Edouard Glissant,93007,Le Blanc-Mesnil,library,Médiathèque,POINT (2.4657029 48.9440078997062),[14522 14648 14649 14774]
61,3.236387,48.415333699837,Maison des associations,77051,Bray-sur-Seine,library,Bibliothèque,POINT (3.236387 48.415333699837),[25291 25416 25417 25543]
62,2.1732224,48.731015499759,Missing,91534,Saclay,library,Bibliothèque,POINT (2.1732224 48.731015499759),[10388 10513 10514 10639 10640]
63,2.3712948,48.8866839997204,Bibliothèque Claude Lévi-Strauss,75056,Paris,library,Bibliothèque,POINT (2.3712948 48.8866839997204),[13142 13143 13268 13269 13394 13395]
64,2.1570357,48.8383396997324,Bibliothèque municipale de Vaucresson,92076,Vaucresson,library,Bibliothèque,POINT (2.1570357 48.8383396997324),[10124 10249 10250 10375 10376]
65,2.466738,48.8182869997374,Bibliothèque Municipale,94042,Joinville-le-Pont,library,Bibliothèque,POINT (2.466738 48.8182869997374),[14536 14662 14663 14788]
66,2.0949656,48.8759741997231,Bibliothèque Pierre Bourdan,78372,Marly-le-Roi,library,Bibliothèque,POINT (2.0949656 48.8759741997231),[9363 9364 9489 9490]
67,2.1065712,48.8988104997174,Bibliothèque associative Maison Pour Tous,78481,Le Pecq,library,Bibliothèque,POINT (2.1065712 48.8988104997174),[9487 9613 9614 9739]
68,2.345475,48.9063092997156,Médiathèque Lucie Aubrac,93070,Saint-Ouen-sur-Seine,library,Médiathèque,POINT (2.345475 48.9063092997156),[12762 12888 12889 13014 13015]
69,2.2801604,49.1151030996639,Missing,95504,Presles,library,Bibliothèque,POINT (2.2801604 49.1151030996639),[11857 11983 11984 12109]
70,2.4718566,48.8017993997415,Bibliothèque Annexe,94068,Saint-Maur-des-Fossés,library,Bibliothèque,POINT (2.4718566 48.8017993997415),[14538 14663 14664 14789 14790]
71,2.2067946,48.8914417997193,Bibliothèque municipale Pierre et Marie Curie,92050,Nanterre,library,Bibliothèque,POINT (2.2067946 48.8914417997193),[10874 10999 11000 11126]
72,2.6001674,48.9555200997034,Bibliothèque municipale de Mitry Mory,77294,Mitry-Mory,library,Bibliothèque,POINT (2.6001674 48.9555200997034),[16410 16411 16536 16537 16663]
73,2.3450959,48.8779905997226,Bibliothèque Valeyre,75056,Paris,library,Bibliothèque,POINT (2.3450959 48.8779905997226),[12765 12891 12892 13017 13018]
74,2.3342851,48.7938573997434,Bibliothèque centrale,94016,Cachan,library,Bibliothèque,POINT (2.3342851 48.7938573997434),[12649 12774 12775 12900 12901]
75,2.4606762,48.7162186997627,Bibliothèque Jacqueline de Romilly,91191,Crosne,library,Bibliothèque,POINT (2.4606762 48.7162186997627),[14421 14422 14547 14548 14673 14674]
76,2.4080785,48.7452932997555,Médiathèque du Centre Culturel Aragon Triolet,94054,Orly,library,Médiathèque,POINT (2.4080785 48.7452932997555),[13662 13788 13789 13914 13915]
77,2.5336078,48.9356902997083,Bibliothèque Albert Camus,93071,Sevran,library,Bibliothèque,POINT (2.5336078 48.9356902997083),[15405 15531 15657]
78,2.2894102,48.8340823997335,Culture et Bibliothèques pour Tous,75056,Paris,library,Bibliothèque,POINT (2.2894102 48.8340823997335),[12014 12015 12140 12141 12266 12267]
79,1.9532364,48.8144676997383,Bibliothèque Municipale,78490,Plaisir,library,Bibliothèque,POINT (1.9532364 48.8144676997383),[7354 7355 7480 7481 7606 7607]
80,2.4544126,48.707199399765,Médiathèque du Carré d'Art,91421,Montgeron,library,Médiathèque,POINT (2.4544126 48.707199399765),[14422 14423 14548 14549]
81,2.5037666,48.6929093997685,Bibliothèque du Lycée François-Joseph Talma,91114,Brunoy,library,Bibliothèque,POINT (2.5037666 48.6929093997685),[15054 15180 15181 15306]
82,2.0936696,48.8983165997175,Bibliothèque pour Tous,78551,Saint-Germain-en-Laye,library,Bibliothèque,POINT (2.0936696 48.8983165997175),[9235 9361 9362 9487 9488]
83,2.38163,48.8301516997344,Bibliothèque des Grands Moulins,75056,Paris,library,Bibliothèque,POINT (2.38163 48.8301516997344),[13275 13400 13401 13526 13527]
84,2.2914671,48.7905992997443,Médiathèque Fontenay-aux-Roses,92032,Fontenay-aux-Roses,library,Médiathèque,POINT (2.2914671 48.7905992997443),[12019 12145 12146 12271 12272]
85,1.944633,48.7547797997531,Missing,78644,La Verrière,library,Bibliothèque,POINT (1.944633 48.7547797997531),[7235 7236 7361 7362 7487]
86,2.0702076,48.8942567997185,Bibliothèque George Sand,78551,Saint-Germain-en-Laye,library,Bibliothèque,POINT (2.0702076 48.8942567997185),[8983 8984 9109 9110 9236]
87,2.4436521,48.8023969997413,Médiathèque André Malraux,94046,Maisons-Alfort,library,Médiathèque,POINT (2.4436521 48.8023969997413),[14160 14285 14286 14411 14412]
88,2.3075178,48.9699300996998,Médiathèque municipale George Sand,95210,Enghien-les-Bains,library,Médiathèque,POINT (2.3075178 48.9699300996998),[12251 12377 12378 12503 12504]
89,2.2389603,48.8993267997173,Bibliothèque La Frégate,92026,Courbevoie,library,Bibliothèque,POINT (2.2389603 48.8993267997173),[11251 11377 11503 11629]
90,2.4556613,48.8774939997227,Colonel-Fabien,93048,Montreuil,library,Bibliothèque,POINT (2.4556613 48.8774939997227),[14403 14404 14529 14530]
91,2.4788783,48.8654402997257,Daniel-Renoult,93048,Montreuil,library,Bibliothèque,POINT (2.4788783 48.8654402997257),[14657 14782 14783 14908 14909]
92,2.2390285,48.8363014997329,Médiathèque Landowski,92012,Boulogne-Billancourt,library,Médiathèque,POINT (2.2390285 48.8363014997329),[11258 11384 11385 11510 11511 11636]
93,2.2286506,48.787669899745,Médiathèque de Meudon-La-Forêt,92048,Meudon,library,Médiathèque,POINT (2.2286506 48.787669899745),[11263 11264 11389 11390]
94,2.1359955,48.8026251997413,L'heure joyeuse,78646,Versailles,library,Bibliothèque,POINT (2.1359955 48.8026251997413),[ 9876 10001 10002 10128]
95,2.0775787,48.7677388997499,Médiathèque Jean-Rousselot,78297,Guyancourt,library,Médiathèque,POINT (2.0775787 48.7677388997499),[9123 9124 9249 9250]
96,1.8456609,48.9925911996942,Missing,78327,Juziers,library,Dépôt à livres,POINT (1.8456609 48.9925911996942),[5822 5823 5948 5949 6075]
97,1.8459742,48.9926819996942,Rose Bily,78327,Juziers,library,Bibliothèque,POINT (1.8459742 48.9926819996942),[5822 5823 5948 5949 6075]
98,2.1167127,48.76757539975,Missing,78117,Buc,library,Bibliothèque,POINT (2.1167127 48.76757539975),[9627 9628 9753 9754 9880]
99,2.5874552,48.8409388997318,Centre de documentation scientifique,77083,Champs-sur-Marne,library,Bibliothèque,POINT (2.5874552 48.8409388997318),[16171 16172 16297 16298 16423 16424]
100,2.1931471,48.8131311997387,Missing,92022,Chaville,library,Bibliothèque,POINT (2.1931471 48.8131311997387),[10631 10756 10757 10882 10883]
101,2.4306786,48.8437331997311,Bibliothèque Sud Alfred-de-Vigny,94080,Vincennes,library,Bibliothèque,POINT (2.4306786 48.8437331997311),[14029 14030 14155 14156 14281]
102,2.2324313,48.9469570997055,Mag Presse,95018,Argenteuil,library,Bibliothèque,POINT (2.2324313 48.9469570997055),[11245 11246 11371 11372 11498]
103,2.1389347,48.8655204997257,Bibliothèque Municipale Emile Richebourg,78092,Bougival,library,Bibliothèque,POINT (2.1389347 48.8655204997257),[ 9869  9994  9995 10120 10121]
104,2.3621895,48.8125772997388,Médiathèque L'Écho,94043,Le Kremlin-Bicêtre,library,Médiathèque,POINT (2.3621895 48.8125772997388),[13025 13150 13151 13276 13277]
105,2.1763665,48.8043323997409,Bibliothèque de Viroflay,78686,Viroflay,library,Bibliothèque,POINT (2.1763665 48.8043323997409),[10505 10506 10631 10632]
106,2.7074661,48.8369893997328,Médiathèque de L'Europe,77058,Bussy-Saint-Georges,library,Médiathèque,POINT (2.7074661 48.8369893997328),[17936 18062 18188]
107,2.3866601,48.7930414997436,Centre de documentation,94081,Vitry-sur-Seine,library,Bibliothèque,POINT (2.3866601 48.7930414997436),[13405 13530 13531 13657]
108,2.4053731,48.6824393997711,Médiatheque de Draveil,91201,Draveil,library,Bibliothèque,POINT (2.4053731 48.6824393997711),[13669 13795 13796 13921]
109,3.0861228,48.8123519997389,Bibliothèque municipale de Coulommiers,77131,Coulommiers,library,Bibliothèque,POINT (3.0861228 48.8123519997389),[23230 23231 23356 23357 23483]
110,2.1111284,48.8971374997178,Bibliothèque Eugène Flachat,78481,Le Pecq,library,Bibliothèque,POINT (2.1111284 48.8971374997178),[9487 9613 9614 9739 9740]
111,2.2631956,48.8421612997315,Bibliothèque Musset,75056,Paris,library,Bibliothèque,POINT (2.2631956 48.8421612997315),[11635 11636 11761 11762 11887 11888]
112,2.134068,48.8039479997409,L'Atelier Numérique,78646,Versailles,library,Bibliothèque,POINT (2.134068 48.8039479997409),[ 9875  9876 10001 10002 10128]
113,2.364846,48.8585417997274,Bibliothèque des Amis de l'instruction,75056,Paris,library,Bibliothèque,POINT (2.364846 48.8585417997274),[13145 13146 13271 13272]
114,3.2988862,48.5582967998018,Médiathèque Alain Peyrefitte,77379,Provins,library,Médiathèque,POINT (3.2988862 48.5582967998018),[26157 26283 26409]
115,2.2680487,48.9136317997137,Médiathèque et Conservatoire de Musique,92009,Bois-Colombes,library,Médiathèque,POINT (2.2680487 48.9136317997137),[11753 11754 11879 11880 12005 12006]
116,2.3663163,48.8267780997353,Bibliothèque Marguerite Durand,75056,Paris,library,Bibliothèque,POINT (2.3663163 48.8267780997353),[13149 13150 13275 13276 13401]
117,2.2297007,48.8187873997373,Missing,92048,Meudon,library,Bibliothèque,POINT (2.2297007 48.8187873997373),[11134 11260 11386]
118,2.7041712,48.8209178997367,Bibliothèque Municipale,77181,Ferrières-en-Brie,library,Bibliothèque,POINT (2.7041712 48.8209178997367),[17812 17937 17938 18063 18064]
119,2.5775005,48.9155522997133,Missing,93015,Coubron,library,Bibliothèque,POINT (2.5775005 48.9155522997133),[16037 16163 16164 16289 16290]
120,2.4773068,48.8566480997279,Médiabus,94033,Fontenay-sous-Bois,library,Bibliothèque,POINT (2.4773068 48.8566480997279),[14658 14783 14784 14910]
121,2.4216174,48.9896720996949,Bibliothèque,95019,Arnouville,library,Bibliothèque,POINT (2.4216174 48.9896720996949),[13887 14013 14139]
122,2.2993261,48.8417870997316,Bibliothèque Vaugirard,75056,Paris,library,Bibliothèque,POINT (2.2993261 48.8417870997316),[12139 12140 12265 12266 12391 12392]
123,2.4334555,48.9292843997099,Médiathèque Georges Brassens,93029,Drancy,library,Médiathèque,POINT (2.4334555 48.9292843997099),[14020 14145 14146 14271 14272]
124,2.4528057,48.9345618997085,Médiathèque de l'Economie,93029,Drancy,library,Médiathèque,POINT (2.4528057 48.9345618997085),[14271 14397 14398 14523 14524]
125,2.5421595,48.7002935997666,Bibliothèque Municipale,94047,Mandres-les-Roses,library,Bibliothèque,POINT (2.5421595 48.7002935997666),[15557 15683 15684 15809 15810]
126,2.2361805,48.8976216997177,Missing,92026,Courbevoie,library,Dépôt à livres,POINT (2.2361805 48.8976216997177),[11251 11377 11378 11503 11504]
127,2.1584226,48.9387136997075,Médiathèque de Sartrouville,78586,Sartrouville,library,Médiathèque,POINT (2.1584226 48.9387136997075),[10238 10239 10364 10365]
128,2.4817249,48.8727990997239,Médiathèque Louis Aragon,93064,Rosny-sous-Bois,library,Médiathèque,POINT (2.4817249 48.8727990997239),[14656 14782 14908 15034]
129,2.6148286,48.9425088997066,Médiathèque municipale Elsa Triolet,77514,Villeparisis,library,Médiathèque,POINT (2.6148286 48.9425088997066),[16538 16664 16665 16790 16791]
130,2.3600389,48.8636990997261,Bibliothèque Marguerite Audoux,75056,Paris,library,Bibliothèque,POINT (2.3600389 48.8636990997261),[13019 13145 13146 13271]
131,2.3419023,48.8273569997351,Bibliothèque Glacière - Marina Tsvetaïeva,75056,Paris,library,Bibliothèque,POINT (2.3419023 48.8273569997351),[12771 12897 12898 13023]
132,2.2933962,48.6718407997737,Médiathèque du Château,91044,Ballainvilliers,library,Médiathèque,POINT (2.2933962 48.6718407997737),[12158 12159 12284 12285]
133,2.9549912,48.3962100998417,Missing,77305,Montereau-Fault-Yonne,library,Bibliothèque,POINT (2.9549912 48.3962100998417),[21387 21513 21514 21639]
134,2.4729049,49.0023920996917,Bibliothèque Municipale,95612,Le Thillay,library,Bibliothèque,POINT (2.4729049 49.0023920996917),[14641 14642 14767 14768]
135,2.6739306,48.7650727997506,Bibliothèque Pour Tous,77350,Ozoir-la-Ferrière,library,Bibliothèque,POINT (2.6739306 48.7650727997506),[17440 17566 17692]
136,2.3974127,48.8787746997224,Les Fleurs Arctiques,75056,Paris,library,Bibliothèque,POINT (2.3974127 48.8787746997224),[13521 13522 13647 13648 13773 13774]
137,2.3706998,48.8772246997228,Bibliothèque François Villon,75056,Paris,library,Bibliothèque,POINT (2.3706998 48.8772246997228),[13143 13144 13269 13270 13395 13396]
138,2.3526163,48.8608794997268,Bibliothèque Publique d'Information,75056,Paris,library,Bibliothèque,POINT (2.3526163 48.8608794997268),[12893 13019 13020 13145 13146]
139,2.2607001,48.5835905997955,Le M@rque-Page,91457,La Norville,library,Bibliothèque,POINT (2.2607001 48.5835905997955),[11664 11790 11791 11916]
140,2.1892094,48.7826970997462,Médiathèque,78640,Vélizy-Villacoublay,library,Médiathèque,POINT (2.1892094 48.7826970997462),[10634 10760 10761 10886]
141,2.7134228,48.8839236997211,Médiathèque du Moustier,77464,Thorigny-sur-Marne,library,Médiathèque,POINT (2.7134228 48.8839236997211),[17931 18056 18057 18182 18183]
142,2.3637139,48.8949089997184,Bibliothèque Maurice Genevoix,75056,Paris,library,Bibliothèque,POINT (2.3637139 48.8949089997184),[13141 13142 13267 13268]
143,2.3664051,48.8267458997353,Médiathèque Jean-Pierre Melville,75056,Paris,library,Médiathèque,POINT (2.3664051 48.8267458997353),[13149 13150 13275 13276 13401]
144,2.3461748,48.8211781997367,Bibliothèque Charléty,75056,Paris,library,Bibliothèque,POINT (2.3461748 48.8211781997367),[12772 12897 12898 13023 13024]
145,2.2863669,48.8500550997295,Bibliothèque Beaugrenelle,75056,Paris,library,Bibliothèque,POINT (2.2863669 48.8500550997295),[12012 12013 12138 12139 12264 12265]
146,2.0191876,48.7320733997588,Missing,78561,Saint-Lambert,library,Bibliothèque,POINT (2.0191876 48.7320733997588),[8245 8246 8371 8372 8497 8498]
147,2.3973642,48.8794009997222,Bibliothèque Place des Fêtes,75056,Paris,library,Bibliothèque,POINT (2.3973642 48.8794009997222),[13521 13647 13648 13773 13774]
148,2.345088,48.852054499729,Bibliothèque Heure Joyeuse,75056,Paris,library,Bibliothèque,POINT (2.345088 48.852054499729),[12768 12894 12895 13020 13021]
149,2.553069,48.8460670997305,Médiathèque Georges Wolinski,93051,Noisy-le-Grand,library,Médiathèque,POINT (2.553069 48.8460670997305),[15667 15793 15919]
150,2.3928863,48.8659981997255,Bibliothèque Sorbier,75056,Paris,library,Bibliothèque,POINT (2.3928863 48.8659981997255),[13522 13523 13648 13649 13775]
151,2.3214884,49.070083599675,Bibliothèque Municipale,95430,Montsoult,library,Bibliothèque,POINT (2.3214884 49.070083599675),[12492 12618 12619 12744]
152,2.4845319,48.840211899732,Bibliothèque Cavanna,94052,Nogent-sur-Marne,library,Bibliothèque,POINT (2.4845319 48.840211899732),[14785 14786 14911 14912 15038]
153,2.3054228,48.6097076997891,Missing,91103,Brétigny-sur-Orge,library,Dépôt à livres,POINT (2.3054228 48.6097076997891),[12291 12292 12417 12418 12543]
154,2.3619057,48.8425358997314,Bibliothèque Buffon,75056,Paris,library,Bibliothèque,POINT (2.3619057 48.8425358997314),[13021 13022 13147 13148 13273 13274]
155,2.6328366,48.5443611998052,Bibliothèque municipale,77285,Le Mée-sur-Seine,library,Bibliothèque,POINT (2.6328366 48.5443611998052),[16835 16960 16961 17086 17087]
156,2.2370825,48.8276816997351,Médiathèque Le Trapèze,92012,Boulogne-Billancourt,library,Médiathèque,POINT (2.2370825 48.8276816997351),[11259 11385 11386 11511]
157,2.4630358,48.9188793997124,Médiathèque Bois de Groslay,93029,Drancy,library,Médiathèque,POINT (2.4630358 48.9188793997124),[14399 14524 14525 14650 14651]
158,2.267205,48.8463241997304,CDI,75056,Paris,library,Bibliothèque,POINT (2.267205 48.8463241997304),[11761 11886 11887 12013]
159,2.1568701,48.8092741997396,Bibliothèque des Petits-Bois,78646,Versailles,library,Bibliothèque,POINT (2.1568701 48.8092741997396),[10127 10253 10254 10379]
160,2.4083505,48.8713999997242,Bibliothèque jeunesse Mortier,75056,Paris,library,Bibliothèque,POINT (2.4083505 48.8713999997242),[13648 13774 13775 13900 13901]
161,2.2181615,48.7823324997463,Bibliothèque IUT,78640,Vélizy-Villacoublay,library,Bibliothèque,POINT (2.2181615 48.7823324997463),[11012 11138 11139 11264]
162,2.4221109,48.5641921998003,Médiatèque Madeleine l'Aubépine,91386,Mennecy,library,Bibliothèque,POINT (2.4221109 48.5641921998003),[13934 13935 14060 14061 14186 14187]
163,2.3852126,48.8700483997246,Bibliothèque Couronnes - Naguib Mahfouz,75056,Paris,library,Bibliothèque,POINT (2.3852126 48.8700483997246),[13396 13397 13522 13523 13648]
164,2.3034488,48.88833909972,Edmond Rostand,75056,Paris,library,Bibliothèque,POINT (2.3034488 48.88833909972),[12260 12261 12386 12387 12512]
165,2.5295002,48.8836516997212,Bibliothèque-discothèque municipale Georges Perec,93032,Gagny,library,Bibliothèque,POINT (2.5295002 48.8836516997212),[15410 15411 15536 15537 15663]
166,2.1155144,48.8327790997338,Missing,78158,Le Chesnay-Rocquencourt,library,Bibliothèque,POINT (2.1155144 48.8327790997338),[9620 9621 9746 9747 9872 9873]
167,2.3496621,48.8425009997314,Bibliothèque Mohammed Arkoun,75056,Paris,library,Bibliothèque,POINT (2.3496621 48.8425009997314),[12895 12896 13021 13022 13147]
