,X,Y,name,com_insee,com_nom,Type,Type_détaillé,geometry,0
586,2.7363963,48.8858727997206,Bibliothèque municipale,77155,Dampmart,library,Bibliothèque,POINT (2.7363963 48.8858727997206),[18308 18309 18434 18435 18560 18561]
587,2.2464251,48.8432483997312,Bibliothèque Marmottan,92012,Boulogne-Billancourt,library,Bibliothèque,POINT (2.2464251 48.8432483997312),[11383 11509 11510 11635 11636]
588,2.8132161,48.864075999726,Médiathèque,77268,Magny-le-Hongre,library,Médiathèque,POINT (2.8132161 48.864075999726),[19319 19445 19571]
589,2.8125751,48.8672351997253,Missing,77268,Magny-le-Hongre,library,Dépôt à livres,POINT (2.8125751 48.8672351997253),[19319 19444 19445 19570 19571]
590,2.8153673,48.8751001997233,Missing,77268,Magny-le-Hongre,library,Dépôt à livres,POINT (2.8153673 48.8751001997233),[19443 19444 19569 19570 19696]
591,2.8138398,48.8661364997255,Missing,77268,Magny-le-Hongre,library,Dépôt à livres,POINT (2.8138398 48.8661364997255),[19319 19444 19445 19570 19571]
592,2.85173,48.8831032997213,Missing,77413,Saint-Germain-sur-Morin,library,Bibliothèque,POINT (2.85173 48.8831032997213),[19946 19947 20072 20073 20199]
593,2.4591392,48.823929099736,Bibliothèque,75056,Paris,library,Bibliothèque,POINT (2.4591392 48.823929099736),[14409 14410 14535 14536 14661 14662]
594,2.8272173,48.8873176997203,Missing,77315,Montry,library,Bibliothèque,POINT (2.8272173 48.8873176997203),[19568 19569 19694 19695 19820 19821]
595,2.8151661,48.9033900997163,Missing,77171,Esbly,library,Bibliothèque,POINT (2.8151661 48.9033900997163),[19440 19441 19566 19567]
596,2.81296,48.9010600997169,Missing,77171,Esbly,library,Dépôt à livres,POINT (2.81296 48.9010600997169),[19315 19440 19441 19566 19567]
597,2.8143138,48.8936563997187,Missing,77171,Esbly,library,Dépôt à livres,POINT (2.8143138 48.8936563997187),[19441 19442 19567 19568]
598,2.7823513,48.9094313997148,Missing,77248,Lesches,library,Dépôt à livres,POINT (2.7823513 48.9094313997148),[18936 19061 19062 19188]
599,2.7711618,48.8876686997202,Missing,77075,Chalifert,library,Bibliothèque,POINT (2.7711618 48.8876686997202),[18812 18813 18938 18939 19064]
600,2.6020135,48.9177420997127,Missing,77139,Courtry,library,Dépôt à livres,POINT (2.6020135 48.9177420997127),[16415 16541 16667]
601,2.6022678,48.9177537997127,Médiathèque Simone Veil,77139,Courtry,library,Médiathèque,POINT (2.6022678 48.9177537997127),[16415 16541 16667]
602,2.5930034,48.9015360997167,Missing,77108,Chelles,library,Dépôt à livres,POINT (2.5930034 48.9015360997167),[16290 16291 16416 16417 16543]
603,2.6159806,48.8967417997179,Missing,77108,Chelles,library,Dépôt à livres,POINT (2.6159806 48.8967417997179),[16543 16669 16670 16795 16796]
604,2.6452991,48.8268897997352,Médiathèque George-Sand,77146,Croissy-Beaubourg,library,Médiathèque,POINT (2.6452991 48.8268897997352),[17055 17056 17181 17182 17307]
605,2.5491554,48.8046305997408,Médiathèque André Malraux,94017,Champigny-sur-Marne,library,Médiathèque,POINT (2.5491554 48.8046305997408),[15671 15672 15797 15798 15923 15924]
606,2.2880421,48.8326082997338,Missing,75056,Paris,library,Dépôt à livres,POINT (2.2880421 48.8326082997338),[12014 12015 12140 12141 12266 12267]
607,2.506134,48.9052721997158,Missing,93057,Les Pavillons-sous-Bois,library,Bibliothèque,POINT (2.506134 48.9052721997158),[15030 15156 15157 15282 15283]
608,2.6678777,48.7304176997592,Missing,77114,Chevry-Cossigny,library,Dépôt à livres,POINT (2.6678777 48.7304176997592),[17318 17443 17444 17570]
609,2.6702678,48.8378682997325,Médiathèque de la Courée,77121,Collégien,library,Médiathèque,POINT (2.6702678 48.8378682997325),[17306 17431 17432 17557 17558]
610,2.3816375,48.9582420997027,Louis Aragon,93072,Stains,library,Bibliothèque,POINT (2.3816375 48.9582420997027),[13386 13387 13512 13513]
611,2.3640087,48.819757199737,La boîte à livres,75056,Paris,library,Dépôt à livres,POINT (2.3640087 48.819757199737),[13024 13149 13150 13275 13276]
612,2.7508602,48.8710699997243,Médiathèque Lire à Montévrain,77307,Montévrain,library,Médiathèque,POINT (2.7508602 48.8710699997243),[18436 18562 18563 18688 18689]
613,2.7642404,48.8798012997221,Médiathèque de Chessy,77111,Chessy,library,Médiathèque,POINT (2.7642404 48.8798012997221),[18687 18688 18813 18814 18939]
614,2.7655553,48.8797262997222,Missing,77111,Chessy,library,Dépôt à livres,POINT (2.7655553 48.8797262997222),[18687 18813 18814 18939 18940]
615,2.6955664,48.8616859997266,Missing,77209,Gouvernes,library,Bibliothèque,POINT (2.6955664 48.8616859997266),[17681 17807 17808 17933 17934]
616,2.6736327,48.8469928997303,L'Orangerie,77059,Bussy-Saint-Martin,library,Bibliothèque,POINT (2.6736327 48.8469928997303),[17431 17556 17557 17683]
617,2.7882555,48.844247699731,Missing,77449,Serris,library,Dépôt à livres,POINT (2.7882555 48.844247699731),[19069 19070 19195 19196 19321]
618,2.3212098,48.8162926997379,Missing,92049,Montrouge,library,Dépôt à livres,POINT (2.3212098 48.8162926997379),[12520 12521 12646 12647 12772]
619,2.5016796,48.7542378997533,Médiathèque André Hellé,94004,Boissy-Saint-Léger,library,Médiathèque,POINT (2.5016796 48.7542378997533),[15047 15048 15173 15174 15299]
620,2.281929,48.8951719997183,Médiatheque Albert Camus,92044,Levallois-Perret,library,Bibliothèque,POINT (2.281929 48.8951719997183),[11881 11882 12007 12008 12133 12134]
621,2.3199261,48.8336918997336,Missing,75056,Paris,library,Dépôt à livres,POINT (2.3199261 48.8336918997336),[12518 12519 12644 12645]
622,2.182208,48.6978950997672,Missing,91471,Orsay,library,Dépôt à livres,POINT (2.182208 48.6978950997672),[10517 10518 10643 10644 10769 10770]
623,2.2115967,48.7061195997652,Missing,91477,Palaiseau,library,Dépôt à livres,POINT (2.2115967 48.7061195997652),[11020 11021 11146 11147]
624,2.0676254,48.6724856997735,Missing,91411,Les Molières,library,Dépôt à livres,POINT (2.0676254 48.6724856997735),[8882 9008 9009 9134 9135]
625,2.3391931,48.8201701997369,Missing,75056,Paris,library,Dépôt à livres,POINT (2.3391931 48.8201701997369),[12771 12772 12897 12898 13024]
626,2.657515,48.7262668997602,Missing,77114,Chevry-Cossigny,library,Dépôt à livres,POINT (2.657515 48.7262668997602),[17192 17193 17318 17319 17444 17445]
627,2.3310739,48.8369594997328,Missing,75056,Paris,library,Bibliothèque,POINT (2.3310739 48.8369594997328),[12644 12770 12896]
628,2.647486,48.3206541998602,Missing,77520,Villiers-sous-Grez,library,Dépôt à livres,POINT (2.647486 48.3206541998602),[17111 17112 17237 17238 17363 17364]
629,2.012253,48.920680999712,Missing,78498,Poissy,library,Dépôt à livres,POINT (2.012253 48.920680999712),[8099 8224 8225 8350 8351]
630,2.5909856,48.8281344997349,Point Lecture,77169,Émerainville,library,Bibliothèque,POINT (2.5909856 48.8281344997349),[16299 16425 16551]
631,2.2343718,49.0641646996764,Boite à livres,95678,Villiers-Adam,library,Dépôt à livres,POINT (2.2343718 49.0641646996764),[11232 11233 11358 11359 11484 11485]
632,2.3453008,48.6413091997813,Médiathèque de Sainte-Geneviève-des-Bois,91549,Sainte-Geneviève-des-Bois,library,Médiathèque,POINT (2.3453008 48.6413091997813),[12792 12917 12918 13043 13044]
633,2.3324396,48.6389377997818,Boîte à Livres,91549,Sainte-Geneviève-des-Bois,library,Dépôt à livres,POINT (2.3324396 48.6389377997818),[12666 12792 12793 12918]
634,2.6537012,48.8448988997308,Missing,77468,Torcy,library,Dépôt à livres,POINT (2.6537012 48.8448988997308),[17179 17180 17305 17306 17431]
635,2.3504918,48.8434029997312,Missing,75056,Paris,library,Dépôt à livres,POINT (2.3504918 48.8434029997312),[12895 12896 13021 13022 13147]
636,2.2744231,48.9101714997146,Bibliothèque Eugène Flachat,92004,Asnières-sur-Seine,library,Bibliothèque,POINT (2.2744231 48.9101714997146),[11754 11879 11880 12005 12006]
637,2.1676856,48.6116932997886,Missing,91243,Fontenay-lès-Briis,library,Dépôt à livres,POINT (2.1676856 48.6116932997886),[10401 10527 10528 10653]
638,2.1564876,48.6200576997865,Médiathèque Serge Regiani,91243,Fontenay-lès-Briis,library,Médiathèque,POINT (2.1564876 48.6200576997865),[10148 10274 10275 10400 10401]
639,2.3512935,48.8465705997304,Bibliothèque des Littératures Policières,75056,Paris,library,Bibliothèque,POINT (2.3512935 48.8465705997304),[12895 13020 13021 13147]
640,2.3107204,48.9052949997158,Missing,92024,Clichy,library,Dépôt à livres,POINT (2.3107204 48.9052949997158),[12384 12385 12510 12511]
641,2.3128983,48.8996670997172,Missing,92024,Clichy,library,Dépôt à livres,POINT (2.3128983 48.8996670997172),[12385 12511 12637]
642,2.3107016,48.9052932997158,Missing,92024,Clichy,library,Dépôt à livres,POINT (2.3107016 48.9052932997158),[12384 12385 12510 12511]
643,2.4875246,48.8377088997326,Boîte à livres,94052,Nogent-sur-Marne,library,Dépôt à livres,POINT (2.4875246 48.8377088997326),[14786 14911 14912 15038]
644,2.3838868,48.8353698997332,Missing,75056,Paris,library,Dépôt à livres,POINT (2.3838868 48.8353698997332),[13400 13401 13526 13527 13652]
645,2.3565934,48.8467858997303,bibliothèque de Géosciences et environnement,75056,Paris,library,Bibliothèque,POINT (2.3565934 48.8467858997303),[13020 13021 13146 13147 13273]
646,2.5258329,48.8442577997309,Missing,94015,Bry-sur-Marne,library,Dépôt à livres,POINT (2.5258329 48.8442577997309),[15289 15415 15416 15541 15542]
647,2.2095613,49.0162829996883,Missing,95607,Taverny,library,Dépôt à livres,POINT (2.2095613 49.0162829996883),[10860 10986 10987 11112]
648,2.1975634,49.00943409969,Missing,95051,Beauchamp,library,Dépôt à livres,POINT (2.1975634 49.00943409969),[10734 10735 10860 10861 10987]
649,2.0408003,49.0061129996908,Missing,95323,Jouy-le-Moutier,library,Dépôt à livres,POINT (2.0408003 49.0061129996908),[8467 8593 8594 8719 8720]
650,2.3533943,48.6461753997801,Missing,91434,Morsang-sur-Orge,library,Dépôt à livres,POINT (2.3533943 48.6461753997801),[12917 13043 13044 13169 13170]
651,2.37405,48.8936399997187,La lucarne des écrivains,75056,Paris,library,Bibliothèque,POINT (2.37405 48.8936399997187),[13267 13268 13393 13394]
652,2.2457906,48.8788025997224,Missing,92062,Puteaux,library,Dépôt à livres,POINT (2.2457906 48.8788025997224),[11379 11505 11506 11631 11632]
653,2.4207885,48.8150279997382,Missing,94046,Maisons-Alfort,library,Dépôt à livres,POINT (2.4207885 48.8150279997382),[13906 13907 14032 14033 14158]
654,2.425061,48.8069862997402,La Sablière,94046,Maisons-Alfort,library,Dépôt à livres,POINT (2.425061 48.8069862997402),[13907 14033 14034 14159 14160]
655,2.1548672,48.4320803998329,Missing,91223,Étampes,library,Dépôt à livres,POINT (2.1548672 48.4320803998329),[10169 10295 10296 10421]
656,2.2180302,48.4923303998181,Missing,91038,Auvers-Saint-Georges,library,Dépôt à livres,POINT (2.2180302 48.4923303998181),[11044 11170 11171 11296 11297]
657,2.2711619,48.5163234998122,Missing,91318,Janville-sur-Juine,library,Dépôt à livres,POINT (2.2711619 48.5163234998122),[11797 11798 11923 11924 12049 12050]
658,2.2745225,48.6389336997819,Missing,91425,Montlhéry,library,Dépôt à livres,POINT (2.2745225 48.6389336997819),[11784 11910 12036]
659,2.1742143,48.7306998997591,Missing,91534,Saclay,library,Dépôt à livres,POINT (2.1742143 48.7306998997591),[10388 10513 10514 10639 10640]
660,2.4699398,48.8362165997329,Boîte à livres,94052,Nogent-sur-Marne,library,Dépôt à livres,POINT (2.4699398 48.8362165997329),[14534 14660 14661 14786]
661,2.4745278,48.8356022997331,Boîte à livres,94052,Nogent-sur-Marne,library,Dépôt à livres,POINT (2.4745278 48.8356022997331),[14660 14661 14786 14787 14912]
662,2.3767939,48.8614234997267,Missing,75056,Paris,library,Dépôt à livres,POINT (2.3767939 48.8614234997267),[13271 13272 13397 13398 13523]
663,2.4945434,48.7952811997431,Missing,94068,Saint-Maur-des-Fossés,library,Dépôt à livres,POINT (2.4945434 48.7952811997431),[14916 14917 15042 15043 15168 15169]
664,2.5126738,48.7903868997443,Missing,94068,Saint-Maur-des-Fossés,library,Dépôt à livres,POINT (2.5126738 48.7903868997443),[15169 15295 15296 15421]
665,2.2278509,48.8351692997332,Bibliothèque pour tous,92012,Boulogne-Billancourt,library,Bibliothèque,POINT (2.2278509 48.8351692997332),[11132 11258 11259 11384 11385]
666,2.3006253,48.815794599738,Missing,92046,Malakoff,library,Dépôt à livres,POINT (2.3006253 48.815794599738),[12142 12268 12269 12394 12395]
667,2.8251151,48.6445347997805,Missing,77493,Verneuil-l'Étang,library,Dépôt à livres,POINT (2.8251151 48.6445347997805),[19595 19596 19721 19722 19847]
668,2.4329137,48.8850634997208,Maison de la philo,93063,Romainville,library,Bibliothèque,POINT (2.4329137 48.8850634997208),[14024 14025 14150 14151 14276 14277]
669,2.7633267,48.7409779997566,Bibliothèque municipale,77470,Tournan-en-Brie,library,Bibliothèque,POINT (2.7633267 48.7409779997566),[18702 18703 18828 18829 18955]
670,2.2309243,48.8823228997215,Missing,92062,Puteaux,library,Dépôt à livres,POINT (2.2309243 48.8823228997215),[11253 11378 11379 11505]
671,2.2429423,49.0154935996885,Missing,95563,Saint-Leu-la-Forêt,library,Dépôt à livres,POINT (2.2429423 49.0154935996885),[11364 11490 11491 11616]
672,2.4913868,48.8386590997323,Boîte à livres,94052,Nogent-sur-Marne,library,Dépôt à livres,POINT (2.4913868 48.8386590997323),[14911 14912 15037 15038 15164]
673,2.3139298,48.702869899766,Médiathèque Albert Camus,91161,Chilly-Mazarin,library,Médiathèque,POINT (2.3139298 48.702869899766),[12407 12532 12533 12659]
674,2.4460565,48.7275977997599,Jean Ferrat,94078,Villeneuve-Saint-Georges,library,Bibliothèque,POINT (2.4460565 48.7275977997599),[14294 14295 14420 14421 14546]
675,3.0923826,48.8258353997355,CDI D4,77131,Coulommiers,library,Bibliothèque,POINT (3.0923826 48.8258353997355),[23229 23355 23356 23481 23482]
676,2.2356401,48.5097744998138,Missing,91318,Janville-sur-Juine,library,Dépôt à livres,POINT (2.2356401 48.5097744998138),[11294 11295 11420 11421 11546 11547]
677,2.6740377,49.0727650996743,Maison du Livre,77349,Othis,library,Bibliothèque,POINT (2.6740377 49.0727650996743),[17405 17406 17531 17532 17658]
678,2.8246499,48.8473306997302,Médiathèque de Bailly-Romainvillier,77018,Bailly-Romainvilliers,library,Médiathèque,POINT (2.8246499 48.8473306997302),[19572 19573 19698 19699 19825]
679,2.2534747,48.9111562997144,Missing,92035,La Garenne-Colombes,library,Dépôt à livres,POINT (2.2534747 48.9111562997144),[11502 11627 11628 11753 11754]
680,2.265902,48.7435771997559,Missing,91645,Verrières-le-Buisson,library,Dépôt à livres,POINT (2.265902 48.7435771997559),[11772 11773 11898 11899]
681,2.1345312,48.7010181997665,Missing,91272,Gif-sur-Yvette,library,Dépôt à livres,POINT (2.1345312 48.7010181997665),[ 9887 10013 10014 10139]
682,2.4052631,48.8648446997258,Missing,75056,Paris,library,Dépôt à livres,POINT (2.4052631 48.8648446997258),[13649 13774 13775 13901]
683,2.398845,48.8584914997274,Missing,75056,Paris,library,Dépôt à livres,POINT (2.398845 48.8584914997274),[13524 13649 13650 13775 13776]
684,2.4050516,48.8650294997258,Missing,75056,Paris,library,Dépôt à livres,POINT (2.4050516 48.8650294997258),[13649 13774 13775 13901]
685,2.395542,48.8571843997277,Missing,75056,Paris,library,Dépôt à livres,POINT (2.395542 48.8571843997277),[13523 13524 13649 13650 13776]
686,2.261916,48.7170567997625,Médiathèque annexe des Hautes-Garennes,91477,Palaiseau,library,Médiathèque,POINT (2.261916 48.7170567997625),[11649 11650 11775 11776 11901 11902]
687,2.3067152,48.8866024997204,Missing,75056,Paris,library,Dépôt à livres,POINT (2.3067152 48.8866024997204),[12260 12261 12386 12387 12512 12513]
688,2.3634549,49.0229082996867,Missing,95229,Ézanville,library,Dépôt à livres,POINT (2.3634549 49.0229082996867),[13001 13127 13128 13253 13254]
689,2.0456856,48.9280139997102,Missing,78498,Poissy,library,Dépôt à livres,POINT (2.0456856 48.9280139997102),[8602 8727 8728 8854]
690,2.2820862,48.751475499754,Boites à Lire,92002,Antony,library,Dépôt à livres,POINT (2.2820862 48.751475499754),[11897 11898 12023 12024 12149 12150]
691,2.1234969,48.5142607998127,Missing,91662,Villeconin,library,Dépôt à livres,POINT (2.1234969 48.5142607998127),[ 9782  9907  9908 10034]
692,2.2576084,48.7264917997602,Boîtes à Livres,91377,Massy,library,Dépôt à livres,POINT (2.2576084 48.7264917997602),[11648 11649 11774 11775 11900]
693,2.1783202,48.9096406997147,Missing,78124,Carrières-sur-Seine,library,Dépôt à livres,POINT (2.1783202 48.9096406997147),[10494 10619 10620 10746]
694,2.1843026,48.9131460997139,Missing,78124,Carrières-sur-Seine,library,Dépôt à livres,POINT (2.1843026 48.9131460997139),[10619 10620 10745 10746]
695,2.1336431,48.8047531997408,Bibilothèque pour tous,78646,Versailles,library,Bibliothèque,POINT (2.1336431 48.8047531997408),[ 9875  9876 10001 10002 10127 10128]
696,2.3162145,48.8875055997202,Boîte à livres,75056,Paris,library,Dépôt à livres,POINT (2.3162145 48.8875055997202),[12386 12387 12512 12513 12638 12639]
697,2.2678484,48.9140141997136,Missing,92009,Bois-Colombes,library,Dépôt à livres,POINT (2.2678484 48.9140141997136),[11753 11754 11879 11880 12005]
698,2.1519601,48.9990492996926,Missing,95306,Herblay-sur-Seine,library,Dépôt à livres,POINT (2.1519601 48.9990492996926),[10106 10231 10232 10358]
699,2.2052824,49.0520647996794,Missing,95256,Frépillon,library,Dépôt à livres,POINT (2.2052824 49.0520647996794),[10856 10982 10983 11108]
700,1.9757313,48.9797997996973,Missing,78642,Verneuil-sur-Seine,library,Dépôt à livres,POINT (1.9757313 48.9797997996973),[7588 7714 7715 7840]
701,2.1883178,48.8045465997408,Missing,92022,Chaville,library,Dépôt à livres,POINT (2.1883178 48.8045465997408),[10631 10632 10757 10758 10883 10884]
702,2.2878653,48.7981171997424,Missing,92020,Châtillon,library,Dépôt à livres,POINT (2.2878653 48.7981171997424),[12018 12019 12144 12145 12270 12271]
703,2.29219,48.7987213997422,Missing,92020,Châtillon,library,Dépôt à livres,POINT (2.29219 48.7987213997422),[12018 12144 12145 12270 12271]
704,2.1470321,48.9476940997053,Bibliobox,78358,Maisons-Laffitte,library,Dépôt à livres,POINT (2.1470321 48.9476940997053),[ 9986 10111 10112 10237 10238]
705,2.4390517,48.8472464997302,Missing,94080,Vincennes,library,Dépôt à livres,POINT (2.4390517 48.8472464997302),[14154 14155 14280 14281 14407]
706,2.3178041,48.8051004997407,Missing,92007,Bagneux,library,Dépôt à livres,POINT (2.3178041 48.8051004997407),[12395 12396 12521 12522 12647 12648]
707,2.380042,49.0229128996867,Bibliothèque André Malraux,95205,Écouen,library,Bibliothèque,POINT (2.380042 49.0229128996867),[13253 13379 13380 13505 13506]
708,2.5780176,48.8854599997207,Missing,77108,Chelles,library,Dépôt à livres,POINT (2.5780176 48.8854599997207),[16040 16041 16166 16167 16292 16293]
709,2.5856275,48.8757730997231,Missing,77108,Chelles,library,Dépôt à livres,POINT (2.5856275 48.8757730997231),[16167 16168 16293 16294 16419 16420]
710,2.1733671,49.0710852996747,Médiathèque d'Auvers-sur-Oise,95039,Auvers-sur-Oise,library,Médiathèque,POINT (2.1733671 49.0710852996747),[10350 10475 10476 10602]
711,2.065427,48.8001228997419,Missing,78545,Saint-Cyr-l'École,library,Dépôt à livres,POINT (2.065427 48.8001228997419),[8868 8994 8995 9120]
712,2.0175228,49.1159440996636,Bibliothèque de Cormeilles-en-Vexin,95177,Cormeilles-en-Vexin,library,Bibliothèque,POINT (2.0175228 49.1159440996636),[8203 8328 8329 8455]
713,2.1780748,48.9739697996988,Missing,95257,La Frette-sur-Seine,library,Dépôt à livres,POINT (2.1780748 48.9739697996988),[10486 10487 10612 10613 10739]
714,2.0646959,48.844121599731,Bibliothèque Municipal de Noisy-le-Roi,78455,Noisy-le-Roi,library,Bibliothèque,POINT (2.0646959 48.844121599731),[8863 8989 8990 9115 9116]
715,2.03034,48.9790218996975,Bibliothèque,78138,Chanteloup-les-Vignes,library,Bibliothèque,POINT (2.03034 48.9790218996975),[8344 8470 8471 8596 8597]
716,2.8473545,48.3885617998436,Missing,77494,Vernou-la-Celle-sur-Seine,library,Dépôt à livres,POINT (2.8473545 48.3885617998436),[19876 20001 20002 20128]
717,2.7990294,48.4064136998392,Missing,77079,Champagne-sur-Seine,library,Dépôt à livres,POINT (2.7990294 48.4064136998392),[19244 19369 19370 19496]
718,2.3622331,48.8594925997272,Missing,75056,Paris,library,Dépôt à livres,POINT (2.3622331 48.8594925997272),[13019 13020 13145 13146 13271 13272]
719,2.2667658,49.0157572996884,Missing,95574,Saint-Prix,library,Dépôt à livres,POINT (2.2667658 49.0157572996884),[11742 11743 11868 11869 11994]
720,2.164956,48.710964999764,Missing,91272,Gif-sur-Yvette,library,Dépôt à livres,POINT (2.164956 48.710964999764),[10264 10390 10391 10516]
721,2.3089956,48.8580601997275,Bibliothèque Amélie,75056,Paris,library,Bibliothèque,POINT (2.3089956 48.8580601997275),[12264 12389 12390 12515 12516]
722,2.4672339,48.8229838997362,Missing,94042,Joinville-le-Pont,library,Dépôt à livres,POINT (2.4672339 48.8229838997362),[14535 14536 14661 14662 14787 14788]
723,2.7052921,49.0155023996885,Missing,77241,Juilly,library,Bibliothèque,POINT (2.7052921 49.0155023996885),[17790 17916 17917 18042 18043]
724,2.2079464,48.7334154997584,Missing,91635,Vauhallan,library,Dépôt à livres,POINT (2.2079464 48.7334154997584),[10891 10892 11017 11018 11143 11144]
725,2.3893446,48.8701763997245,Jargon libre,75056,Paris,library,Bibliothèque,POINT (2.3893446 48.8701763997245),[13396 13522 13523 13648 13649]
726,2.0566352,48.9313646997093,Missing,78498,Poissy,library,Dépôt à livres,POINT (2.0566352 48.9313646997093),[8727 8728 8853 8854 8979 8980]
727,2.3515092,48.7906648997443,Missing,94076,Villejuif,library,Dépôt à livres,POINT (2.3515092 48.7906648997443),[12901 13027 13028 13153]
728,2.1418724,48.6739999997731,Médiathèque Albert Camus,91275,Gometz-le-Châtel,library,Médiathèque,POINT (2.1418724 48.6739999997731),[10016 10017 10142 10143 10268]
729,2.4349966,48.7902929997443,Missing,94046,Maisons-Alfort,library,Dépôt à livres,POINT (2.4349966 48.7902929997443),[14035 14161 14162 14287 14288]
730,2.4207312,48.8149898997382,Missing,94046,Maisons-Alfort,library,Dépôt à livres,POINT (2.4207312 48.8149898997382),[13906 13907 14032 14033 14158]
731,2.5100662,48.811922399739,Médiathèque Jean-Jacques Rousseau,94017,Champigny-sur-Marne,library,Médiathèque,POINT (2.5100662 48.811922399739),[15166 15167 15292 15293 15419]
732,2.5420253,48.8258969997355,Médiathèque Jean Moulin,94079,Villiers-sur-Marne,library,Médiathèque,POINT (2.5420253 48.8258969997355),[15543 15669 15670 15795 15796]
733,2.3390564,48.8667357997254,Bibliothèque Gernet-Glotz,75056,Paris,library,Bibliothèque,POINT (2.3390564 48.8667357997254),[12766 12767 12892 12893 13019]
734,2.2668353,48.9319944997092,Médiathèque Françoise Giroud,92025,Colombes,library,Médiathèque,POINT (2.2668353 48.9319944997092),[11751 11752 11877 11878]
735,2.1470864,48.9471836997054,Missing,78358,Maisons-Laffitte,library,Dépôt à livres,POINT (2.1470864 48.9471836997054),[ 9986 10111 10112 10237 10238]
736,2.1634564,48.6961624997677,Médiathèque,91122,Bures-sur-Yvette,library,Médiathèque,POINT (2.1634564 48.6961624997677),[10265 10266 10391 10392 10517 10518]
737,2.2479222,49.0192651996876,Missing,95563,Saint-Leu-la-Forêt,library,Dépôt à livres,POINT (2.2479222 49.0192651996876),[11489 11490 11615 11616]
738,2.3581396,48.9158815997132,Missing,93066,Saint-Denis,library,Dépôt à livres,POINT (2.3581396 48.9158815997132),[13013 13014 13139 13140 13265]
739,1.989782,48.8344424997334,Missing,78674,Villepreux,library,Dépôt à livres,POINT (1.989782 48.8344424997334),[7856 7857 7982 7983 8108]
740,2.6649199,48.5710361997987,Missing,77528,Voisenon,library,Dépôt à livres,POINT (2.6649199 48.5710361997987),[17335 17336 17461 17462 17587 17588]
741,2.300285,48.7545167997532,Boîtes à Lire,92002,Antony,library,Dépôt à livres,POINT (2.300285 48.7545167997532),[12149 12275 12276 12401 12402]
742,1.8561454,48.6933736997684,Missing,78486,Le Perray-en-Yvelines,library,Dépôt à livres,POINT (1.8561454 48.6933736997684),[5982 6107 6108 6234]
743,1.8541981,48.6943132997681,Missing,78486,Le Perray-en-Yvelines,library,Dépôt à livres,POINT (1.8541981 48.6943132997681),[5981 5982 6107 6108 6234]
744,2.3292521,48.8447559997308,Missing,75056,Paris,library,Dépôt à livres,POINT (2.3292521 48.8447559997308),[12643 12644 12769 12770 12895]
745,2.3254145,48.8545666997284,Missing,75056,Paris,library,Dépôt à livres,POINT (2.3254145 48.8545666997284),[12516 12642 12643 12768]
746,1.8935314,48.718985599762,Missing,78220,Les Essarts-le-Roi,library,Dépôt à livres,POINT (1.8935314 48.718985599762),[6483 6609 6610 6735]
747,2.2685391,48.5079505998142,Missing,91318,Janville-sur-Juine,library,Dépôt à livres,POINT (2.2685391 48.5079505998142),[11798 11799 11924 11925 12051]
748,2.3105487,48.8133316997386,Cabane à livres,92049,Montrouge,library,Dépôt à livres,POINT (2.3105487 48.8133316997386),[12394 12395 12520 12521]
749,2.3210771,48.8172049997377,Cabane à livres,92049,Montrouge,library,Dépôt à livres,POINT (2.3210771 48.8172049997377),[12520 12521 12646 12647 12772]
750,2.3522223,48.827848699735,Le Nid,75056,Paris,library,Dépôt à livres,POINT (2.3522223 48.827848699735),[12897 13023 13024 13149]
751,2.3105784,48.8193058997371,Missing,92049,Montrouge,library,Dépôt à livres,POINT (2.3105784 48.8193058997371),[12268 12394 12520]
752,2.3188227,48.811679699739,Cabane à livres,92049,Montrouge,library,Dépôt à livres,POINT (2.3188227 48.811679699739),[12395 12520 12521 12646 12647]
753,2.3178951,48.8136760997386,Cabane à livres,92049,Montrouge,library,Dépôt à livres,POINT (2.3178951 48.8136760997386),[12395 12520 12521 12646 12647]
754,2.3174602,48.811741899739,Missing,92049,Montrouge,library,Dépôt à livres,POINT (2.3174602 48.811741899739),[12395 12520 12521 12646 12647]
755,2.2088104,48.8719694997241,Boite à livres,92073,Suresnes,library,Dépôt à livres,POINT (2.2088104 48.8719694997241),[10876 11002 11003 11128]
756,2.2126199,48.8709980997243,Boite à livres,92073,Suresnes,library,Dépôt à livres,POINT (2.2126199 48.8709980997243),[11002 11003 11128 11129 11254]
757,2.2578485,48.9137682997137,Missing,92009,Bois-Colombes,library,Dépôt à livres,POINT (2.2578485 48.9137682997137),[11627 11628 11753 11754]
758,2.3616209,48.8638454997261,Missing,75056,Paris,library,Dépôt à livres,POINT (2.3616209 48.8638454997261),[13019 13145 13271]
759,2.0752474,48.9920179996943,Missing,78172,Conflans-Sainte-Honorine,library,Dépôt à livres,POINT (2.0752474 48.9920179996943),[8973 9098 9099 9224 9225]
760,2.0747587,48.989125799695,Missing,78172,Conflans-Sainte-Honorine,library,Dépôt à livres,POINT (2.0747587 48.989125799695),[8973 9099 9100 9225]
761,1.9192265,49.0069696996906,Missing,78401,Meulan-en-Yvelines,library,Dépôt à livres,POINT (1.9192265 49.0069696996906),[6829 6955 6956 7081]
762,2.2839898,48.9060741997156,Missing,92004,Asnières-sur-Seine,library,Dépôt à livres,POINT (2.2839898 48.9060741997156),[12006 12007 12132 12133]
