,X,Y,ATM/Agence,com_insee,com_nom,Type,Type_détaillé,geometry,0
2862,2.5737065,48.8089328997397,bank,94059,Le Plessis-Trévise,banque,Société Générale,POINT (2.5737065 48.8089328997397),[16049 16175 16176 16301]
2863,2.5740381,48.8091320997397,bank,94059,Le Plessis-Trévise,banque,LCL,POINT (2.5740381 48.8091320997397),[16049 16175 16176 16301]
2864,2.5737973,48.8092989997396,bank,94059,Le Plessis-Trévise,banque,Crédit Agricole,POINT (2.5737973 48.8092989997396),[16049 16175 16176 16301]
2865,2.3046213,48.7534211997535,bank,92002,Antony,banque,Caisse d'Epargne,POINT (2.3046213 48.7534211997535),[12275 12276 12401 12402 12527]
2866,2.3039126,48.7535650997535,atm,92002,Antony,banque,BNP Paribas,POINT (2.3039126 48.7535650997535),[12275 12276 12401 12402 12527]
2867,2.303812,48.7535843997534,bank,92002,Antony,banque,BNP Paribas,POINT (2.303812 48.7535843997534),[12275 12276 12401 12402 12527]
2868,2.2241769,48.8954388997182,bank,92050,Nanterre,banque,LCL,POINT (2.2241769 48.8954388997182),[11125 11126 11251 11252 11377 11378]
2869,2.2310749,48.8892863997198,atm,92062,Puteaux,banque,,POINT (2.2310749 48.8892863997198),[11252 11253 11378 11379 11504]
2870,2.6533055,48.5265235998096,bank,77288,Melun,banque,,POINT (2.6533055 48.5265235998096),[17214 17215 17340 17341]
2871,2.1700546,48.6841697997707,bank,91692,Les Ulis,banque,CIC,POINT (2.1700546 48.6841697997707),[10393 10519 10645]
2872,2.170064,48.6842591997706,bank,91692,Les Ulis,banque,BRED/Banque populaire,POINT (2.170064 48.6842591997706),[10393 10519 10645]
2873,2.286431,48.9097235997147,atm,92004,Asnières-sur-Seine,banque,HSBC,POINT (2.286431 48.9097235997147),[12006 12131 12132 12258]
2874,2.2770918,48.8935960997187,bank,92044,Levallois-Perret,banque,LCL,POINT (2.2770918 48.8935960997187),[11881 11882 12007 12008 12134]
2875,2.5677598,49.0049160996911,atm,93073,Tremblay-en-France,banque,,POINT (2.5677598 49.0049160996911),[15901 15902 16027 16028 16153 16154]
2876,2.3351509,48.7944378997433,atm,94016,Cachan,banque,,POINT (2.3351509 48.7944378997433),[12649 12774 12775 12900 12901]
2877,2.3979645,48.8650938997258,atm,75056,Paris,banque,BNP Paribas,POINT (2.3979645 48.8650938997258),[13523 13648 13649 13775]
2878,2.5727186,48.8101955997394,bank,94059,Le Plessis-Trévise,banque,BRED/Banque populaire,POINT (2.5727186 48.8101955997394),[16049 16175 16301]
2879,2.3721785,48.8469361997303,bank,75056,Paris,banque,Société Générale,POINT (2.3721785 48.8469361997303),[13147 13272 13273 13398 13399]
2880,2.3740873,48.8461047997305,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3740873 48.8461047997305),[13273 13399 13525]
2881,2.5749377,48.7897747997445,bank,94060,La Queue-en-Brie,banque,Caisse d'Epargne,POINT (2.5749377 48.7897747997445),[16051 16052 16177 16178 16303]
2882,2.3978811,48.8648258997259,atm,75056,Paris,banque,Banque Postale,POINT (2.3978811 48.8648258997259),[13523 13648 13649 13775]
2883,2.1683407,48.6823776997711,bank,91692,Les Ulis,banque,Caisse d'Epargne,POINT (2.1683407 48.6823776997711),[10393 10394 10519 10520 10645]
2884,2.1682468,48.682791999771,bank,91692,Les Ulis,banque,Société Générale,POINT (2.1682468 48.682791999771),[10393 10394 10519 10520 10645]
2885,2.3870973,48.7576581997524,atm,94073,Thiais,banque,,POINT (2.3870973 48.7576581997524),[13409 13534 13535 13661]
2886,2.374029,48.8477029997301,bank,75056,Paris,banque,HSBC,POINT (2.374029 48.8477029997301),[13272 13273 13398 13399 13525]
2887,2.3796572,48.8990993997173,bank,75056,Paris,banque,BNP Paribas,POINT (2.3796572 48.8990993997173),[13267 13393 13394 13519]
2888,2.3261505,48.8227399997363,atm,75056,Paris,banque,Banque Postale,POINT (2.3261505 48.8227399997363),[12519 12520 12645 12646 12771 12772]
2889,2.2077217,48.8423097997314,bank,92064,Saint-Cloud,banque,BNP Paribas,POINT (2.2077217 48.8423097997314),[10879 10880 11005 11006 11131 11132]
2890,2.3671348,48.771380599749,bank,94021,Chevilly-Larue,banque,BNP Paribas,POINT (2.3671348 48.771380599749),[13155 13156 13281 13282 13407]
2891,2.3666681,48.7719497997489,bank,94021,Chevilly-Larue,banque,BRED/Banque populaire,POINT (2.3666681 48.7719497997489),[13155 13156 13281 13282 13407]
2892,2.1862046,48.8396642997321,bank,92033,Garches,banque,Société Générale,POINT (2.1862046 48.8396642997321),[10627 10628 10753 10754 10880]
2893,2.1856834,48.8397782997321,bank,92033,Garches,banque,BRED/Banque populaire,POINT (2.1856834 48.8397782997321),[10627 10628 10753 10754 10880]
2894,2.2143531,48.8466324997304,bank,92064,Saint-Cloud,banque,BRED/Banque populaire,POINT (2.2143531 48.8466324997304),[11005 11130 11131 11257]
2895,2.2131729,48.8456291997306,atm,92064,Saint-Cloud,banque,,POINT (2.2131729 48.8456291997306),[11005 11131 11257]
2896,1.9078858,49.005242999691,bank,78401,Meulan-en-Yvelines,banque,BRED/Banque populaire,POINT (1.9078858 49.005242999691),[6703 6704 6829 6830 6955]
2897,1.9098178,49.0047327996912,bank,78401,Meulan-en-Yvelines,banque,LCL,POINT (1.9098178 49.0047327996912),[6703 6704 6829 6830 6955]
2898,1.9101454,49.0046149996912,bank,78401,Meulan-en-Yvelines,banque,Société Générale,POINT (1.9101454 49.0046149996912),[6703 6704 6829 6830 6955 6956]
2899,1.9103063,49.0046177996912,bank,78401,Meulan-en-Yvelines,banque,Crédit Agricole,POINT (1.9103063 49.0046177996912),[6703 6704 6829 6830 6955 6956]
2900,1.9105786,49.0050447996911,bank,78401,Meulan-en-Yvelines,banque,BNP Paribas,POINT (1.9105786 49.0050447996911),[6703 6704 6829 6830 6955 6956]
2901,1.9102979,49.0050070996911,bank,78401,Meulan-en-Yvelines,banque,Caisse d'Epargne,POINT (1.9102979 49.0050070996911),[6703 6704 6829 6830 6955]
2902,2.0021805,48.7764279997478,bank,78621,Trappes,banque,Caisse d'Epargne,POINT (2.0021805 48.7764279997478),[7989 8114 8115 8240 8241]
2903,2.0019418,48.7761522997478,bank,78621,Trappes,banque,,POINT (2.0019418 48.7761522997478),[7989 8114 8115 8240 8241]
2904,2.0021698,48.7762282997478,bank,78621,Trappes,banque,BNP Paribas,POINT (2.0021698 48.7762282997478),[7989 8114 8115 8240 8241]
2905,2.0033754,48.7766674997477,bank,78621,Trappes,banque,BRED/Banque populaire,POINT (2.0033754 48.7766674997477),[7989 8114 8115 8240 8241]
2906,2.3843738,48.8863154997205,bank,75056,Paris,banque,LCL,POINT (2.3843738 48.8863154997205),[13394 13395 13520 13521]
2907,2.5007184,48.7979205997424,bank,94068,Saint-Maur-des-Fossés,banque,,POINT (2.5007184 48.7979205997424),[15042 15043 15168 15169 15294]
2908,2.3415075,48.8872234997203,atm,75056,Paris,banque,,POINT (2.3415075 48.8872234997203),[12764 12765 12890 12891 13016 13017]
2909,2.2569736,48.912631299714,bank,92035,La Garenne-Colombes,banque,LCL,POINT (2.2569736 48.912631299714),[11627 11628 11753 11754]
2910,2.374916,48.8461595997305,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.374916 48.8461595997305),[13273 13399 13525]
2911,2.3745532,48.8457781997306,bank,75056,Paris,banque,LCL,POINT (2.3745532 48.8457781997306),[13273 13399 13525]
2912,2.3793253,48.8574453997277,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3793253 48.8574453997277),[13272 13397 13398 13523 13524]
2913,2.3788933,48.8569642997278,bank,75056,Paris,banque,LCL,POINT (2.3788933 48.8569642997278),[13272 13397 13398 13523 13524]
2914,2.3790407,48.8567153997279,bank,75056,Paris,banque,BNP Paribas,POINT (2.3790407 48.8567153997279),[13272 13397 13398 13524]
2915,2.2473532,48.9078671997152,bank,92035,La Garenne-Colombes,banque,BRED/Banque populaire,POINT (2.2473532 48.9078671997152),[11376 11502 11503 11628 11629]
2916,1.9395169,48.5716387997985,bank,78537,Saint-Arnoult-en-Yvelines,banque,Crédit Agricole,POINT (1.9395169 48.5716387997985),[7129 7130 7255 7256 7381 7382]
2917,1.9391293,48.5714548997985,bank,78537,Saint-Arnoult-en-Yvelines,banque,CIC,POINT (1.9391293 48.5714548997985),[7129 7130 7255 7256 7381 7382]
2918,1.9379339,48.5714168997985,bank,78537,Saint-Arnoult-en-Yvelines,banque,Caisse d'Epargne,POINT (1.9379339 48.5714168997985),[7129 7130 7255 7256 7381 7382]
2919,2.3163066,48.7821991997463,bank,92014,Bourg-la-Reine,banque,Crédit Mutuel,POINT (2.3163066 48.7821991997463),[12398 12524 12525 12650]
2920,2.3432967,48.8661271997255,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3432967 48.8661271997255),[12767 12892 12893 13018 13019]
2921,2.3157448,48.7812907997466,bank,92014,Bourg-la-Reine,banque,Crédit Agricole,POINT (2.3157448 48.7812907997466),[12398 12524 12525 12650]
2922,2.0986329,49.0472355996806,bank,95500,Pontoise,banque,,POINT (2.0986329 49.0472355996806),[9344 9345 9470 9471 9596 9597]
2923,2.0988664,49.0471986996807,bank,95500,Pontoise,banque,,POINT (2.0988664 49.0471986996807),[9344 9345 9470 9471 9596 9597]
2924,2.0999282,49.0476209996805,bank,95500,Pontoise,banque,,POINT (2.0999282 49.0476209996805),[9344 9345 9470 9471 9596 9597]
2925,2.10022,49.0479359996805,bank,95500,Pontoise,banque,,POINT (2.10022 49.0479359996805),[9344 9345 9470 9471 9596 9597]
2926,2.1007074,49.0484743996803,bank,95500,Pontoise,banque,BRED/Banque populaire,POINT (2.1007074 49.0484743996803),[9344 9345 9470 9471 9596 9597]
2927,2.3050293,48.8394337997321,bank,75056,Paris,banque,,POINT (2.3050293 48.8394337997321),[12265 12266 12391 12392 12518]
2928,2.3049413,48.8394526997321,atm,75056,Paris,banque,,POINT (2.3049413 48.8394526997321),[12265 12266 12391 12392 12518]
2929,2.3404728,48.8717353997241,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3404728 48.8717353997241),[12766 12892 12893 13018]
2930,2.1630557,48.9358875997082,atm,78586,Sartrouville,banque,,POINT (2.1630557 48.9358875997082),[10239 10364 10365 10491]
2931,2.306075,48.8437676997311,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.306075 48.8437676997311),[12265 12266 12391 12392 12517]
2932,2.3058887,48.8434492997311,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3058887 48.8434492997311),[12265 12266 12391 12392 12517]
2933,2.3057679,48.8437133997311,bank,75056,Paris,banque,,POINT (2.3057679 48.8437133997311),[12265 12266 12391 12392 12517]
2934,2.2814805,48.8675720997252,bank,75056,Paris,banque,LCL,POINT (2.2814805 48.8675720997252),[11884 11885 12010 12011 12136 12137]
2935,2.1469778,48.9481357997052,bank,78358,Maisons-Laffitte,banque,LCL,POINT (2.1469778 48.9481357997052),[ 9986 10111 10112 10237 10238]
2936,2.1468694,48.9480381997052,atm,78358,Maisons-Laffitte,banque,,POINT (2.1468694 48.9480381997052),[ 9986 10111 10112 10237 10238]
2937,2.1460841,48.9455693997058,bank,78358,Maisons-Laffitte,banque,BNP Paribas,POINT (2.1460841 48.9455693997058),[ 9986 10111 10112 10238]
2938,2.1460371,48.9455306997058,atm,78358,Maisons-Laffitte,banque,,POINT (2.1460371 48.9455306997058),[ 9986 10111 10112 10238]
2939,2.4001479,48.9713913996994,bank,95268,Garges-lès-Gonesse,banque,Société Générale,POINT (2.4001479 48.9713913996994),[13511 13637 13763]
2940,2.4002933,48.9706066996996,bank,95268,Garges-lès-Gonesse,banque,Caisse d'Epargne,POINT (2.4002933 48.9706066996996),[13511 13637 13638 13763 13764]
2941,2.401199,48.9713183996994,bank,95268,Garges-lès-Gonesse,banque,BNP Paribas,POINT (2.401199 48.9713183996994),[13637 13763 13889]
2942,2.4002524,48.9720218996993,bank,95268,Garges-lès-Gonesse,banque,Banque Postale,POINT (2.4002524 48.9720218996993),[13511 13637 13763]
2943,2.29323,48.6937215997683,bank,91345,Longjumeau,banque,,POINT (2.29323 48.6937215997683),[12156 12281 12282 12408]
2944,2.5308649,48.8565923997279,bank,93050,Neuilly-sur-Marne,banque,Caisse d'Epargne,POINT (2.5308649 48.8565923997279),[15414 15539 15540 15666]
2945,2.3052236,48.8344234997334,bank,75056,Paris,banque,BNP Paribas,POINT (2.3052236 48.8344234997334),[12266 12267 12392 12393 12518]
2946,2.1022788,49.0493234996801,bank,95500,Pontoise,banque,BNP Paribas,POINT (2.1022788 49.0493234996801),[9344 9470 9471 9596 9597]
2947,2.2296949,48.9145667997135,bank,92025,Colombes,banque,BRED/Banque populaire,POINT (2.2296949 48.9145667997135),[11249 11250 11375 11376]
2948,2.3453309,48.8928045997189,bank,75056,Paris,banque,,POINT (2.3453309 48.8928045997189),[12764 12889 12890 13015 13016]
2949,2.3451724,48.892497099719,bank,75056,Paris,banque,LCL,POINT (2.3451724 48.892497099719),[12764 12889 12890 13015 13016]
2950,2.3220807,48.8745754997234,bank,75056,Paris,banque,CIC,POINT (2.3220807 48.8745754997234),[12513 12514 12639 12640 12766]
2951,2.3806545,48.9142612997136,bank,93001,Aubervilliers,banque,Crédit Agricole,POINT (2.3806545 48.9142612997136),[13265 13391 13392 13517 13518]
2952,2.3803001,48.9142547997136,bank,93001,Aubervilliers,banque,Caisse d'Epargne,POINT (2.3803001 48.9142547997136),[13265 13391 13392 13517 13518]
2953,2.3828562,48.912779099714,bank,93001,Aubervilliers,banque,Société Générale,POINT (2.3828562 48.912779099714),[13391 13392 13517 13518]
2954,2.3599866,48.864340299726,atm,75056,Paris,banque,,POINT (2.3599866 48.864340299726),[13019 13144 13145 13271]
2955,2.322606,48.8778074997226,atm,75056,Paris,banque,,POINT (2.322606 48.8778074997226),[12513 12514 12639 12640 12765 12766]
2956,2.5033185,48.8628792997263,bank,93049,Neuilly-Plaisance,banque,BNP Paribas,POINT (2.5033185 48.8628792997263),[15035 15161 15162 15287]
2957,2.3273339,48.8831844997213,bank,75056,Paris,banque,BNP Paribas,POINT (2.3273339 48.8831844997213),[12513 12638 12639 12764 12765]
2958,2.6075623,48.690918699769,bank,77053,Brie-Comte-Robert,banque,CIC,POINT (2.6075623 48.690918699769),[16566 16567 16692 16693]
2959,2.2367793,48.8317116997341,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2367793 48.8317116997341),[11259 11384 11385 11510 11511]
2960,2.4225385,49.0019141996919,atm,95277,Gonesse,banque,Banque Postale,POINT (2.4225385 49.0019141996919),[13885 13886 14011 14012 14137 14138]
2961,2.2955501,48.8405182997319,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.2955501 48.8405182997319),[12139 12140 12265 12266 12392]
2962,2.4039931,48.8378809997325,bank,75056,Paris,banque,Société Générale,POINT (2.4039931 48.8378809997325),[13652 13777 13778 13904]
2963,2.4582621,48.8780142997226,bank,93048,Montreuil,banque,Société Générale,POINT (2.4582621 48.8780142997226),[14403 14404 14529 14530 14655 14656]
2964,2.0931097,49.054066299679,bank,95500,Pontoise,banque,Caisse d'Epargne,POINT (2.0931097 49.054066299679),[9218 9343 9344 9469 9470]
2965,2.3217813,48.8895327997197,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3217813 48.8895327997197),[12512 12513 12638 12639 12764]
2966,2.056984,48.9777775996978,atm,78015,Andrésy,banque,,POINT (2.056984 48.9777775996978),[8722 8848 8849 8974 8975]
2967,2.3048467,48.8836384997212,bank,75056,Paris,banque,,POINT (2.3048467 48.8836384997212),[12260 12261 12386 12387 12513]
2968,2.2964284,48.6973537997674,atm,91345,Longjumeau,banque,,POINT (2.2964284 48.6973537997674),[12155 12156 12281 12282 12407 12408]
2969,2.533825,48.7215252997614,bank,94075,Villecresnes,banque,Société Générale,POINT (2.533825 48.7215252997614),[15429 15554 15555 15680 15681]
2970,2.5341636,48.7212918997615,bank,94075,Villecresnes,banque,Caisse d'Epargne,POINT (2.5341636 48.7212918997615),[15429 15554 15555 15680 15681]
2971,2.3463448,48.892282799719,bank,75056,Paris,banque,CIC,POINT (2.3463448 48.892282799719),[12764 12889 12890 13015 13016]
2972,2.3156085,48.8930830997188,bank,75056,Paris,banque,,POINT (2.3156085 48.8930830997188),[12386 12511 12512 12637 12638]
2973,2.3262859,48.827848399735,bank,75056,Paris,banque,HSBC,POINT (2.3262859 48.827848399735),[12519 12645 12646 12771]
2974,2.3402402,48.8796663997222,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3402402 48.8796663997222),[12765 12766 12891 12892 13017]
2975,2.4704205,48.4013241998404,bank,91405,Milly-la-Forêt,banque,BRED/Banque populaire,POINT (2.4704205 48.4013241998404),[14582 14583 14708 14709 14834 14835]
2976,2.4703314,48.4013629998404,atm,91405,Milly-la-Forêt,banque,,POINT (2.4703314 48.4013629998404),[14582 14583 14708 14709 14834 14835]
2977,2.4700865,48.40324119984,atm,91405,Milly-la-Forêt,banque,LCL,POINT (2.4700865 48.40324119984),[14582 14708 14709 14834 14835]
2978,2.2981767,48.8786381997224,bank,75056,Paris,banque,BNP Paribas,POINT (2.2981767 48.8786381997224),[12135 12136 12261 12262 12387 12388]
2979,2.0907698,48.9920863996943,bank,78172,Conflans-Sainte-Honorine,banque,BRED/Banque populaire,POINT (2.0907698 48.9920863996943),[9224 9225 9350 9351 9476 9477]
2980,2.0911312,48.9922196996943,bank,78172,Conflans-Sainte-Honorine,banque,BNP Paribas,POINT (2.0911312 48.9922196996943),[9224 9225 9350 9351 9476 9477]
2981,2.3130036,48.8832302997213,bank,75056,Paris,banque,,POINT (2.3130036 48.8832302997213),[12386 12387 12512 12513 12639]
2982,2.3363502,48.8939146997186,bank,75056,Paris,banque,CIC,POINT (2.3363502 48.8939146997186),[12638 12763 12764 12889 12890]
2983,2.4111302,48.9677315997003,atm,95268,Garges-lès-Gonesse,banque,,POINT (2.4111302 48.9677315997003),[13763 13764 13889 13890 14015]
2984,2.4163847,48.9554227997034,atm,93030,Dugny,banque,,POINT (2.4163847 48.9554227997034),[13765 13890 13891 14016 14017]
2985,2.4164088,48.9554641997034,bank,93030,Dugny,banque,BNP Paribas,POINT (2.4164088 48.9554641997034),[13765 13890 13891 14016 14017]
2986,2.0338276,48.9425509997066,bank,78123,Carrières-sous-Poissy,banque,Société Générale,POINT (2.0338276 48.9425509997066),[8474 8475 8600 8601 8726]
2987,2.2153481,48.7550648997531,atm,91064,Bièvres,banque,HSBC,POINT (2.2153481 48.7550648997531),[11015 11141 11142 11267]
2988,2.3141303,48.8936061997187,bank,75056,Paris,banque,CIC,POINT (2.3141303 48.8936061997187),[12385 12386 12511 12512 12638]
2989,2.6065286,48.7992475997421,bank,77373,Pontault-Combault,banque,Crédit Mutuel,POINT (2.6065286 48.7992475997421),[16428 16554 16555 16680 16681]
2990,2.3851047,48.8132727997386,atm,94041,Ivry-sur-Seine,banque,,POINT (2.3851047 48.8132727997386),[13402 13403 13528 13529 13655]
2991,2.0964521,49.0507599996798,bank,95500,Pontoise,banque,CIC,POINT (2.0964521 49.0507599996798),[9344 9345 9470 9471 9596]
2992,2.0999282,49.0505518996798,bank,95500,Pontoise,banque,LCL,POINT (2.0999282 49.0505518996798),[9344 9470 9471 9596]
2993,2.6006408,48.7828642997462,bank,77373,Pontault-Combault,banque,Crédit Agricole,POINT (2.6006408 48.7828642997462),[16430 16556 16682]
2994,2.6172158,48.8060301997404,atm,77373,Pontault-Combault,banque,,POINT (2.6172158 48.8060301997404),[16679 16680 16805 16806]
2995,2.4971641,48.9415592997068,bank,93005,Aulnay-sous-Bois,banque,LCL,POINT (2.4971641 48.9415592997068),[14900 15026 15027 15152 15153]
2996,2.1277545,48.8168471997377,bank,78158,Le Chesnay-Rocquencourt,banque,,POINT (2.1277545 48.8168471997377),[ 9748  9874  9875 10000 10001]
2997,2.0960001,49.0480946996804,bank,95500,Pontoise,banque,Caisse d'Epargne,POINT (2.0960001 49.0480946996804),[9344 9345 9470 9471]
2998,2.0960955,49.0483055996804,bank,95500,Pontoise,banque,Crédit Agricole,POINT (2.0960955 49.0483055996804),[9344 9345 9470 9471]
2999,2.0961952,49.0485256996803,bank,95500,Pontoise,banque,,POINT (2.0961952 49.0485256996803),[9344 9345 9470 9471]
3000,2.0962727,49.0486927996803,bank,95500,Pontoise,banque,HSBC,POINT (2.0962727 49.0486927996803),[9344 9345 9470 9471]
3001,2.096389,49.0489474996802,bank,95500,Pontoise,banque,,POINT (2.096389 49.0489474996802),[9344 9345 9470 9471 9596]
3002,2.1283988,48.8163193997379,bank,78158,Le Chesnay-Rocquencourt,banque,BRED/Banque populaire,POINT (2.1283988 48.8163193997379),[ 9748  9874  9875 10000 10001]
3003,2.1281861,48.8167136997378,bank,78158,Le Chesnay-Rocquencourt,banque,BNP Paribas,POINT (2.1281861 48.8167136997378),[ 9748  9874  9875 10000 10001]
3004,2.1280038,48.8172444997376,bank,78158,Le Chesnay-Rocquencourt,banque,LCL,POINT (2.1280038 48.8172444997376),[ 9748  9874  9875 10000 10001]
3005,2.1267515,48.8202387997369,bank,78158,Le Chesnay-Rocquencourt,banque,CIC,POINT (2.1267515 48.8202387997369),[ 9748  9873  9874 10000]
3006,2.1260572,48.8268252997353,bank,78158,Le Chesnay-Rocquencourt,banque,HSBC,POINT (2.1260572 48.8268252997353),[9747 9873 9874 9999]
3007,2.2483399,48.7179399997623,bank,91477,Palaiseau,banque,CIC,POINT (2.2483399 48.7179399997623),[11523 11524 11649 11650 11775]
3008,2.2464943,48.7153045997629,bank,91477,Palaiseau,banque,,POINT (2.2464943 48.7153045997629),[11398 11523 11524 11649 11650]
3009,2.6066599,48.7780710997474,bank,77373,Pontault-Combault,banque,CIC,POINT (2.6066599 48.7780710997474),[16556 16557 16682 16683]
3010,2.0959965,49.0485371996803,bank,95500,Pontoise,banque,BNP Paribas,POINT (2.0959965 49.0485371996803),[9344 9345 9470 9471]
3011,2.0960413,49.0486375996803,bank,95500,Pontoise,banque,Crédit Mutuel,POINT (2.0960413 49.0486375996803),[9344 9345 9470 9471]
3012,2.1179248,48.8303889997344,bank,78158,Le Chesnay-Rocquencourt,banque,BNP Paribas,POINT (2.1179248 48.8303889997344),[9620 9621 9746 9747 9872 9873]
3013,2.375637,48.690745399769,atm,91326,Juvisy-sur-Orge,banque,,POINT (2.375637 48.690745399769),[13290 13291 13416 13417 13542]
3014,2.1177499,48.8305087997344,bank,78158,Le Chesnay-Rocquencourt,banque,BNP Paribas,POINT (2.1177499 48.8305087997344),[9620 9621 9746 9747 9872 9873]
3015,2.3050003,48.856354699728,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3050003 48.856354699728),[12264 12389 12390 12516]
3016,2.1689827,48.8881323997201,bank,92063,Rueil-Malmaison,banque,CIC,POINT (2.1689827 48.8881323997201),[10370 10371 10496 10497 10622]
3017,2.491108,48.8544778997284,atm,94033,Fontenay-sous-Bois,banque,,POINT (2.491108 48.8544778997284),[14910 15036 15162]
3018,2.58376,48.843803399731,bank,77083,Champs-sur-Marne,banque,BNP Paribas,POINT (2.58376 48.843803399731),[16171 16172 16297 16298 16423]
3019,2.1751252,48.8041691997409,bank,78686,Viroflay,banque,Caisse d'Epargne,POINT (2.1751252 48.8041691997409),[10380 10505 10506 10631 10632]
3020,2.4906977,48.8542528997285,atm,94033,Fontenay-sous-Bois,banque,,POINT (2.4906977 48.8542528997285),[14784 14910 14911 15036 15037 15162]
3021,2.2882084,48.8025532997413,bank,92020,Châtillon,banque,BNP Paribas,POINT (2.2882084 48.8025532997413),[12018 12143 12144 12270]
3022,2.258027,48.9895115996949,bank,95219,Ermont,banque,Société Générale,POINT (2.258027 48.9895115996949),[11619 11745 11871]
3023,2.1882598,48.7005533997666,atm,91471,Orsay,banque,,POINT (2.1882598 48.7005533997666),[10643 10644 10769 10770 10895]
3024,2.3218245,48.8895079997197,atm,75056,Paris,banque,,POINT (2.3218245 48.8895079997197),[12512 12513 12638 12639 12764]
3025,2.4301999,48.8019537997414,bank,94046,Maisons-Alfort,banque,LCL,POINT (2.4301999 48.8019537997414),[14034 14159 14160 14286]
3026,2.4310669,48.8015247997415,bank,94046,Maisons-Alfort,banque,Caisse d'Epargne,POINT (2.4310669 48.8015247997415),[14034 14159 14160 14286]
3027,2.2219698,48.8270027997352,bank,92072,Sèvres,banque,,POINT (2.2219698 48.8270027997352),[11133 11134 11259 11260 11385]
3028,2.0745105,49.0374413996831,bank,95127,Cergy,banque,CIC,POINT (2.0745105 49.0374413996831),[8968 9093 9094 9219 9220]
3029,2.3427581,48.8738154997236,bank,75056,Paris,banque,Société Générale,POINT (2.3427581 48.8738154997236),[12766 12891 12892 13018]
3030,2.4960642,48.9437334997063,bank,93005,Aulnay-sous-Bois,banque,Société Générale,POINT (2.4960642 48.9437334997063),[14900 15026 15027 15152]
3031,2.3335734,48.8535943997286,atm,75056,Paris,banque,BNP Paribas,POINT (2.3335734 48.8535943997286),[12642 12768 12769 12894]
3032,2.2570771,48.9857268996959,bank,95219,Ermont,banque,CIC,POINT (2.2570771 48.9857268996959),[11619 11620 11745 11746]
3033,2.3464705,48.8710946997243,bank,75056,Paris,banque,LCL,POINT (2.3464705 48.8710946997243),[12766 12892 12893 13018 13019]
3034,2.3071323,48.8555933997281,atm,75056,Paris,banque,,POINT (2.3071323 48.8555933997281),[12264 12389 12390 12516]
3035,2.3069418,48.8554649997282,atm,75056,Paris,banque,Banque Postale,POINT (2.3069418 48.8554649997282),[12264 12389 12390 12516]
3036,2.3069385,48.8554530997282,atm,75056,Paris,banque,Banque Postale,POINT (2.3069385 48.8554530997282),[12264 12389 12390 12516]
3037,2.30617,48.8549245997283,atm,75056,Paris,banque,,POINT (2.30617 48.8549245997283),[12264 12389 12390 12516]
3038,2.3061774,48.8549289997283,atm,75056,Paris,banque,,POINT (2.3061774 48.8549289997283),[12264 12389 12390 12516]
3039,2.2524368,48.9214981997118,bank,92025,Colombes,banque,BNP Paribas,POINT (2.2524368 48.9214981997118),[11500 11501 11626 11627 11752 11753]
3040,2.4666376,48.843860599731,bank,94033,Fontenay-sous-Bois,banque,BNP Paribas,POINT (2.4666376 48.843860599731),[14533 14534 14659 14660 14785]
3041,2.3311524,48.8712555997243,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3311524 48.8712555997243),[12640 12641 12766 12767 12892]
3042,2.2495475,48.8179694997375,bank,92040,Issy-les-Moulineaux,banque,LCL,POINT (2.2495475 48.8179694997375),[11512 11513 11638 11639 11764]
3043,2.35085,48.8703513997245,atm,75056,Paris,banque,,POINT (2.35085 48.8703513997245),[12892 12893 13018 13019 13144]
3044,2.4075664,48.8356491997331,atm,75056,Paris,banque,BNP Paribas,POINT (2.4075664 48.8356491997331),[13652 13778 13779 13904 13905]
3045,2.4076273,48.8356923997331,bank,75056,Paris,banque,BNP Paribas,POINT (2.4076273 48.8356923997331),[13652 13778 13779 13904 13905]
3046,1.7172248,48.9901935996948,bank,78361,Mantes-la-Jolie,banque,BNP Paribas,POINT (1.7172248 48.9901935996948),[3933 4058 4059 4185]
3047,1.7196104,48.9910334996945,bank,78361,Mantes-la-Jolie,banque,CIC,POINT (1.7196104 48.9910334996945),[4058 4059 4184 4185 4311]
3048,2.177477,48.9091082997149,bank,78124,Carrières-sur-Seine,banque,BRED/Banque populaire,POINT (2.177477 48.9091082997149),[10494 10619 10620 10746]
3049,2.4427387,48.8050915997407,bank,94046,Maisons-Alfort,banque,,POINT (2.4427387 48.8050915997407),[14159 14160 14285 14286 14411 14412]
3050,2.5267003,48.8954437997182,atm,93062,Le Raincy,banque,,POINT (2.5267003 48.8954437997182),[15409 15410 15535 15536]
