,X,Y,ATM/Agence,com_insee,com_nom,Type,Type_détaillé,geometry,0
0,2.2429399,48.8336246997336,atm,92012,Boulogne-Billancourt,banque,LCL,POINT (2.2429399 48.8336246997336),[11384 11385 11510 11511 11636 11637]
1,2.2428508,48.8335971997336,bank,92012,Boulogne-Billancourt,banque,LCL,POINT (2.2428508 48.8335971997336),[11384 11385 11510 11511 11636 11637]
2,2.0403539,48.9307931997095,bank,78498,Poissy,banque,CIC,POINT (2.0403539 48.9307931997095),[8601 8602 8727 8728]
3,2.0417986,48.9300739997096,bank,78498,Poissy,banque,BNP Paribas,POINT (2.0417986 48.9300739997096),[8601 8602 8727 8728]
4,2.2444556,48.8321798997339,atm,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2444556 48.8321798997339),[11384 11385 11510 11511 11636 11637]
5,2.244317,48.8324274997339,bank,92012,Boulogne-Billancourt,banque,,POINT (2.244317 48.8324274997339),[11384 11385 11510 11511 11636 11637]
6,2.2443689,48.8323844997339,atm,92012,Boulogne-Billancourt,banque,,POINT (2.2443689 48.8323844997339),[11384 11385 11510 11511 11636 11637]
7,2.2444582,48.8322514997339,bank,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2444582 48.8322514997339),[11384 11385 11510 11511 11636 11637]
8,2.3428231,48.8512712997292,bank,75056,Paris,banque,LCL,POINT (2.3428231 48.8512712997292),[12768 12769 12894 12895 13020 13021]
9,2.3479283,48.8917408997192,atm,75056,Paris,banque,,POINT (2.3479283 48.8917408997192),[12889 12890 13015 13016 13142]
10,2.6399491,48.8745199997234,atm,77479,Vaires-sur-Marne,banque,,POINT (2.6399491 48.8745199997234),[16924 17049 17050 17176]
11,2.6395019,48.8740446997236,atm,77479,Vaires-sur-Marne,banque,,POINT (2.6395019 48.8740446997236),[16924 17049 17050 17176]
12,2.6388583,48.8745242997235,atm,77479,Vaires-sur-Marne,banque,,POINT (2.6388583 48.8745242997235),[16924 17049 17050 17176]
13,2.8738904,48.9575410997029,atm,77284,Meaux,banque,,POINT (2.8738904 48.9575410997029),[20190 20191 20316 20317 20442 20443]
14,2.3109747,48.8464974997304,bank,75056,Paris,banque,BNP Paribas,POINT (2.3109747 48.8464974997304),[12265 12390 12391 12516 12517 12643]
15,2.3061606,48.8698841997246,atm,75056,Paris,banque,,POINT (2.3061606 48.8698841997246),[12262 12263 12388 12389 12514 12515]
16,2.3109952,48.8465596997304,atm,75056,Paris,banque,,POINT (2.3109952 48.8465596997304),[12265 12390 12391 12516 12517 12643]
17,2.318274,48.8411920997317,atm,75056,Paris,banque,,POINT (2.318274 48.8411920997317),[12392 12517 12518 12643 12644]
18,2.3491753,48.8598446997271,atm,75056,Paris,banque,,POINT (2.3491753 48.8598446997271),[12893 12894 13019 13020 13145 13146]
19,2.3491801,48.8598530997271,atm,75056,Paris,banque,,POINT (2.3491801 48.8598530997271),[12893 12894 13019 13020 13145 13146]
20,2.2277475,48.8326129997338,bank,92012,Boulogne-Billancourt,banque,BRED/Banque populaire,POINT (2.2277475 48.8326129997338),[11132 11133 11258 11259 11384 11385]
21,2.3868254,48.8631165997263,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3868254 48.8631165997263),[13397 13523 13524 13649]
22,2.4570423,48.8778282997226,bank,93048,Montreuil,banque,LCL,POINT (2.4570423 48.8778282997226),[14403 14404 14529 14530 14655 14656]
23,2.4582458,48.8780455997226,bank,93048,Montreuil,banque,Société Générale,POINT (2.4582458 48.8780455997226),[14403 14404 14529 14530 14655 14656]
24,2.2751179,48.8485515997299,bank,75056,Paris,banque,LCL,POINT (2.2751179 48.8485515997299),[11886 11887 12012 12013]
25,2.2292101,48.8408212997318,bank,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2292101 48.8408212997318),[11257 11258 11383 11384]
26,2.3791263,48.8593323997272,atm,75056,Paris,banque,,POINT (2.3791263 48.8593323997272),[13271 13272 13397 13398 13523 13524]
27,2.379111,48.8593530997272,atm,75056,Paris,banque,,POINT (2.379111 48.8593530997272),[13271 13272 13397 13398 13523 13524]
28,2.2908077,48.8791016997223,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.2908077 48.8791016997223),[12009 12135 12136 12261 12262]
29,2.3261475,48.8353107997332,atm,75056,Paris,banque,,POINT (2.3261475 48.8353107997332),[12518 12644 12645 12770 12771]
30,2.1717434,49.0706519996748,atm,95039,Auvers-sur-Oise,banque,LCL,POINT (2.1717434 49.0706519996748),[10350 10475 10476 10602]
31,2.0354552,48.779633799747,atm,78423,Montigny-le-Bretonneux,banque,,POINT (2.0354552 48.779633799747),[8492 8493 8618 8619 8744 8745]
32,2.240275,49.1370542996585,atm,95134,Champagne-sur-Oise,banque,Société Générale,POINT (2.240275 49.1370542996585),[11350 11351 11476 11477 11603]
33,2.5427702,48.8237139997361,bank,94079,Villiers-sur-Marne,banque,BNP Paribas,POINT (2.5427702 48.8237139997361),[15543 15544 15669 15670 15795 15796]
34,2.2338164,48.840100699732,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2338164 48.840100699732),[11257 11258 11383 11384 11509 11510]
35,2.2336976,48.840119799732,atm,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2336976 48.840119799732),[11257 11258 11383 11384 11509 11510]
36,2.5415157,48.8273840997351,bank,94079,Villiers-sur-Marne,banque,Société Générale,POINT (2.5415157 48.8273840997351),[15543 15669 15670 15795]
37,2.2342973,48.8403505997319,bank,92012,Boulogne-Billancourt,banque,Société Générale,POINT (2.2342973 48.8403505997319),[11257 11258 11383 11384 11509 11510]
38,2.2310879,48.8403516997319,bank,92012,Boulogne-Billancourt,banque,LCL,POINT (2.2310879 48.8403516997319),[11257 11258 11383 11384 11510]
39,2.2341914,48.8403600997319,atm,92012,Boulogne-Billancourt,banque,Société Générale,POINT (2.2341914 48.8403600997319),[11257 11258 11383 11384 11509 11510]
40,2.2310331,48.8403564997319,atm,92012,Boulogne-Billancourt,banque,LCL,POINT (2.2310331 48.8403564997319),[11257 11258 11383 11384 11510]
41,2.2293311,48.8407894997318,atm,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2293311 48.8407894997318),[11257 11258 11383 11384]
42,2.3554603,48.8606810997269,bank,75056,Paris,banque,LCL,POINT (2.3554603 48.8606810997269),[13019 13020 13145 13146]
43,2.3552067,48.8605258997269,bank,75056,Paris,banque,CIC,POINT (2.3552067 48.8605258997269),[13019 13020 13145 13146]
44,2.3790741,48.8765230997229,bank,75056,Paris,banque,Société Générale,POINT (2.3790741 48.8765230997229),[13269 13270 13395 13396 13521 13522]
45,2.2393005,48.8395545997321,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2393005 48.8395545997321),[11383 11384 11509 11510]
46,2.2669376,48.8415499997316,bank,75056,Paris,banque,BNP Paribas,POINT (2.2669376 48.8415499997316),[11761 11762 11887 11888]
47,2.238243,48.8426841997313,atm,92012,Boulogne-Billancourt,banque,,POINT (2.238243 48.8426841997313),[11257 11383 11384 11509 11510]
48,2.2385892,48.8420350997315,bank,92012,Boulogne-Billancourt,banque,Société Générale,POINT (2.2385892 48.8420350997315),[11383 11384 11509 11510]
49,2.2382749,48.8426279997314,bank,92012,Boulogne-Billancourt,banque,,POINT (2.2382749 48.8426279997314),[11383 11384 11509 11510]
50,2.2377916,48.8434335997311,bank,92012,Boulogne-Billancourt,banque,HSBC,POINT (2.2377916 48.8434335997311),[11257 11383 11384 11509 11510]
51,2.2907163,48.8207006997368,atm,92075,Vanves,banque,Banque Postale,POINT (2.2907163 48.8207006997368),[12016 12141 12142 12267 12268]
52,2.3764303,48.8717032997242,bank,75056,Paris,banque,LCL,POINT (2.3764303 48.8717032997242),[13270 13396 13397 13522]
53,2.3048445,48.7532604997535,bank,92002,Antony,banque,Crédit Agricole,POINT (2.3048445 48.7532604997535),[12275 12276 12401 12402 12527]
54,2.3870797,48.8464712997304,atm,75056,Paris,banque,Banque Postale,POINT (2.3870797 48.8464712997304),[13399 13524 13525 13651]
55,2.2627388,48.839998399732,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.2627388 48.839998399732),[11635 11636 11761 11762 11887 11888]
56,2.2375461,48.844028499731,atm,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375461 48.844028499731),[11257 11383 11384 11509 11510]
57,2.2375607,48.8445597997309,atm,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.2375607 48.8445597997309),[11257 11383 11384 11509 11510]
58,2.2375027,48.844124399731,bank,92012,Boulogne-Billancourt,banque,Caisse d'Epargne,POINT (2.2375027 48.844124399731),[11257 11383 11384 11509 11510]
59,2.5435603,48.8272711997352,bank,94079,Villiers-sur-Marne,banque,,POINT (2.5435603 48.8272711997352),[15543 15669 15670 15795]
60,2.3621891,48.9254093997108,atm,93066,Saint-Denis,banque,,POINT (2.3621891 48.9254093997108),[13012 13138 13139 13264]
61,2.358435,48.9256814997108,atm,93066,Saint-Denis,banque,Société Générale,POINT (2.358435 48.9256814997108),[13012 13138 13139 13264]
62,2.3627219,48.9242259997111,atm,93066,Saint-Denis,banque,,POINT (2.3627219 48.9242259997111),[13012 13138 13139 13264 13265]
63,2.237348,48.8450913997307,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.237348 48.8450913997307),[11257 11383 11384 11509]
64,2.2370672,48.8450912997307,atm,92012,Boulogne-Billancourt,banque,CIC,POINT (2.2370672 48.8450912997307),[11257 11383 11384 11509]
65,2.2370623,48.8451845997307,bank,92012,Boulogne-Billancourt,banque,CIC,POINT (2.2370623 48.8451845997307),[11257 11383 11384 11509]
66,1.8454659,48.9925733996942,atm,78327,Juziers,banque,,POINT (1.8454659 48.9925733996942),[5822 5823 5948 5949 6075]
67,2.3948863,48.8493036997297,atm,75056,Paris,banque,,POINT (2.3948863 48.8493036997297),[13524 13525 13650 13651 13776 13777]
68,2.2389819,48.8418433997315,atm,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2389819 48.8418433997315),[11383 11384 11509 11510]
69,2.2386624,48.8419026997315,bank,92012,Boulogne-Billancourt,banque,,POINT (2.2386624 48.8419026997315),[11383 11384 11509 11510]
70,2.2389449,48.8419536997315,bank,92012,Boulogne-Billancourt,banque,Crédit Agricole,POINT (2.2389449 48.8419536997315),[11383 11384 11509 11510]
71,2.2387201,48.8418464997316,atm,92012,Boulogne-Billancourt,banque,,POINT (2.2387201 48.8418464997316),[11383 11384 11509 11510]
72,2.2397587,48.8404663997319,atm,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2397587 48.8404663997319),[11383 11384 11509 11510]
73,2.2397286,48.8405197997319,bank,92012,Boulogne-Billancourt,banque,BNP Paribas,POINT (2.2397286 48.8405197997319),[11383 11384 11509 11510]
74,2.2821736,48.8390982997322,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.2821736 48.8390982997322),[11888 12013 12014 12139 12140]
75,2.3193023,48.8307190997343,bank,75056,Paris,banque,Société Générale,POINT (2.3193023 48.8307190997343),[12393 12518 12519 12644 12645]
76,2.3036098,48.9034288997163,atm,92024,Clichy,banque,,POINT (2.3036098 48.9034288997163),[12258 12259 12384 12385 12511]
77,2.6115439,48.5650035998001,bank,77495,Vert-Saint-Denis,banque,Crédit Mutuel,POINT (2.6115439 48.5650035998001),[16580 16581 16706 16707 16832]
78,2.2746803,48.731217799759,atm,91377,Massy,banque,Banque Postale,POINT (2.2746803 48.731217799759),[11774 11899 11900 12025 12026]
79,2.3239296,48.9751143996985,bank,95197,Deuil-la-Barre,banque,BNP Paribas,POINT (2.3239296 48.9751143996985),[12502 12503 12628 12629 12754 12755]
80,2.1678936,48.7641675997508,atm,78322,Jouy-en-Josas,banque,,POINT (2.1678936 48.7641675997508),[10384 10385 10510 10511 10636]
81,1.9715019,48.791712599744,bank,78208,Élancourt,banque,BRED/Banque populaire,POINT (1.9715019 48.791712599744),[7609 7735 7736 7861]
82,2.1806454,48.8800623997221,bank,92063,Rueil-Malmaison,banque,LCL,POINT (2.1806454 48.8800623997221),[10497 10623 10624 10749]
83,2.4853745,48.7980341997424,bank,94068,Saint-Maur-des-Fossés,banque,LCL,POINT (2.4853745 48.7980341997424),[14790 14791 14916 14917 15042 15043]
84,2.6150671,48.5656630998,bank,77495,Vert-Saint-Denis,banque,Société Générale,POINT (2.6150671 48.5656630998),[16580 16706 16707 16832 16833]
85,2.2550741,48.8347079997333,atm,92012,Boulogne-Billancourt,banque,LCL,POINT (2.2550741 48.8347079997333),[11510 11636 11637 11762 11763]
86,2.2551269,48.8347283997333,bank,92012,Boulogne-Billancourt,banque,LCL,POINT (2.2551269 48.8347283997333),[11510 11636 11637 11762 11763]
87,2.510236,48.8139931997384,bank,94017,Champigny-sur-Marne,banque,CIC,POINT (2.510236 48.8139931997384),[15166 15167 15292 15293 15419]
88,2.5095602,48.8127716997388,bank,94017,Champigny-sur-Marne,banque,Société Générale,POINT (2.5095602 48.8127716997388),[15166 15167 15292 15293 15419]
89,2.5108164,48.811828499739,bank,94017,Champigny-sur-Marne,banque,BNP Paribas,POINT (2.5108164 48.811828499739),[15166 15167 15292 15293 15419]
90,2.508539,48.8144928997383,bank,94017,Champigny-sur-Marne,banque,Caisse d'Epargne,POINT (2.508539 48.8144928997383),[15166 15167 15292 15293]
91,2.3814541,48.8823952997215,bank,75056,Paris,banque,LCL,POINT (2.3814541 48.8823952997215),[13269 13394 13395 13521]
92,2.2867065,48.8758149997231,bank,75056,Paris,banque,LCL,POINT (2.2867065 48.8758149997231),[12009 12010 12135 12136 12262]
93,2.1221088,48.8609767997268,bank,78350,Louveciennes,banque,LCL,POINT (2.1221088 48.8609767997268),[9743 9744 9869 9870]
94,2.1222656,48.8609354997268,bank,78350,Louveciennes,banque,Société Générale,POINT (2.1222656 48.8609354997268),[9743 9744 9869 9870]
95,2.3487471,48.8506197997294,bank,75056,Paris,banque,BNP Paribas,POINT (2.3487471 48.8506197997294),[12894 12895 13020 13021 13146]
96,2.3486928,48.8505785997294,atm,75056,Paris,banque,BNP Paribas,POINT (2.3486928 48.8505785997294),[12894 12895 13020 13021 13146]
97,2.3434584,48.8465903997304,bank,75056,Paris,banque,BNP Paribas,POINT (2.3434584 48.8465903997304),[12769 12894 12895 13021]
98,2.3434321,48.8466321997304,atm,75056,Paris,banque,,POINT (2.3434321 48.8466321997304),[12769 12894 12895 13021]
99,2.3416278,48.84818359973,bank,75056,Paris,banque,BNP Paribas,POINT (2.3416278 48.84818359973),[12768 12769 12894 12895 13021]
100,2.2896167,48.8930545997188,bank,92044,Levallois-Perret,banque,BNP Paribas,POINT (2.2896167 48.8930545997188),[12008 12133 12134 12259 12260]
101,2.2895899,48.8933833997188,atm,92044,Levallois-Perret,banque,,POINT (2.2895899 48.8933833997188),[12008 12133 12134 12259 12260]
102,2.288756,48.8937494997187,atm,92044,Levallois-Perret,banque,,POINT (2.288756 48.8937494997187),[12007 12008 12133 12134 12259 12260]
103,2.2888096,48.8939646997186,bank,92044,Levallois-Perret,banque,,POINT (2.2888096 48.8939646997186),[12007 12008 12133 12134 12259 12260]
104,2.4845424,48.8030456997412,bank,94068,Saint-Maur-des-Fossés,banque,Caisse d'Epargne,POINT (2.4845424 48.8030456997412),[14789 14790 14915 14916 15042]
105,2.4780861,48.8953008997183,atm,93010,Bondy,banque,,POINT (2.4780861 48.8953008997183),[14653 14654 14779 14780 14905 14906]
106,2.4781061,48.8952924997183,atm,93010,Bondy,banque,,POINT (2.4781061 48.8952924997183),[14653 14654 14779 14780 14905 14906]
107,2.4969448,48.8056992997405,atm,94068,Saint-Maur-des-Fossés,banque,,POINT (2.4969448 48.8056992997405),[14915 14916 15041 15042 15167 15168]
108,2.3250405,48.8504364997294,bank,75056,Paris,banque,LCL,POINT (2.3250405 48.8504364997294),[12516 12517 12642 12643 12768 12769]
109,2.3404343,48.8696962997246,atm,75056,Paris,banque,,POINT (2.3404343 48.8696962997246),[12766 12767 12892 12893 13018]
110,2.3404289,48.8696863997246,atm,75056,Paris,banque,,POINT (2.3404289 48.8696863997246),[12766 12767 12892 12893 13018]
111,2.3403949,48.8696239997247,atm,75056,Paris,banque,,POINT (2.3403949 48.8696239997247),[12766 12767 12892 12893 13018]
112,2.2280505,48.9842826996962,atm,95252,Franconville,banque,,POINT (2.2280505 48.9842826996962),[11116 11241 11242 11367 11368]
113,2.227909,48.9843335996962,bank,95252,Franconville,banque,LCL,POINT (2.227909 48.9843335996962),[11116 11241 11242 11367 11368]
114,2.3767462,48.6736234997733,bank,91687,Viry-Châtillon,banque,Crédit Agricole,POINT (2.3767462 48.6736234997733),[13292 13293 13418 13419 13544]
115,2.3754372,48.6723527997736,atm,91687,Viry-Châtillon,banque,,POINT (2.3754372 48.6723527997736),[13292 13293 13418 13419 13544]
116,2.3754073,48.6724770997735,bank,91687,Viry-Châtillon,banque,Banque Postale,POINT (2.3754073 48.6724770997735),[13292 13293 13418 13419 13544]
117,2.3774222,48.6741752997731,bank,91687,Viry-Châtillon,banque,BNP Paribas,POINT (2.3774222 48.6741752997731),[13292 13418 13419 13544]
118,2.2380018,48.8808496997219,atm,92062,Puteaux,banque,LCL,POINT (2.2380018 48.8808496997219),[11253 11379 11380 11505 11506]
119,2.2378478,48.8809374997219,bank,92062,Puteaux,banque,LCL,POINT (2.2378478 48.8809374997219),[11253 11379 11380 11505 11506]
120,2.2497846,48.9451748997059,bank,95018,Argenteuil,banque,BRED/Banque populaire,POINT (2.2497846 48.9451748997059),[11498 11623 11624 11750]
121,2.2496738,48.9453016997059,bank,95018,Argenteuil,banque,CIC,POINT (2.2496738 48.9453016997059),[11498 11623 11624 11750]
122,2.2501098,48.944812799706,bank,95018,Argenteuil,banque,Crédit Mutuel,POINT (2.2501098 48.944812799706),[11498 11624 11750]
123,2.2267835,48.9845226996962,atm,95252,Franconville,banque,,POINT (2.2267835 48.9845226996962),[11115 11116 11241 11242 11367 11368]
124,2.226765,48.9844994996962,bank,95252,Franconville,banque,CIC,POINT (2.226765 48.9844994996962),[11115 11116 11241 11242 11367 11368]
125,2.3420303,48.843968999731,bank,75056,Paris,banque,Société Générale,POINT (2.3420303 48.843968999731),[12769 12895 12896 13021]
126,2.1563512,48.8899612997196,bank,78146,Chatou,banque,Crédit Agricole,POINT (2.1563512 48.8899612997196),[10118 10244 10245 10370]
127,2.2513555,48.8954616997183,bank,92026,Courbevoie,banque,CIC,POINT (2.2513555 48.8954616997183),[11503 11504 11629 11630 11755 11756]
128,2.3403751,48.8460963997305,atm,75056,Paris,banque,,POINT (2.3403751 48.8460963997305),[12769 12894 12895 13021]
129,2.3404463,48.8461210997305,bank,75056,Paris,banque,LCL,POINT (2.3404463 48.8461210997305),[12769 12894 12895 13021]
130,2.3499896,48.8388734997323,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3499896 48.8388734997323),[12895 12896 13021 13022 13148]
131,2.3500511,48.8388060997323,atm,75056,Paris,banque,Caisse d'Epargne,POINT (2.3500511 48.8388060997323),[12895 12896 13021 13022 13148]
132,2.3520295,48.8433166997312,bank,75056,Paris,banque,BNP Paribas,POINT (2.3520295 48.8433166997312),[12895 13021 13022 13147 13148]
133,2.3515822,48.8432656997312,atm,75056,Paris,banque,BNP Paribas,POINT (2.3515822 48.8432656997312),[12895 12896 13021 13022 13147 13148]
134,2.3521389,48.8446193997309,bank,75056,Paris,banque,,POINT (2.3521389 48.8446193997309),[12895 13021 13022 13147]
135,2.5678044,49.0028971996916,atm,93073,Tremblay-en-France,banque,HSBC,POINT (2.5678044 49.0028971996916),[15901 15902 16027 16028 16153 16154]
136,2.4862288,48.8045981997408,atm,94068,Saint-Maur-des-Fossés,banque,,POINT (2.4862288 48.8045981997408),[14789 14790 14915 14916 15041 15042]
137,2.3571215,48.8387236997323,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3571215 48.8387236997323),[13021 13022 13147 13148 13274]
138,2.2605847,48.84801219973,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.2605847 48.84801219973),[11634 11635 11760 11761 11887]
139,2.3602723,48.8555314997281,bank,75056,Paris,banque,BNP Paribas,POINT (2.3602723 48.8555314997281),[13020 13145 13146 13272]
140,2.3554995,48.8585423997274,bank,75056,Paris,banque,Société Générale,POINT (2.3554995 48.8585423997274),[13019 13020 13145 13146]
141,2.460219,48.8149194997382,bank,94069,Saint-Maurice,banque,BNP Paribas,POINT (2.460219 48.8149194997382),[14410 14411 14536 14537 14662 14663]
142,2.3031638,48.8589691997273,atm,75056,Paris,banque,CIC,POINT (2.3031638 48.8589691997273),[12263 12264 12389 12390]
143,2.3031212,48.8590581997273,bank,75056,Paris,banque,CIC,POINT (2.3031212 48.8590581997273),[12263 12264 12389 12390]
144,2.329372,48.8417203997316,bank,75056,Paris,banque,CIC,POINT (2.329372 48.8417203997316),[12643 12644 12769 12770]
145,2.2135847,48.8590183997273,bank,92064,Saint-Cloud,banque,BNP Paribas,POINT (2.2135847 48.8590183997273),[11003 11004 11129 11130 11256]
146,2.207253,48.8862694997205,bank,92050,Nanterre,banque,,POINT (2.207253 48.8862694997205),[10874 10875 11000 11001 11126 11127]
147,2.489102,48.8032736997411,bank,94068,Saint-Maur-des-Fossés,banque,HSBC,POINT (2.489102 48.8032736997411),[14790 14915 14916 15041 15042]
148,2.4910655,48.8025612997413,atm,94068,Saint-Maur-des-Fossés,banque,,POINT (2.4910655 48.8025612997413),[14915 14916 15041 15042 15168]
149,2.221163,49.0258989996859,atm,95607,Taverny,banque,CIC,POINT (2.221163 49.0258989996859),[10985 11111 11237 11363]
150,2.4855042,48.7980348997424,bank,94068,Saint-Maur-des-Fossés,banque,BRED/Banque populaire,POINT (2.4855042 48.7980348997424),[14790 14791 14916 14917 15042 15043]
151,2.3905041,48.7645067997507,bank,94073,Thiais,banque,LCL,POINT (2.3905041 48.7645067997507),[13408 13534 13535 13660]
152,2.3904275,48.7647927997507,bank,94073,Thiais,banque,BNP Paribas,POINT (2.3904275 48.7647927997507),[13408 13534 13535 13660]
153,2.245934,48.9091699997149,atm,92035,La Garenne-Colombes,banque,,POINT (2.245934 48.9091699997149),[11376 11501 11502 11628]
154,2.242028,48.9097729997147,bank,92035,La Garenne-Colombes,banque,BRED/Banque populaire,POINT (2.242028 48.9097729997147),[11376 11501 11502 11628]
155,2.2353126,48.8452166997307,atm,92012,Boulogne-Billancourt,banque,Crédit Mutuel,POINT (2.2353126 48.8452166997307),[11257 11383 11384 11509]
156,2.2351307,48.8451601997307,bank,92012,Boulogne-Billancourt,banque,Crédit Mutuel,POINT (2.2351307 48.8451601997307),[11257 11383 11384 11509]
157,2.261864,48.9073199997153,bank,92009,Bois-Colombes,banque,LCL,POINT (2.261864 48.9073199997153),[11628 11754 11755 11880]
158,2.3666123,48.541429099806,atm,91649,Vert-le-Petit,banque,,POINT (2.3666123 48.541429099806),[13181 13306 13307 13433]
159,2.4487817,48.9862420996958,bank,95277,Gonesse,banque,BNP Paribas,POINT (2.4487817 48.9862420996958),[14265 14266 14391 14392 14517 14518]
160,2.2850691,48.9066437997155,atm,92004,Asnières-sur-Seine,banque,BRED/Banque populaire,POINT (2.2850691 48.9066437997155),[12006 12007 12132 12133 12258]
161,2.2859434,48.9066975997155,bank,92004,Asnières-sur-Seine,banque,LCL,POINT (2.2859434 48.9066975997155),[12006 12007 12132 12133 12258]
162,2.256261,48.8971539997178,bank,92026,Courbevoie,banque,BNP Paribas,POINT (2.256261 48.8971539997178),[11503 11629 11630 11755 11756]
163,2.274057,48.9028699997164,atm,92026,Courbevoie,banque,,POINT (2.274057 48.9028699997164),[11755 11880 11881 12006 12007]
164,2.282238,48.8386979997323,atm,75056,Paris,banque,,POINT (2.282238 48.8386979997323),[11888 12013 12014 12139 12140]
165,2.3180776,48.8474456997302,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3180776 48.8474456997302),[12391 12516 12517 12642 12643]
166,2.343821,48.920740499712,bank,93066,Saint-Denis,banque,BRED/Banque populaire,POINT (2.343821 48.920740499712),[12761 12886 12887 13012 13013]
167,2.3439223,48.920625399712,atm,93066,Saint-Denis,banque,,POINT (2.3439223 48.920625399712),[12761 12886 12887 13012 13013]
168,2.3111381,48.8478571997301,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3111381 48.8478571997301),[12390 12391 12516 12517 12643]
169,2.258205,48.8992929997173,atm,92026,Courbevoie,banque,Banque Postale,POINT (2.258205 48.8992929997173),[11629 11755 11756 11881]
170,2.453076,48.7975509997425,atm,94028,Créteil,banque,,POINT (2.453076 48.7975509997425),[14286 14412 14413 14538 14539]
171,2.3316492,48.9376537997078,atm,92078,Villeneuve-la-Garenne,banque,,POINT (2.3316492 48.9376537997078),[12632 12633 12758 12759 12885]
172,2.4591598,48.7954269997431,bank,94028,Créteil,banque,Société Générale,POINT (2.4591598 48.7954269997431),[14412 14413 14538 14539 14664 14665]
173,1.9001595,48.8137613997385,bank,78442,Neauphle-le-Château,banque,BRED/Banque populaire,POINT (1.9001595 48.8137613997385),[6598 6599 6724 6725 6850 6851]
174,1.9000142,48.8138459997385,bank,78442,Neauphle-le-Château,banque,Crédit Agricole,POINT (1.9000142 48.8138459997385),[6598 6599 6724 6725 6850 6851]
175,1.8998592,48.8139480997385,bank,78442,Neauphle-le-Château,banque,Caisse d'Epargne,POINT (1.8998592 48.8139480997385),[6598 6599 6724 6725 6850 6851]
176,2.3627215,48.8685309997249,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3627215 48.8685309997249),[13018 13019 13144 13145 13270 13271]
177,2.3458361,48.8645059997259,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3458361 48.8645059997259),[12767 12892 12893 13019]
178,2.3612115,48.8664705997254,bank,75056,Paris,banque,LCL,POINT (2.3612115 48.8664705997254),[13019 13144 13145 13270 13271]
179,2.3624471,48.8671858997253,bank,75056,Paris,banque,Société Générale,POINT (2.3624471 48.8671858997253),[13019 13144 13145 13270 13271]
180,1.8462534,48.9733355996989,atm,78029,Aubergenville,banque,,POINT (1.8462534 48.9733355996989),[5824 5825 5950 5951 6077]
181,1.8466043,48.972931999699,atm,78029,Aubergenville,banque,,POINT (1.8466043 48.972931999699),[5825 5950 5951 6077]
182,2.4965506,48.7936076997435,atm,94068,Saint-Maur-des-Fossés,banque,,POINT (2.4965506 48.7936076997435),[14917 15042 15043 15168 15169]
183,2.2582564,48.8452266997307,bank,75056,Paris,banque,Société Générale,POINT (2.2582564 48.8452266997307),[11635 11761 11762 11887]
184,2.3657561,48.7929136997437,bank,94076,Villejuif,banque,Société Générale,POINT (2.3657561 48.7929136997437),[13152 13153 13278 13279 13405]
185,2.3665233,48.795438799743,bank,94076,Villejuif,banque,BNP Paribas,POINT (2.3665233 48.795438799743),[13152 13153 13278 13279 13405]
186,2.3280076,48.8827024997214,atm,75056,Paris,banque,,POINT (2.3280076 48.8827024997214),[12513 12638 12639 12764 12765]
187,2.2628201,48.9699985996998,bank,95582,Sannois,banque,BNP Paribas,POINT (2.2628201 48.9699985996998),[11621 11747 11748 11873 11874]
188,2.4891072,48.7130881997635,bank,91691,Yerres,banque,Caisse d'Epargne,POINT (2.4891072 48.7130881997635),[14800 14925 14926 15051 15052]
189,2.3403319,48.8809020997219,bank,75056,Paris,banque,LCL,POINT (2.3403319 48.8809020997219),[12765 12891 12892 13017]
190,2.5091528,48.8069361997402,bank,94068,Saint-Maur-des-Fossés,banque,LCL,POINT (2.5091528 48.8069361997402),[15167 15168 15293 15294]
191,2.1704349,48.6821901997711,atm,91692,Les Ulis,banque,,POINT (2.1704349 48.6821901997711),[10393 10394 10519 10520 10645]
